chub
n;m;a;i;s;opt;it;time;optcore;itcore;timecore;best
int;int;float;int;int;int;int;float;int;int;float;int
250;30;0.50;7;10;99758;278;4.078036;105386;221;1.415523;106372
250;30;0.75;5;1;145720;293;3.395853;149702;244;1.393987;150287
250;30;0.75;5;2;145508;288;3.850800;149783;258;1.598903;150287
250;30;0.75;5;3;145520;298;4.008514;149704;298;1.685462;150287
250;30;0.75;5;4;146225;277;3.975440;149856;35;1.343102;150287
250;30;0.75;5;5;144416;237;4.322031;149696;296;1.412051;150287
250;30;0.75;5;6;144998;288;3.930638;149571;149;1.122157;150287
250;30;0.75;5;7;145887;260;3.121825;149847;261;1.155514;150287
250;30;0.75;5;8;146068;272;3.353599;149810;249;1.163952;150287
250;30;0.75;5;9;144621;299;3.837052;149735;30;1.386105;150287
250;30;0.75;5;10;145467;288;4.297845;149713;267;1.379832;150287
250;30;0.75;6;1;142425;255;4.375764;147882;117;1.774292;148574
250;30;0.75;6;2;143188;299;4.124627;148014;94;1.507529;148574
250;30;0.75;6;3;142944;277;4.443841;148052;290;1.703085;148574
250;30;0.75;6;4;143652;291;4.371800;147953;217;1.373447;148574
250;30;0.75;6;5;143209;297;4.179131;147850;184;1.536945;148574
250;30;0.75;6;6;144273;295;4.197637;147846;290;1.714888;148574
250;30;0.75;6;7;143469;285;4.319956;147900;224;1.756516;148574
250;30;0.75;6;8;143291;255;4.284187;147890;280;1.713099;148574
250;30;0.75;6;9;143830;291;4.357678;148098;95;1.540911;148574
250;30;0.75;6;10;143284;257;4.458344;147891;287;1.530386;148574
250;30;0.75;7;1;142925;212;3.863357;147123;171;0.999022;147477
250;30;0.75;7;2;143049;292;4.450336;147115;197;1.079341;147477
250;30;0.75;7;3;142557;287;3.887721;147166;171;0.956819;147477
250;30;0.75;7;4;142857;217;3.580868;147064;268;1.089351;147477
250;30;0.75;7;5;141843;266;4.043524;147101;280;1.089691;147477
250;30;0.75;7;6;142710;261;3.600873;146959;165;1.151514;147477
250;30;0.75;7;7;142712;294;3.859366;147113;171;1.153905;147477
250;30;0.75;7;8;142638;299;4.242966;147050;245;1.218772;147477
250;30;0.75;7;9;142730;292;4.039268;147089;218;1.140331;147477
250;30;0.75;7;10;142279;270;4.071723;147166;293;1.341243;147477
500;5;0.25;5;1;111489;297;5.572166;122007;199;1.240620;122319
500;5;0.25;5;2;111501;293;5.305500;121998;146;1.334083;122319
500;5;0.25;5;3;111459;293;5.412931;121990;131;1.342860;122319
500;5;0.25;5;4;111301;294;5.760211;122025;42;1.067948;122319
500;5;0.25;5;5;110994;287;5.198937;121996;200;1.231287;122319
500;5;0.25;5;6;111705;298;5.658538;122023;24;1.333669;122319
500;5;0.25;5;7;111097;297;5.597759;122048;69;1.225052;122319
500;5;0.25;5;8;111762;293;5.457232;122007;162;1.335252;122319
500;5;0.25;5;9;111644;288;5.465589;122028;34;1.238990;122319
500;5;0.25;5;10;111669;282;5.294811;121966;10;1.347813;122319
500;5;0.25;6;1;111639;296;5.059893;121745;6;1.365393;122024
500;5;0.25;6;2;110841;282;5.168598;121711;119;1.440476;122024
500;5;0.25;6;3;109609;287;5.300201;121726;258;1.414985;122024
500;5;0.25;6;4;112144;284;5.500106;121735;255;1.421579;122024
500;5;0.25;6;5;111279;233;5.268205;121713;130;1.269589;122024
500;5;0.25;6;6;110328;285;5.637488;121763;157;1.534543;122024
500;5;0.25;6;7;111404;288;5.841517;121699;217;1.448198;122024
500;5;0.25;6;8;111648;294;5.279226;121766;196;1.454588;122024
500;5;0.25;6;9;110713;290;5.222194;121679;206;1.375047;122024
500;5;0.25;6;10;111091;267;5.321379;121764;68;1.361069;122024
500;5;0.25;7;1;107776;299;5.265043;118839;222;1.333325;119127
500;5;0.25;7;2;108045;254;5.139074;118853;80;1.428405;119127
500;5;0.25;7;3;108628;291;5.879039;118851;276;1.347195;119127
500;5;0.25;7;4;107810;290;5.387101;118814;18;1.174184;119127
500;5;0.25;7;5;107545;266;5.313140;118808;227;1.360909;119127
500;5;0.25;7;6;108405;296;5.660410;118889;221;1.321565;119127
500;5;0.25;7;7;107983;295;5.733355;118869;124;1.342441;119127
500;5;0.25;7;8;108213;252;5.668990;118832;210;1.294849;119127
500;5;0.25;7;9;108357;279;5.622828;118871;103;1.385974;119127
500;5;0.25;7;10;107720;279;5.347600;118826;185;1.368940;119127
500;5;0.50;5;1;203825;255;6.063190;218593;217;1.228253;218966
500;5;0.50;5;2;202588;296;6.521270;218681;290;1.353539;218966
500;5;0.50;5;3;202816;292;6.326933;218546;243;0.994646;218966
500;5;0.50;5;4;202520;295;5.688902;218743;115;1.043354;218966
500;5;0.50;5;5;202363;264;5.683462;218588;134;1.059020;218966
500;5;0.50;5;6;203805;294;5.704996;218582;244;1.037324;218966
500;5;0.50;5;7;203629;282;5.759644;218614;246;1.182229;218966
500;5;0.50;5;8;202929;259;6.222288;218654;130;1.062991;218966
500;5;0.50;5;9;203074;285;6.364748;218666;283;1.108453;218966
500;5;0.50;5;10;204051;299;5.965950;218565;270;1.211159;218966
500;5;0.50;6;1;206779;268;5.866015;220262;42;1.186108;220530
500;5;0.50;6;2;206891;281;5.483031;220208;0;1.293078;220530
500;5;0.50;6;3;206482;293;5.157629;220238;25;1.274482;220530
500;5;0.50;6;4;206963;281;5.143050;220267;57;1.245922;220530
500;5;0.50;6;5;207467;285;5.220700;220290;151;1.254912;220530
500;5;0.50;6;6;206560;278;5.734425;220273;36;1.378794;220530
500;5;0.50;6;7;207032;296;5.555561;220256;149;1.216951;220530
500;5;0.50;6;8;206885;280;5.007031;220327;225;1.203577;220530
500;5;0.50;6;9;208941;296;5.186282;220277;102;1.225666;220530
500;5;0.50;6;10;208275;290;5.530967;220242;150;1.195463;220530
500;5;0.50;7;1;205538;288;5.529665;219715;85;1.203740;219989
500;5;0.50;7;2;206227;250;5.393841;219766;146;1.211204;219989
500;5;0.50;7;3;205079;276;5.931478;219699;79;1.236435;219989
500;5;0.50;7;4;205336;267;4.878654;219730;68;1.199601;219989
500;5;0.50;7;5;204810;290;5.642705;219712;273;1.184225;219989
500;5;0.50;7;6;204342;296;5.598393;219667;283;1.218240;219989
500;5;0.50;7;7;204924;295;5.462156;219719;202;1.169896;219989
500;5;0.50;7;8;203954;298;5.553181;219705;170;1.191827;219989
500;5;0.50;7;9;205167;284;5.403153;219663;138;1.220906;219989
500;5;0.50;7;10;205896;294;5.703389;219661;295;1.247676;219989
500;5;0.75;5;1;291108;255;5.594633;300103;201;1.125637;300342
500;5;0.75;5;2;291048;232;5.462559;300128;294;1.423056;300342
500;5;0.75;5;3;291808;292;5.367625;300156;53;1.257222;300342
500;5;0.75;5;4;291851;297;4.811229;300131;242;1.350666;300342
500;5;0.75;5;5;290794;287;5.632098;300107;158;1.347260;300342
500;5;0.75;5;6;290893;266;5.932568;300106;278;1.189216;300342
500;5;0.75;5;7;289951;285;5.854807;300134;202;1.219328;300342
500;5;0.75;5;8;290813;299;5.650311;300140;172;1.303308;300342
500;5;0.75;5;9;290045;285;5.159463;300119;284;1.257728;300342
500;5;0.75;5;10;290255;289;5.947053;300156;115;1.235338;300342
500;5;0.75;6;1;291353;268;5.554439;302202;298;1.026452;302571
500;5;0.75;6;2;291225;275;6.072126;302216;82;0.890031;302571
500;5;0.75;6;3;290925;287;4.714259;302245;253;1.042927;302571
500;5;0.75;6;4;291506;255;5.853762;302217;4;1.032666;302571
500;5;0.75;6;5;291799;287;6.322460;302279;244;1.032853;302571
500;5;0.75;6;6;292347;295;5.940710;302258;208;1.023443;302571
500;5;0.75;6;7;290632;287;6.441402;302398;261;1.094368;302571
500;5;0.75;6;8;292451;256;5.954909;302248;26;1.015430;302571
500;5;0.75;6;9;291892;249;4.799195;302272;168;1.128831;302571
500;5;0.75;6;10;290816;298;6.138880;302233;144;1.099424;302571
500;5;0.75;7;1;290596;296;5.966886;301126;181;1.082308;301339
500;5;0.75;7;2;289296;293;6.228423;301042;129;1.114114;301339
500;5;0.75;7;3;289032;296;5.880058;301133;263;1.088097;301339
500;5;0.75;7;4;290907;295;5.916025;301062;19;1.073416;301339
500;5;0.75;7;5;289875;289;6.520238;301124;35;1.088422;301339
500;5;0.75;7;6;289859;288;6.188592;301146;126;1.093370;301339
500;5;0.75;7;7;289585;278;6.567049;301101;11;1.148191;301339
500;5;0.75;7;8;289561;282;6.220708;301067;111;1.106723;301339
500;5;0.75;7;9;290231;265;5.817993;301114;191;1.078728;301339
500;5;0.75;7;10;290117;291;5.918258;301095;95;1.219505;301339
500;10;0.25;5;1;107631;281;6.275140;116034;84;1.421091;116530
500;10;0.25;5;2;107698;289;5.994308;116096;205;1.591028;116530
500;10;0.25;5;3;107278;297;6.026337;116024;27;1.186030;116530
500;10;0.25;5;4;107630;267;5.991337;116203;240;1.356107;116530
500;10;0.25;5;5;107905;283;5.944020;116219;130;1.596995;116530
500;10;0.25;5;6;107788;295;5.830295;115948;35;1.333847;116530
500;10;0.25;5;7;107436;222;5.568079;116247;216;1.432955;116530
500;10;0.25;5;8;107380;295;6.304169;116066;272;1.559696;116530
500;10;0.25;5;9;107386;288;6.123316;116009;281;1.578165;116530
500;10;0.25;5;10;108092;261;6.289055;116057;151;1.588271;116530
500;10;0.25;6;1;110264;280;5.795773;118887;133;1.325637;119504
500;10;0.25;6;2;109171;290;5.516118;118897;152;1.517756;119504
500;10;0.25;6;3;109548;271;5.860058;118821;193;1.517135;119504
500;10;0.25;6;4;109169;284;6.000571;118952;78;1.508934;119504
500;10;0.25;6;5;109492;295;5.815831;118942;40;1.523671;119504
500;10;0.25;6;6;109536;269;5.746744;118945;202;1.539525;119504
500;10;0.25;6;7;110241;285;5.866339;118908;150;1.435381;119504
500;10;0.25;6;8;109722;253;5.707260;118881;79;1.512114;119504
500;10;0.25;6;9;110323;272;6.111038;119089;118;1.429946;119504
500;10;0.25;6;10;110615;249;6.057798;118888;101;1.519123;119504
500;10;0.25;7;1;109911;271;6.292875;118986;55;1.262648;119827
500;10;0.25;7;2;109208;295;6.267997;118950;137;1.382797;119827
500;10;0.25;7;3;109464;259;6.386519;119144;85;1.296578;119827
500;10;0.25;7;4;109942;276;6.154680;118997;197;1.404673;119827
500;10;0.25;7;5;109041;264;6.478542;119109;180;1.309532;119827
500;10;0.25;7;6;109063;296;5.599930;119035;176;1.231735;119827
500;10;0.25;7;7;108188;275;6.955647;119021;98;1.197662;119827
500;10;0.25;7;8;109370;296;5.317126;119007;146;1.281489;119827
500;10;0.25;7;9;109388;291;6.081214;119261;256;1.211898;119827
500;10;0.25;7;10;109893;289;5.952765;119258;243;1.177016;119827
500;10;0.50;5;1;199145;297;6.059638;213453;6;1.483808;213873
500;10;0.50;5;2;201849;281;6.427128;213397;226;1.277328;213873
500;10;0.50;5;3;198228;288;6.024610;213415;85;1.380251;213873
500;10;0.50;5;4;199200;270;5.743343;213476;263;1.336552;213873
500;10;0.50;5;5;200556;277;5.236254;213518;201;1.333430;213873
500;10;0.50;5;6;199933;289;5.986553;213353;213;1.334788;213873
500;10;0.50;5;7;200542;298;5.121678;213543;29;1.315542;213873
500;10;0.50;5;8;199770;296;6.559728;213406;124;1.347307;213873
500;10;0.50;5;9;199109;297;6.907646;213429;64;1.360697;213873
500;10;0.50;5;10;200333;292;6.665098;213457;157;1.441963;213873
500;10;0.50;6;1;200495;287;6.483350;214622;188;0.801043;215086
500;10;0.50;6;2;200495;268;5.299350;214605;205;0.985603;215086
500;10;0.50;6;3;200109;293;6.431024;214523;245;1.077487;215086
500;10;0.50;6;4;200404;294;6.274401;214619;151;0.801995;215086
500;10;0.50;6;5;200516;289;6.376976;214752;247;0.971368;215086
500;10;0.50;6;6;199748;287;5.783797;214647;197;1.022606;215086
500;10;0.50;6;7;201615;281;5.641779;214502;217;1.063143;215086
500;10;0.50;6;8;199147;292;5.849296;214619;242;1.130051;215086
500;10;0.50;6;9;199270;293;5.926811;214482;284;1.062287;215086
500;10;0.50;6;10;200326;293;5.624934;214720;197;1.058370;215086
500;10;0.50;7;1;201391;286;6.322728;217465;89;1.541562;217940
500;10;0.50;7;2;202943;283;6.305996;217402;283;1.502729;217940
500;10;0.50;7;3;203002;288;6.274758;217406;231;1.448911;217940
500;10;0.50;7;4;202932;298;5.436496;217457;293;1.476280;217940
500;10;0.50;7;5;202513;247;5.303139;217416;283;1.477162;217940
500;10;0.50;7;6;201523;288;6.554916;217543;277;1.300273;217940
500;10;0.50;7;7;203353;297;6.486407;217514;123;1.513574;217940
500;10;0.50;7;8;202989;298;6.316934;217524;22;1.269562;217940
500;10;0.50;7;9;201507;269;6.259210;217533;278;1.543888;217940
500;10;0.50;7;10;202505;292;6.837458;217499;193;1.597045;217940
500;10;0.75;5;1;292344;274;6.882790;304021;84;1.173401;304374
500;10;0.75;5;2;292433;294;7.007955;303874;226;1.299347;304374
500;10;0.75;5;3;293418;291;6.174466;303918;178;1.191705;304374
500;10;0.75;5;4;292359;290;6.404578;303930;198;1.156071;304374
500;10;0.75;5;5;291859;271;6.451479;303795;269;1.330353;304374
500;10;0.75;5;6;292349;272;6.075545;303853;295;1.158947;304374
500;10;0.75;5;7;291741;285;6.603802;303855;53;1.199405;304374
500;10;0.75;5;8;292331;270;6.651082;303794;294;1.143302;304374
500;10;0.75;5;9;291927;271;6.614334;303836;209;1.150496;304374
500;10;0.75;5;10;292136;287;5.988952;303923;202;1.258606;304374
500;10;0.75;6;1;290017;189;6.034376;301273;140;1.340199;301836
500;10;0.75;6;2;289784;274;5.982933;301322;260;1.368919;301836
500;10;0.75;6;3;290718;273;5.807071;301322;296;1.354325;301836
500;10;0.75;6;4;291188;291;5.869242;301283;157;1.318531;301836
500;10;0.75;6;5;291350;229;5.781349;301271;24;1.304974;301836
500;10;0.75;6;6;290550;278;5.909682;301355;169;1.124801;301836
500;10;0.75;6;7;290430;295;5.789064;301321;220;1.453002;301836
500;10;0.75;6;8;290664;259;6.091273;301400;54;1.156918;301836
500;10;0.75;6;9;290711;267;6.246421;301256;89;1.530711;301836
500;10;0.75;6;10;291444;289;5.978396;301271;188;1.419450;301836
500;10;0.75;7;1;293289;298;6.110499;304466;277;1.369369;304952
500;10;0.75;7;2;293342;285;5.567221;304510;140;1.381718;304952
500;10;0.75;7;3;293870;286;5.711363;304505;273;1.398194;304952
500;10;0.75;7;4;292911;284;5.898795;304404;100;1.384321;304952
500;10;0.75;7;5;292823;279;5.769566;304586;298;1.386194;304952
500;10;0.75;7;6;293503;296;5.793207;304481;257;1.411426;304952
500;10;0.75;7;7;293841;286;5.740914;304546;112;1.367028;304952
500;10;0.75;7;8;293806;293;5.862722;304611;18;1.367308;304952
500;10;0.75;7;9;293637;288;5.707538;304430;58;1.375524;304952
500;10;0.75;7;10;292120;261;6.044452;304573;130;1.232021;304952
500;30;0.25;5;1;108364;283;6.607216;115176;40;2.515596;116525
500;30;0.25;5;2;107334;244;6.458908;115196;45;2.739827;116525
500;30;0.25;5;3;107119;276;7.148022;115241;164;2.527707;116525
500;30;0.25;5;4;106431;298;6.623367;115202;180;2.542323;116525
500;30;0.25;5;5;107840;248;7.647392;115265;276;2.474200;116525
500;30;0.25;5;6;107985;290;7.258684;114997;209;2.211147;116525
500;30;0.25;5;7;108251;290;6.123271;115092;189;2.488086;116525
500;30;0.25;5;8;108025;293;7.459727;115054;274;2.481776;116525
500;30;0.25;5;9;107399;297;6.519315;115084;44;2.466194;116525
500;30;0.25;5;10;108249;294;6.667277;115036;254;2.592459;116525
500;30;0.25;6;1;104862;258;6.947094;114677;296;1.921796;115741
500;30;0.25;6;2;105278;284;7.448207;113875;86;1.863559;115741
500;30;0.25;6;3;105814;263;7.536679;114122;296;2.149229;115741
500;30;0.25;6;4;105055;244;6.703068;114294;231;2.173174;115741
500;30;0.25;6;5;104769;290;7.734714;114115;294;1.947017;115741
500;30;0.25;6;6;104754;298;6.467744;114040;260;2.060669;115741
500;30;0.25;6;7;104696;296;6.482404;113904;141;1.893096;115741
500;30;0.25;6;8;104756;278;7.714736;114019;21;2.219672;115741
500;30;0.25;6;9;104629;295;6.963307;114100;291;2.233262;115741
500;30;0.25;6;10;104953;219;7.849409;114261;169;2.041068;115741
500;30;0.25;7;1;104060;279;6.290293;112632;119;2.273963;114181
500;30;0.25;7;2;103732;277;6.300235;112905;104;2.094590;114181
500;30;0.25;7;3;103905;275;7.507680;112824;95;2.050207;114181
500;30;0.25;7;4;103322;260;7.742949;112834;119;2.211773;114181
500;30;0.25;7;5;104071;253;7.429723;112842;131;1.624821;114181
500;30;0.25;7;6;104578;255;7.032484;112855;299;1.586684;114181
500;30;0.25;7;7;101310;266;7.476264;112647;260;2.326427;114181
500;30;0.25;7;8;104287;269;7.073458;112924;269;2.001453;114181
500;30;0.25;7;9;103640;288;8.297026;112711;91;2.301046;114181
500;30;0.25;7;10;104710;291;7.442732;112709;225;1.949962;114181
500;30;0.50;5;1;199826;282;6.952399;214737;261;1.653521;215689
500;30;0.50;5;2;200521;299;7.190113;214967;249;1.553883;215689
500;30;0.50;5;3;199497;251;7.390703;214849;229;1.391278;215689
500;30;0.50;5;4;198938;294;6.807469;214481;172;1.768773;215689
500;30;0.50;5;5;199919;259;6.440103;214825;294;1.589943;215689
500;30;0.50;5;6;200638;288;7.189223;215101;275;1.809890;215689
500;30;0.50;5;7;199824;275;6.764924;214721;256;1.553890;215689
500;30;0.50;5;8;199862;283;6.570604;214855;291;1.723771;215689
500;30;0.50;5;9;199948;291;7.468772;214581;297;1.849844;215689
500;30;0.50;5;10;201038;288;6.219923;214550;286;1.492462;215689
500;30;0.50;6;1;199559;254;7.091298;214646;171;2.413864;215919
500;30;0.50;6;2;199935;289;6.818830;214639;73;2.010039;215919
500;30;0.50;6;3;199615;298;7.622961;214623;60;2.182819;215919
500;30;0.50;6;4;199081;281;7.278175;214512;266;2.416032;215919
500;30;0.50;6;5;200005;253;7.648567;214640;246;2.067040;215919
500;30;0.50;6;6;199419;284;7.516655;214635;46;2.083255;215919
500;30;0.50;6;7;199997;287;7.037563;214771;150;2.156983;215919
500;30;0.50;6;8;199443;295;5.224965;214745;74;2.207348;215919
500;30;0.50;6;9;199414;246;7.498981;214592;153;2.156316;215919
500;30;0.50;6;10;199608;266;6.685520;214744;203;2.232817;215919
500;30;0.50;7;1;200755;282;6.859965;214810;170;2.079510;215907
500;30;0.50;7;2;199536;288;6.462739;214457;238;2.142939;215907
500;30;0.50;7;3;200557;294;6.985322;214696;244;2.049242;215907
500;30;0.50;7;4;200819;294;6.093504;214417;127;2.085103;215907
500;30;0.50;7;5;200413;284;6.081127;214487;257;2.214634;215907
500;30;0.50;7;6;199980;272;6.897409;214454;261;2.147131;215907
500;30;0.50;7;7;200859;263;6.947188;214557;16;2.231411;215907
500;30;0.50;7;8;200152;289;6.803556;214271;45;2.255015;215907
500;30;0.50;7;9;199939;297;6.982403;214683;268;2.126267;215907
500;30;0.50;7;10;200450;286;7.557579;214562;200;2.137631;215907
500;30;0.75;5;1;292138;296;7.289373;303445;178;2.027933;304462
500;30;0.75;5;2;294367;254;6.086022;303263;240;1.856792;304462
500;30;0.75;5;3;292409;254;7.442550;303474;185;2.236245;304462
500;30;0.75;5;4;292497;269;6.694465;303292;116;2.490476;304462
500;30;0.75;5;5;291971;294;7.302771;303423;119;2.501727;304462
500;30;0.75;5;6;292392;277;6.735893;303291;261;1.867484;304462
500;30;0.75;5;7;293498;271;6.817298;303505;143;2.188372;304462
500;30;0.75;5;8;293582;294;7.006898;303434;73;2.549502;304462
500;30;0.75;5;9;291817;277;7.099215;303277;158;2.133297;304462
500;30;0.75;5;10;291206;266;7.248929;303399;98;2.105512;304462
500;30;0.75;6;1;284799;295;6.634521;295785;281;2.581142;297012
500;30;0.75;6;2;284807;298;7.866564;295812;271;2.485953;297012
500;30;0.75;6;3;284847;264;7.070057;295870;75;2.240324;297012
500;30;0.75;6;4;285020;289;7.409371;295864;246;2.509769;297012
500;30;0.75;6;5;284933;264;6.974599;295992;188;2.259530;297012
500;30;0.75;6;6;285963;233;6.620694;296021;289;2.478593;297012
500;30;0.75;6;7;285566;247;6.862365;295911;28;2.431219;297012
500;30;0.75;6;8;284812;279;7.208593;296095;265;2.267866;297012
500;30;0.75;6;9;285306;299;7.078895;295861;53;2.247430;297012
500;30;0.75;6;10;285471;276;6.608688;295961;18;2.563250;297012
500;30;0.75;7;1;291406;295;6.654134;302537;105;2.061948;303364
500;30;0.75;7;2;291730;290;6.391343;302489;225;1.673068;303364
500;30;0.75;7;3;291653;246;6.554582;302696;222;1.605264;303364
500;30;0.75;7;4;291168;281;6.479303;302651;232;1.747631;303364
500;30;0.75;7;5;291416;287;5.463094;302492;277;1.751882;303364
500;30;0.75;7;6;291222;264;6.506720;302433;229;1.700792;303364
500;30;0.75;7;7;291209;298;7.390809;302549;130;1.656799;303364
500;30;0.75;7;8;291238;288;6.976379;302788;271;1.555985;303364
500;30;0.75;7;9;292050;263;7.075105;302336;261;1.797223;303364
500;30;0.75;7;10;291147;286;7.562360;302615;281;1.651275;303364
100;5;0.25;8;1;22684;255;1.665065;23291;0;0.194440;23410
100;5;0.25;8;2;22530;299;1.476337;23291;0;0.192809;23410
100;5;0.25;8;3;22608;297;1.478144;23291;0;0.164215;23410
100;5;0.25;8;4;22397;237;1.456904;23291;1;0.191578;23410
100;5;0.25;8;5;22713;201;1.551185;23291;0;0.164732;23410
100;5;0.25;8;6;22572;211;1.304554;23291;0;0.180255;23410
100;5;0.25;8;7;22437;265;1.462429;23291;0;0.170816;23410
100;5;0.25;8;8;22493;286;1.428629;23291;0;0.159672;23410
100;5;0.25;8;9;22831;292;1.544651;23291;0;0.151260;23410
100;5;0.25;8;10;22772;214;1.210152;23291;0;0.159691;23410
100;5;0.25;9;1;23021;259;1.629467;24204;2;0.218866;24216
100;5;0.25;9;2;23543;243;1.294152;24204;17;0.178862;24216
100;5;0.25;9;3;23255;280;1.594749;24204;17;0.240334;24216
100;5;0.25;9;4;23370;180;1.333283;24204;0;0.214088;24216
100;5;0.25;9;5;23330;282;1.558539;24204;0;0.222927;24216
100;5;0.25;9;6;23202;281;1.502455;24204;5;0.231802;24216
100;5;0.25;9;7;23324;228;1.480771;24204;6;0.209010;24216
100;5;0.25;9;8;23342;226;1.400823;24204;0;0.189504;24216
100;5;0.25;9;9;23009;218;1.421159;24204;0;0.194420;24216
100;5;0.25;9;10;23471;290;1.561170;24204;4;0.204195;24216
100;5;0.25;10;1;23659;292;1.151041;24366;0;0.179804;24411
100;5;0.25;10;2;23558;211;1.055509;24366;0;0.211639;24411
100;5;0.25;10;3;23952;185;1.183366;24366;0;0.159007;24411
100;5;0.25;10;4;23551;176;0.826952;24366;3;0.177347;24411
100;5;0.25;10;5;23756;249;1.185172;24366;0;0.172949;24411
100;5;0.25;10;6;23777;208;1.024996;24366;2;0.215977;24411
100;5;0.25;10;7;23736;149;1.126851;24366;1;0.219583;24411
100;5;0.25;10;8;23457;140;1.260822;24366;0;0.201853;24411
100;5;0.25;10;9;23969;191;1.239282;24366;3;0.185395;24411
100;5;0.25;10;10;23884;177;1.094133;24366;0;0.177673;24411
100;5;0.50;8;1;44029;207;1.186123;44828;3;0.183086;45020
100;5;0.50;8;2;44364;169;1.145497;44828;2;0.190590;45020
100;5;0.50;8;3;44364;240;1.402945;44828;0;0.195992;45020
100;5;0.50;8;4;44126;230;1.283422;44828;1;0.185766;45020
100;5;0.50;8;5;44113;257;1.332210;44828;0;0.199224;45020
100;5;0.50;8;6;43990;176;1.303551;44828;0;0.207226;45020
100;5;0.50;8;7;44365;241;1.255932;44828;0;0.194168;45020
100;5;0.50;8;8;43811;283;1.316971;44828;1;0.180482;45020
100;5;0.50;8;9;44190;264;1.475237;44828;2;0.238510;45020
100;5;0.50;8;10;44223;244;1.391635;44828;4;0.181673;45020
100;5;0.50;9;1;42099;286;1.401902;43441;1;0.163223;43441
100;5;0.50;9;2;41750;235;1.337223;43441;6;0.185600;43441
100;5;0.50;9;3;42688;285;1.370259;43441;0;0.206593;43441
100;5;0.50;9;4;42026;273;1.317144;43441;0;0.218315;43441
100;5;0.50;9;5;41910;282;1.453512;43441;0;0.171507;43441
100;5;0.50;9;6;42000;223;1.316269;43441;1;0.174154;43441
100;5;0.50;9;7;41638;169;1.588604;43441;0;0.172201;43441
100;5;0.50;9;8;42255;271;1.416897;43441;3;0.193082;43441
100;5;0.50;9;9;41655;229;1.454163;43441;2;0.172605;43441
100;5;0.50;9;10;41740;176;1.398504;43441;1;0.206975;43441
100;5;0.50;10;1;43010;268;1.335280;44511;0;0.190615;44554
100;5;0.50;10;2;43820;254;1.403179;44511;1;0.153622;44554
100;5;0.50;10;3;44088;274;1.292010;44511;2;0.188804;44554
100;5;0.50;10;4;43642;260;1.181377;44511;0;0.152583;44554
100;5;0.50;10;5;43909;282;1.335662;44511;0;0.150327;44554
100;5;0.50;10;6;43303;262;1.225794;44511;4;0.153552;44554
100;5;0.50;10;7;43712;278;1.277808;44511;0;0.186114;44554
100;5;0.50;10;8;43417;292;1.333786;44511;0;0.186176;44554
100;5;0.50;10;9;43132;276;1.280620;44511;3;0.200801;44554
100;5;0.50;10;10;42971;284;1.556180;44511;2;0.189463;44554
100;5;0.75;8;1;60241;186;1.002372;61520;0;0.159922;61520
100;5;0.75;8;2;60343;209;1.340769;61520;0;0.173896;61520
100;5;0.75;8;3;60866;249;1.391399;61520;0;0.173813;61520
100;5;0.75;8;4;60844;293;1.539912;61520;0;0.135194;61520
100;5;0.75;8;5;60962;254;1.316443;61520;0;0.162784;61520
100;5;0.75;8;6;60498;237;1.466900;61520;0;0.204881;61520
100;5;0.75;8;7;60617;253;1.039131;61520;3;0.200960;61520
100;5;0.75;8;8;60316;285;1.505764;61520;0;0.201698;61520
100;5;0.75;8;9;60220;189;1.142793;61520;0;0.139049;61520
100;5;0.75;8;10;60471;249;1.062778;61520;2;0.174311;61520
100;5;0.75;9;1;58579;286;1.531282;59408;1;0.158059;59453
100;5;0.75;9;2;58708;290;1.430236;59408;0;0.158240;59453
100;5;0.75;9;3;58838;297;1.485501;59408;2;0.160971;59453
100;5;0.75;9;4;59007;284;1.479119;59408;0;0.154515;59453
100;5;0.75;9;5;58877;245;1.465021;59408;0;0.149508;59453
100;5;0.75;9;6;58757;284;1.503598;59408;1;0.161646;59453
100;5;0.75;9;7;58899;271;1.316599;59408;0;0.167008;59453
100;5;0.75;9;8;58735;244;1.369788;59408;5;0.131631;59453
100;5;0.75;9;9;58746;295;1.405021;59408;0;0.112631;59453
100;5;0.75;9;10;58686;141;1.227504;59408;3;0.181345;59453
100;5;0.75;10;1;59144;281;1.526193;59926;0;0.155379;59965
100;5;0.75;10;2;59572;200;1.318200;59926;0;0.157809;59965
100;5;0.75;10;3;59269;251;1.526768;59926;0;0.151987;59965
100;5;0.75;10;4;59558;208;1.307513;59926;0;0.166316;59965
100;5;0.75;10;5;59553;258;1.501132;59926;0;0.152720;59965
100;5;0.75;10;6;59558;286;1.510165;59926;0;0.188267;59965
100;5;0.75;10;7;58741;159;1.512264;59926;0;0.188569;59965
100;5;0.75;10;8;59422;224;1.447036;59926;0;0.191749;59965
100;5;0.75;10;9;59234;169;1.181167;59926;0;0.151164;59965
100;5;0.75;10;10;59024;259;1.483946;59926;0;0.188079;59965
100;10;0.25;8;1;21700;199;1.533705;22542;4;0.164626;22635
100;10;0.25;8;2;21669;224;1.240233;22542;11;0.204815;22635
100;10;0.25;8;3;21620;132;1.268067;22542;7;0.225907;22635
100;10;0.25;8;4;21614;280;1.609421;22542;0;0.251215;22635
100;10;0.25;8;5;21490;243;1.131054;22542;47;0.281867;22635
100;10;0.25;8;6;21792;236;1.322084;22542;9;0.227964;22635
100;10;0.25;8;7;21706;203;1.470854;22542;2;0.219330;22635
