6;0.00267361111111111
8;0.00305555555555556
10;0.00447916666666667
12;0.00572916666666667
14;0.00791666666666666
16;0.0095486111111111
18;0.0123958333333333
20;0.0146180555555555
22;0.0174305555555555
24;0.0197569444444444
26;0.0224305555555555
28;0.0247916666666666
30;0.0269791666666666
32;0.0310763888888888
34;0.0321527777777777
36;0.0326339285714285
38;0.0329268292682927
100;0.0957916666666666
150;0.160541666666667
200;0.316166666666667
250;0.543
300;0.959708333333333
350;1.25983333333333
400;2.276625
