nitems;find;prove;profit;split;first;last;ns;sol
int;int;int;int;int;int;int;int;string
27;487917;487917;9433;18;6;20;16;111110111111111100010000000
27;15174;15174;8431;17;10;16;14;111111111001111100000000000
27;2;2;9861;18;17;19;17;111111111111111100100000000
27;30;30;12942;20;17;19;18;111111111111111101100000000
27;696695;696695;10585;18;3;17;16;110111111111111110000000000
27;0;0;12109;22;21;20;20;111111111111111111110000000
27;0;0;12114;19;18;17;17;111111111111111110000000000
27;50;50;11550;20;17;19;18;111111111111111101100000000
27;0;0;10048;19;18;17;17;111111111111111110000000000
27;0;0;10046;19;18;17;17;111111111111111110000000000
27;6;6;10987;19;18;24;18;111111111111111110000001000
27;129;129;10499;18;14;17;16;111111111111101110000000000
27;912;912;11009;17;12;16;15;111111111110111100000000000
27;0;0;11672;20;19;18;18;111111111111111111000000000
27;3671;3671;9080;17;11;16;15;111111111101111100000000000
27;9;9;10418;19;18;27;18;111111111111111110000000001
27;495;495;10166;18;13;17;16;111111111111011110000000000
27;1;1;13358;21;20;21;20;111111111111111111101000000
27;0;0;9864;20;19;18;18;111111111111111111000000000
27;2656;2656;12644;19;13;18;17;111111111111011111000000000
27;19;19;9818;18;17;19;17;111111111111111100100000000
27;17;17;11305;18;16;17;16;111111111111111010000000000
27;9;9;10348;19;18;27;18;111111111111111110000000001
27;2;2;11320;19;18;20;18;111111111111111110010000000
27;13;13;10961;19;17;21;18;111111111111111101001000000
27;7;7;13386;19;18;25;18;111111111111111110000000100
27;680;680;11741;17;13;16;15;111111111111011100000000000
27;0;0;10680;20;19;18;18;111111111111111111000000000
27;0;0;12263;20;19;18;18;111111111111111111000000000
27;20;20;10491;20;18;22;19;111111111111111110100100000
27;1;1;9438;19;18;19;18;111111111111111110100000000
27;7;7;9526;17;16;23;16;111111111111111000000010000
27;526;526;10641;18;14;18;16;111111111111101101000000000
27;1;1;10064;18;17;18;17;111111111111111101000000000
27;4;4;12232;18;17;21;17;111111111111111100001000000
27;10860;10860;10156;18;10;17;16;111111111011111110000000000
27;0;0;12853;19;18;17;17;111111111111111110000000000
27;13;13;10975;18;16;17;16;111111111111111010000000000
27;0;0;9310;18;17;16;16;111111111111111100000000000
27;15;15;12553;18;16;19;17;111111111111111001100000000
27;22;22;10283;18;16;18;16;111111111111111001000000000
27;0;0;12281;19;18;17;17;111111111111111110000000000
27;0;0;12093;19;18;17;17;111111111111111110000000000
27;52;52;11047;16;14;17;15;111111111111101010000000000
27;7;7;8131;16;15;23;16;111111111111110000010010000
27;18;18;11951;19;18;21;18;111111111111111110001000000
27;21;21;11612;18;16;19;17;111111111111111010100000000
27;1066;1066;9356;17;12;17;14;111111111110011010000000000
27;166539;166539;9428;16;6;15;14;111110111111111000000000000
27;53370;53370;11059;17;7;16;15;111111011111111100000000000
27;0;0;10349;19;18;17;17;111111111111111110000000000
27;333;333;9608;18;15;20;17;111111111111110110010000000
27;1;1;10154;20;19;20;19;111111111111111111010000000
27;0;0;9170;20;19;18;18;111111111111111111000000000
27;1;1;9855;18;17;18;17;111111111111111101000000000
27;216;216;11224;18;15;18;16;111111111111110011000000000
27;216;216;11520;18;15;20;18;111111111111110110110000000
27;2191;2191;8507;18;11;17;16;111111111101111110000000000
27;115;115;10056;18;14;17;15;111111111111100110000000000
27;12;12;10589;19;17;18;17;111111111111111101000000000
27;0;0;9687;18;17;16;16;111111111111111100000000000
27;1404;1404;11875;20;13;19;18;111111111111011111100000000
27;146;146;12438;18;15;21;16;111111111111110100001000000
27;776;776;10764;19;13;19;17;111111111111011101100000000
27;1578;1578;8673;19;12;18;16;111111111110111101000000000
27;28008;28008;8969;17;9;17;15;111111110111111010000000000
27;49;49;10995;18;15;17;16;111111111111110110000000000
27;70667;70667;9668;18;8;18;16;111111101111111011000000000
27;9;9;9354;15;14;23;14;111111111111100000000010000
27;133;133;8504;17;14;21;16;111111111111101010001000000
27;1;1;9664;16;15;16;15;111111111111110100000000000
27;870;870;10926;18;13;18;16;111111111111011101000000000
27;54;54;11538;18;15;18;16;111111111111110101000000000
27;2;2;9177;17;16;18;16;111111111111111001000000000
27;0;0;10348;18;17;16;16;111111111111111100000000000
27;4259;4259;9905;18;10;17;15;111111111011101110000000000
27;4;4;11530;18;17;21;17;111111111111111100001000000
27;0;0;10997;19;18;17;17;111111111111111110000000000
27;6;6;10523;18;17;23;17;111111111111111100000010000
27;0;0;10510;20;19;18;18;111111111111111111000000000
27;13;13;9248;17;15;17;16;111111111111110110000000000
27;305;305;10012;18;14;17;16;111111111111101110000000000
27;1;1;9214;18;17;18;17;111111111111111101000000000
27;11;11;11027;19;17;18;17;111111111111111101000000000
27;0;0;9221;18;17;16;16;111111111111111100000000000
27;0;0;11812;19;18;17;17;111111111111111110000000000
27;156;156;11519;18;15;20;17;111111111111110101010000000
27;440;440;10399;18;14;17;16;111111111111101110000000000
27;122;122;12317;19;16;19;17;111111111111111001100000000
27;51;51;9321;20;17;20;18;111111111111111101010000000
27;2;2;10197;16;15;18;16;111111111111110011000000000
27;16;16;9223;18;17;20;17;111111111111111100010000000
27;57;57;9298;18;15;17;16;111111111111110110000000000
27;533;533;11041;17;12;16;15;111111111110111100000000000
27;54;54;12129;20;17;20;18;111111111111111101010000000
27;2;2;9923;18;17;19;17;111111111111111100100000000
27;7;7;9916;16;15;22;15;111111111111110000000100000
27;1;1;11497;19;18;19;18;111111111111111110100000000
27;13;13;11766;17;15;16;15;111111111111110100000000000
27;2708;2708;10659;18;12;18;16;111111111110111101000000000
27;167;167;10521;18;15;17;16;111111111111110110000000000
27;0;0;10873;19;18;17;17;111111111111111110000000000
27;2542;2542;11859;19;12;27;17;111111111110111011000000001
27;2669;2669;10001;18;10;17;16;111111111011111110000000000
27;0;0;9480;18;17;16;16;111111111111111100000000000
27;203;203;11115;20;16;19;18;111111111111111011100000000
27;3;3;10861;17;16;19;16;111111111111111000100000000
27;36;36;9756;18;16;19;17;111111111111111010100000000
27;0;0;10500;18;17;16;16;111111111111111100000000000
27;1;1;10137;19;18;19;18;111111111111111110100000000
27;126265;126265;11913;19;7;18;17;111111011111111111000000000
27;178;178;10245;16;13;15;14;111111111111011000000000000
27;547;547;10521;20;14;19;17;111111111111101110100000000
27;4;4;10248;18;17;21;17;111111111111111100001000000
27;1645;1645;9198;18;12;17;16;111111111110111110000000000
27;26;26;12256;20;17;19;18;111111111111111101100000000
27;3442;3442;10169;20;12;19;17;111111111110111101100000000
27;0;0;11750;20;19;18;18;111111111111111111000000000
27;0;0;8260;16;15;14;14;111111111111110000000000000
27;132;132;12424;20;16;19;18;111111111111111011100000000
27;0;0;9182;18;17;16;16;111111111111111100000000000
27;1168;1168;9669;19;13;18;17;111111111111011111000000000
27;14;14;11534;19;17;18;17;111111111111111101000000000
27;12;12;12177;18;16;17;16;111111111111111010000000000
27;2;2;9390;18;17;19;17;111111111111111100100000000
27;4970;4970;12598;18;11;22;17;111111111101111110000100000
27;1184;1184;10748;19;13;18;16;111111111111010111000000000
27;8;8;11351;22;20;21;20;111111111111111111101000000
27;42;42;11059;18;16;18;16;111111111111111001000000000
27;13;13;11476;17;15;16;15;111111111111110100000000000
27;1347;1347;12125;18;12;18;16;111111111110111101000000000
27;76;76;12769;18;15;18;17;111111111111110111000000000
27;11;11;11039;16;15;27;16;111111111111110010000000001
27;0;0;11163;21;20;19;19;111111111111111111100000000
27;193;193;11363;19;15;18;17;111111111111110111000000000
27;129;129;9299;18;15;19;16;111111111111110100100000000
27;2;2;9963;17;16;18;16;111111111111111001000000000
27;22;22;10443;17;15;25;17;111111111111110110000000100
27;217;217;11031;20;15;19;18;111111111111110111100000000
27;0;0;11656;17;16;15;15;111111111111111000000000000
27;0;0;10149;19;18;17;17;111111111111111110000000000
27;0;0;11614;19;18;17;17;111111111111111110000000000
27;2;2;10388;18;17;19;17;111111111111111100100000000
27;0;0;11016;20;19;18;18;111111111111111111000000000
27;2;2;8354;17;16;18;16;111111111111111001000000000
27;1260;1260;9781;19;13;18;16;111111111111011101000000000
27;23278;23278;9024;18;9;20;16;111111110111111100010000000
27;0;0;10066;18;17;16;16;111111111111111100000000000
27;375;375;10264;18;14;17;16;111111111111101110000000000
27;14;14;9136;18;16;19;16;111111111111111000100000000
27;2488;2488;9508;18;11;26;17;111111111101111110000000010
27;77;77;10315;18;15;17;16;111111111111110110000000000
27;1;1;10767;18;17;18;17;111111111111111101000000000
27;26;26;11283;18;16;17;16;111111111111111010000000000
27;19;19;10990;20;18;21;19;111111111111111110011000000
27;0;0;11273;21;20;19;19;111111111111111111100000000
27;12;12;11158;18;17;19;17;111111111111111100100000000
27;33;33;12657;19;17;26;18;111111111111111101000000010
27;183;183;10665;16;13;16;15;111111111111011100000000000
27;5;5;12676;20;19;24;19;111111111111111111000001000
27;1;1;11320;19;18;19;18;111111111111111110100000000
27;24580;24580;9828;18;9;18;16;111111110111111101000000000
27;6;6;10521;17;16;22;16;111111111111111000000100000
27;0;0;12097;19;18;17;17;111111111111111110000000000
27;2;2;10455;19;18;20;18;111111111111111110010000000
27;12;12;10159;19;17;18;17;111111111111111101000000000
27;18;18;11260;16;14;16;15;111111111111101100000000000
27;0;0;10616;20;19;18;18;111111111111111111000000000
27;0;0;9066;18;17;16;16;111111111111111100000000000
27;4;4;10837;17;16;20;16;111111111111111000010000000
27;11;11;11207;20;18;20;18;111111111111111110010000000
27;35;35;9284;16;14;17;15;111111111111101010000000000
27;0;0;10996;19;18;17;17;111111111111111110000000000
27;9;9;11576;18;17;27;18;111111111111111101000000001
27;2;2;11577;20;19;21;19;111111111111111111001000000
27;30;30;9215;18;16;20;17;111111111111111010010000000
27;28;28;10961;17;15;17;16;111111111111110110000000000
27;562;562;10256;17;13;18;16;111111111111011101000000000
27;27;27;10186;19;17;18;17;111111111111111101000000000
27;14;14;10913;18;16;19;16;111111111111111000100000000
27;0;0;10183;19;18;17;17;111111111111111110000000000
27;12;12;9473;17;16;19;16;111111111111111000100000000
27;0;0;10517;18;17;16;16;111111111111111100000000000
27;0;0;10223;16;15;14;14;111111111111110000000000000
27;484;484;10884;19;14;20;17;111111111111101110010000000
27;64;64;8563;19;16;18;17;111111111111111011000000000
27;0;0;11971;19;18;17;17;111111111111111110000000000
27;0;0;11431;17;16;15;15;111111111111111000000000000
27;2956;2956;10874;19;11;18;17;111111111101111111000000000
27;19;19;9896;17;16;21;16;111111111111111000001000000
27;24;24;13389;20;17;19;18;111111111111111101100000000
27;12;12;8974;18;16;17;16;111111111111111010000000000
27;2;2;12844;19;18;20;18;111111111111111110010000000
27;15;15;9755;17;16;21;16;111111111111111000001000000
27;1;1;10180;18;17;18;17;111111111111111101000000000
27;26;26;9491;19;17;21;18;111111111111111100101000000
27;159;159;11310;17;14;21;16;111111111111101100001000000
27;177;177;10556;17;14;17;16;111111111111101110000000000
27;0;0;10245;19;18;17;17;111111111111111110000000000
27;2276;2276;10536;17;11;16;15;111111111101111100000000000
27;90;90;10675;18;15;23;17;111111111111110110000010000
27;112;112;11114;18;15;18;17;111111111111110111000000000
27;0;0;10546;19;18;17;17;111111111111111110000000000
27;0;0;13289;21;20;19;19;111111111111111111100000000
27;422;422;10908;20;15;22;19;111111111111110111100100000
27;70;70;12117;18;15;17;16;111111111111110110000000000
27;236;236;10164;19;15;19;17;111111111111110110100000000
27;59;59;9716;19;16;19;17;111111111111111010100000000
27;30;30;11461;19;17;20;17;111111111111111100010000000
27;1;1;10839;20;19;20;19;111111111111111111010000000
27;0;0;10643;18;17;16;16;111111111111111100000000000
27;166;166;9706;19;15;18;17;111111111111110111000000000
27;156;156;10228;16;13;17;15;111111111111010110000000000
27;58;58;10936;17;15;21;16;111111111111110100001000000
27;13;13;9474;17;16;20;16;111111111111111000010000000
27;1774;1774;10347;20;12;21;18;111111111110111111001000000
27;1;1;11546;19;18;19;18;111111111111111110100000000
27;9;9;11460;18;17;26;17;111111111111111100000000010
27;1;1;9372;18;17;18;17;111111111111111101000000000
27;6;6;11571;18;17;23;17;111111111111111100000010000
27;23;23;11853;17;16;19;16;111111111111111000100000000
27;0;0;10164;20;19;18;18;111111111111111111000000000
27;17;17;9902;17;15;20;16;111111111111110100010000000
27;42;42;9912;19;16;21;18;111111111111111011001000000
27;14;14;10895;17;16;20;16;111111111111111000010000000
27;54;54;10245;18;15;19;17;111111111111110110100000000
27;0;0;12482;18;17;16;16;111111111111111100000000000
27;3;3;11271;17;16;19;16;111111111111111000100000000
27;14;14;11532;17;15;17;15;111111111111110010000000000
27;49;49;10908;18;16;18;16;111111111111111001000000000
27;77830;77830;11855;18;6;17;16;111110111111111110000000000
27;13;13;11319;18;16;18;16;111111111111111001000000000
27;4;4;11276;19;18;23;19;111111111111111110000110000
27;91;91;9400;17;15;19;15;111111111111110000100000000
27;771;771;9451;16;12;18;15;111111111110111001000000000
27;7;7;8753;18;17;24;17;111111111111111100000001000
27;6;6;11162;19;18;24;18;111111111111111110000001000
27;2;2;9960;18;17;19;17;111111111111111100100000000
27;0;0;12262;20;19;18;18;111111111111111111000000000
27;58275;58275;12417;19;8;19;17;111111101111111110100000000
27;6;6;9003;16;15;22;16;111111111111110100000100000
27;77;77;10649;19;16;18;17;111111111111111011000000000
27;83;83;10961;18;15;17;16;111111111111110110000000000
27;0;0;10578;18;17;16;16;111111111111111100000000000
27;3;3;8888;18;17;20;17;111111111111111100010000000
27;12;12;11161;18;16;17;16;111111111111111010000000000
27;0;0;10110;19;18;17;17;111111111111111110000000000
27;1553;1553;9675;17;12;17;15;111111111110110110000000000
27;1;1;10294;18;17;18;17;111111111111111101000000000
27;5705;5705;9568;18;11;19;16;111111111101111001100000000
27;0;0;9786;18;17;16;16;111111111111111100000000000
27;2586;2586;11134;17;11;16;15;111111111101111100000000000
27;0;0;10182;19;18;17;17;111111111111111110000000000
27;462;462;10923;18;14;19;17;111111111111101110100000000
27;909;909;10753;20;14;19;17;111111111111101110100000000
27;0;0;11347;18;17;16;16;111111111111111100000000000
27;19;19;8946;18;16;18;16;111111111111111001000000000
27;0;0;9946;17;16;15;15;111111111111111000000000000
27;0;0;11269;19;18;17;17;111111111111111110000000000
27;74;74;11684;19;16;20;17;111111111111111000110000000
27;0;0;8769;19;18;17;17;111111111111111110000000000
27;13;13;11511;18;16;18;17;111111111111111011000000000
27;8;8;10132;18;17;26;18;111111111111111100000010010
27;1;1;8899;16;15;16;15;111111111111110100000000000
27;13000;13000;9819;19;8;18;17;111111101111111111000000000
27;10;10;12739;19;18;20;18;111111111111111110010000000
27;0;0;9862;17;16;15;15;111111111111111000000000000
27;2;2;11173;19;18;21;19;111111111111111110101000000
27;0;0;10524;19;18;17;17;111111111111111110000000000
27;38;38;10716;20;17;19;17;111111111111111100100000000
27;7;7;12076;18;17;24;17;111111111111111100000001000
27;281;281;10740;18;14;19;16;111111111111101100100000000
27;0;0;10859;17;16;15;15;111111111111111000000000000
27;23;23;9919;18;16;17;16;111111111111111010000000000
27;3;3;10039;19;18;21;18;111111111111111110001000000
27;62;62;10629;19;16;20;18;111111111111111011010000000
27;116894;116894;10945;19;5;18;17;111101111111111111000000000
27;10;10;10109;20;18;19;18;111111111111111110100000000
27;0;0;11654;19;18;17;17;111111111111111110000000000
27;138;138;9503;19;16;18;17;111111111111111011000000000
27;0;0;10706;18;17;16;16;111111111111111100000000000
27;54;54;8831;18;15;18;16;111111111111110101000000000
27;1;1;11570;18;17;18;17;111111111111111101000000000
27;417;417;9782;19;14;19;17;111111111111101011100000000
27;0;0;11975;20;19;18;18;111111111111111111000000000
27;0;0;11722;20;19;18;18;111111111111111111000000000
27;568;568;10566;19;13;18;17;111111111111011111000000000
27;44;44;8294;18;16;20;17;111111111111111000110000000
27;0;0;11308;19;18;17;17;111111111111111110000000000
27;2;2;13170;17;16;18;16;111111111111111001000000000
27;2;2;9814;17;16;18;16;111111111111111001000000000
27;18;18;10032;19;17;20;17;111111111111111100010000000
27;0;0;9747;18;17;16;16;111111111111111100000000000
27;736;736;10501;16;11;16;15;111111111101111100000000000
27;39;39;12179;19;17;25;18;111111111111111101000000100
27;328252;328252;10411;17;4;16;15;111011111111111100000000000
27;3;3;11222;19;18;21;18;111111111111111110001000000
27;6;6;10922;16;15;21;15;111111111111110000001000000
27;2;2;11994;19;18;20;18;111111111111111110010000000
27;1;1;11538;19;18;19;18;111111111111111110100000000
27;0;0;11440;19;18;17;17;111111111111111110000000000
27;12;12;11980;18;16;17;16;111111111111111010000000000
27;0;0;12634;20;19;18;18;111111111111111111000000000
27;54;54;11162;19;16;19;17;111111111111111010100000000
27;4168;4168;10086;19;12;19;16;111111111110110101100000000
27;2;2;9454;17;16;18;16;111111111111111001000000000
27;29106;29106;10372;19;8;19;17;111111101111111110100000000
27;44;44;10483;17;15;19;16;111111111111110100100000000
27;0;0;11524;19;18;17;17;111111111111111110000000000
27;0;0;10706;19;18;17;17;111111111111111110000000000
27;0;0;11597;20;19;18;18;111111111111111111000000000
27;4;4;12270;18;17;21;17;111111111111111100001000000
27;2;2;12705;18;17;19;17;111111111111111100100000000
27;8;8;9858;18;17;26;18;111111111111111100010000010
27;167;167;12082;19;15;19;17;111111111111110101100000000
27;15;15;12667;19;17;18;17;111111111111111101000000000
27;51;51;9161;19;16;20;16;111111111111111000010000000
27;3;3;11685;19;18;21;18;111111111111111110001000000
27;0;0;11834;21;20;19;19;111111111111111111100000000
27;15;15;10352;18;16;17;16;111111111111111010000000000
27;28;28;10328;15;14;20;15;111111111111100100010000000
27;0;0;10491;20;19;18;18;111111111111111111000000000
27;13853;13853;11063;19;9;18;17;111111110111111111000000000
27;3;3;11966;18;17;20;17;111111111111111100010000000
27;0;0;11669;19;18;17;17;111111111111111110000000000
27;1;1;10422;19;18;19;18;111111111111111110100000000
27;1;1;11101;17;16;18;17;111111111111111011000000000
27;5;5;9814;18;17;22;17;111111111111111100000100000
27;1;1;10787;18;17;18;17;111111111111111101000000000
27;0;0;10356;19;18;17;17;111111111111111110000000000
27;0;0;10445;19;18;17;17;111111111111111110000000000
27;90;90;9725;17;14;16;15;111111111111101100000000000
27;126896;126896;9073;18;6;17;16;111110111111111110000000000
27;0;0;10097;18;17;16;16;111111111111111100000000000
27;0;0;11687;19;18;17;17;111111111111111110000000000
27;76543;76543;9175;19;7;18;16;111111011111111101000000000
27;17690;17690;11159;17;9;16;15;111111110111111100000000000
27;2492;2492;11666;18;10;17;16;111111111011111110000000000
27;0;0;12064;18;17;16;16;111111111111111100000000000
27;913;913;12389;18;13;18;16;111111111111011101000000000
27;13;13;11967;20;18;21;20;111111111111111110111000000
27;11;11;10281;17;16;27;16;111111111111111000000000001
27;1;1;11052;18;17;18;17;111111111111111101000000000
27;3102;3102;11251;20;12;19;17;111111111110111101100000000
27;62;62;10159;20;17;22;18;111111111111111101000100000
27;0;0;12010;18;17;16;16;111111111111111100000000000
27;0;0;11323;21;20;19;19;111111111111111111100000000
27;0;0;11745;18;17;16;16;111111111111111100000000000
27;15;15;10223;17;16;21;17;111111111111111000101000000
27;36;36;12006;18;16;17;16;111111111111111010000000000
27;78;78;10913;19;16;18;17;111111111111111011000000000
27;45;45;10371;17;15;20;17;111111111111110110010000000
27;52;52;10996;17;15;19;16;111111111111110010100000000
27;3;3;10243;17;16;20;17;111111111111111010010000000
27;156;156;11189;20;16;19;18;111111111111111011100000000
27;16;16;11828;18;16;20;17;111111111111111010010000000
27;11;11;12860;19;17;18;17;111111111111111101000000000
27;446;446;10849;20;15;19;17;111111111111110110100000000
27;181;181;8309;17;14;18;16;111111111111100111000000000
27;0;0;12159;20;19;18;18;111111111111111111000000000
27;0;0;12407;20;19;18;18;111111111111111111000000000
27;71;71;11208;18;15;19;16;111111111111110100100000000
27;12;12;11058;18;16;17;16;111111111111111010000000000
27;0;0;13098;20;19;18;18;111111111111111111000000000
27;1;1;11620;16;15;16;15;111111111111110100000000000
27;8;8;10358;18;17;26;18;111111111111111101000000010
27;86;86;10719;17;15;22;16;111111111111110000100100000
27;0;0;11033;19;18;17;17;111111111111111110000000000
27;175;175;10140;19;15;18;17;111111111111110111000000000
27;12;12;13427;20;18;20;19;111111111111111110110000000
27;28;28;9581;17;15;20;16;111111111111110100010000000
27;726;726;10061;18;13;17;16;111111111111011110000000000
27;505;505;9958;18;13;17;16;111111111111011110000000000
27;945;945;10720;17;11;16;15;111111111101111100000000000
27;0;0;12376;19;18;17;17;111111111111111110000000000
27;2154;2154;11771;18;12;18;16;111111111110111101000000000
27;0;0;9476;20;19;18;18;111111111111111111000000000
27;2768;2768;11045;16;11;26;15;111111111101111000000000010
27;0;0;10481;17;16;15;15;111111111111111000000000000
27;1330;1330;10256;18;12;19;16;111111111110111100100000000
27;1;1;11923;18;17;18;17;111111111111111101000000000
27;1;1;11223;19;18;19;18;111111111111111110100000000
27;5;5;11828;19;18;23;18;111111111111111110000010000
27;4;4;10144;18;17;21;17;111111111111111100001000000
27;5;5;10411;18;17;22;17;111111111111111100000100000
27;0;0;10108;19;18;17;17;111111111111111110000000000
27;28;28;10357;17;16;19;16;111111111111111000100000000
27;1312;1312;11039;17;12;17;16;111111111110111110000000000
27;13;13;10979;19;17;18;17;111111111111111101000000000
27;2;2;8312;17;16;18;16;111111111111111001000000000
27;10;10;11044;20;18;19;18;111111111111111110100000000
27;22;22;10381;19;17;20;18;111111111111111101010000000
27;0;0;10272;18;17;16;16;111111111111111100000000000
27;0;0;10341;19;18;17;17;111111111111111110000000000
27;1084;1084;10691;18;12;18;16;111111111110111101000000000
27;0;0;9881;19;18;17;17;111111111111111110000000000
27;31;31;10835;19;17;21;18;111111111111111100101000000
27;31132;31132;11632;17;8;16;15;111111101111111100000000000
27;26;26;10540;17;15;18;17;111111111111110111000000000
27;41;41;11619;18;16;23;18;111111111111111011000010000
27;0;0;11188;19;18;17;17;111111111111111110000000000
27;0;0;11125;19;18;17;17;111111111111111110000000000
27;3;3;10565;18;17;20;17;111111111111111100010000000
27;0;0;10783;19;18;17;17;111111111111111110000000000
27;56;56;10738;19;16;19;17;111111111111111010100000000
27;0;0;10384;17;16;15;15;111111111111111000000000000
27;79;79;10381;17;15;19;16;111111111111110100100000000
27;0;0;11406;19;18;17;17;111111111111111110000000000
27;456;456;7743;17;12;16;15;111111111110111100000000000
27;0;0;11240;19;18;17;17;111111111111111110000000000
27;0;0;12061;19;18;17;17;111111111111111110000000000
27;10;10;10561;20;18;19;18;111111111111111110100000000
27;7435;7435;10401;18;11;17;16;111111111101111110000000000
27;2;2;10269;19;18;20;18;111111111111111110010000000
27;13;13;11635;19;17;21;18;111111111111111101001000000
27;0;0;12474;20;19;18;18;111111111111111111000000000
27;265;265;10337;19;15;19;16;111111111111110010100000000
27;0;0;8939;19;18;17;17;111111111111111110000000000
27;12;12;10434;18;17;20;17;111111111111111100010000000
27;221;221;9788;18;14;19;17;111111111111101110100000000
27;15;15;9760;18;16;18;16;111111111111111001000000000
27;1;1;10748;16;15;16;15;111111111111110100000000000
27;46821;46821;9016;18;7;19;16;111111011111110011100000000
27;0;0;11195;20;19;18;18;111111111111111111000000000
27;1;1;11197;19;18;19;18;111111111111111110100000000
27;0;0;10619;20;19;18;18;111111111111111111000000000
27;7846;7846;9540;17;10;16;15;111111111011111100000000000
27;1;1;11334;18;17;18;17;111111111111111101000000000
27;13;13;10544;18;16;18;17;111111111111111011000000000
27;29;29;12379;18;16;19;17;111111111111111010100000000
27;6;6;11426;18;17;23;17;111111111111111100000010000
27;8;8;13152;20;19;27;19;111111111111111111000000001
27;0;0;9098;20;19;18;18;111111111111111111000000000
27;2;2;8755;20;19;21;19;111111111111111111001000000
27;4;4;10714;19;18;22;18;111111111111111110000100000
27;0;0;10047;18;17;16;16;111111111111111100000000000
27;24;24;9852;21;18;20;19;111111111111111110110000000
27;11;11;10005;19;17;18;17;111111111111111101000000000
27;14;14;10285;17;16;20;16;111111111111111000010000000
27;2;2;10247;18;17;19;17;111111111111111100100000000
27;0;0;8133;19;18;17;17;111111111111111110000000000
27;82;82;10715;18;15;18;16;111111111111110101000000000
27;0;0;10295;18;17;16;16;111111111111111100000000000
27;36;36;10294;17;15;17;16;111111111111110110000000000
27;153;153;10935;19;15;19;17;111111111111110110100000000
27;1;1;9989;18;17;18;17;111111111111111101000000000
27;3;3;9973;18;17;21;18;111111111111111101001000000
27;4;4;10741;17;16;20;16;111111111111111000010000000
27;0;0;10557;19;18;17;17;111111111111111110000000000
27;0;0;11512;20;19;18;18;111111111111111111000000000
27;23;23;10596;18;16;20;17;111111111111111010010000000
27;394589;394589;11063;18;5;18;16;111101111111111101000000000
27;7;7;11665;20;19;26;19;111111111111111111000000010
27;30;30;11268;20;18;25;19;111111111111111110000100100
27;1088;1088;10605;19;13;18;17;111111111111011111000000000
27;0;0;9652;18;17;16;16;111111111111111100000000000
27;20;20;10638;17;15;17;16;111111111111110110000000000
27;0;0;12009;19;18;17;17;111111111111111110000000000
27;745;745;11405;16;12;19;15;111111111110111000100000000
27;1;1;9405;19;18;19;18;111111111111111110100000000
27;14;14;10105;16;15;26;16;111111111111110100000000010
27;236;236;9972;19;14;19;17;111111111111101110100000000
27;0;0;10706;19;18;17;17;111111111111111110000000000
27;29;29;10666;19;16;18;17;111111111111111011000000000
27;1816;1816;9396;18;11;17;16;111111111101111110000000000
27;29;29;10350;18;16;19;17;111111111111111001100000000
27;6;6;11533;19;18;24;18;111111111111111110000001000
27;0;0;10523;18;18;17;17;111111111111111110000000000
27;2;2;9005;17;16;19;17;111111111111111010100000000
27;42;42;10309;17;15;16;15;111111111111110100000000000
27;0;0;11508;17;16;15;15;111111111111111000000000000
27;1;1;11638;19;18;19;18;111111111111111110100000000
27;23;23;10654;17;15;21;16;111111111111110100001000000
27;1;1;9633;18;17;18;17;111111111111111101000000000
27;199;199;10260;18;14;17;16;111111111111101110000000000
27;0;0;9721;18;17;16;16;111111111111111100000000000
27;11;11;9919;19;17;18;17;111111111111111101000000000
27;6;6;9848;19;18;24;18;111111111111111110000001000
27;0;0;11433;17;16;15;15;111111111111111000000000000
27;1552;1552;10570;17;11;16;15;111111111101111100000000000
27;0;0;10150;18;17;16;16;111111111111111100000000000
27;29;29;9312;17;15;18;16;111111111111110101000000000
27;1442;1442;10499;17;11;17;16;111111111101111110000000000
27;2;2;11176;17;16;18;16;111111111111111001000000000
27;0;0;11879;18;17;16;16;111111111111111100000000000
27;0;0;9550;18;17;16;16;111111111111111100000000000
27;669;669;11057;19;14;19;17;111111111111100111100000000
27;17;17;10291;18;15;17;16;111111111111110110000000000
27;2;2;10226;17;16;18;16;111111111111111001000000000
27;25;25;8869;17;15;17;15;111111111111110010000000000
27;0;0;12050;19;18;17;17;111111111111111110000000000
27;559671;559671;11479;19;5;18;17;111101111111111111000000000
27;38;38;10411;18;15;17;15;111111111111110010000000000
27;4841;4841;10637;19;12;18;16;111111111110011111000000000
27;0;0;10579;20;19;18;18;111111111111111111000000000
27;6;6;10379;18;17;23;17;111111111111111100000010000
27;10;10;11049;20;18;19;18;111111111111111110100000000
27;1;1;11990;19;18;19;18;111111111111111110100000000
27;5;5;11880;17;16;22;17;111111111111111010000100000
27;0;0;10482;19;18;17;17;111111111111111110000000000
27;0;0;11517;19;18;17;17;111111111111111110000000000
27;18;18;10525;17;15;16;15;111111111111110100000000000
27;0;0;11261;17;16;15;15;111111111111111000000000000
27;0;0;10249;19;18;17;17;111111111111111110000000000
27;18;18;10587;19;17;18;17;111111111111111101000000000
27;747;747;11011;19;13;18;17;111111111111011111000000000
27;7;7;12001;20;19;26;19;111111111111111111000000010
27;0;0;10414;18;17;16;16;111111111111111100000000000
27;0;0;11520;20;19;18;18;111111111111111111000000000
27;34;34;9807;17;15;18;16;111111111111110011000000000
27;5;5;10352;18;17;22;17;111111111111111100000100000
27;0;0;10306;18;17;16;16;111111111111111100000000000
