nitems;find;prove;profit;split;first;last;ns;sol
int;int;int;int;int;int;int;int;string
38;18;18;15283;23;22;26;22;11111111111111111111100001000000000000
38;840;840;16416;27;22;26;25;11111111111111111111101111000000000000
38;18;18;14490;25;23;25;24;11111111111111111111110110000000000000
38;4;4;15519;24;23;27;23;11111111111111111111110000100000000000
38;5;5;15122;23;22;27;22;11111111111111111111100000100000000000
38;425;425;13410;24;20;25;22;11111111111111111110011010000000000000
38;16;16;14777;25;23;24;23;11111111111111111111110100000000000000
38;306;306;16389;25;22;25;24;11111111111111111111101110000000000000
38;47;47;12965;23;22;26;22;11111111111111111111100001000000000000
38;32051;32051;13233;25;17;25;23;11111111111111110111110110000000000000
38;2385;2385;17558;26;20;26;24;11111111111111111110111011000000000000
38;2;2;15424;24;23;25;23;11111111111111111111110010000000000000
39;0;0;17398;27;26;25;25;111111111111111111111111100000000000000
39;0;0;12952;27;26;25;25;111111111111111111111111100000000000000
39;7;7;16779;25;24;31;24;111111111111111111111110000000100000000
39;46;46;14765;26;25;32;25;111111111111111111111111000000010000000
39;1;1;12471;24;23;24;23;111111111111111111111101000000000000000
39;456;456;15776;27;23;27;25;111111111111111111111101101000000000000
39;3;3;15165;24;23;26;23;111111111111111111111100010000000000000
39;0;0;13825;27;26;25;25;111111111111111111111111100000000000000
39;59;59;14659;25;23;26;25;111111111111111111111101110000000000000
39;0;0;17229;29;28;27;27;111111111111111111111111111000000000000
39;22;22;14830;24;22;27;23;111111111111111111111010001000000000000
39;0;0;15085;26;25;24;24;111111111111111111111111000000000000000
39;0;0;16102;26;25;24;24;111111111111111111111111000000000000000
39;15;15;16590;26;25;28;25;111111111111111111111111000100000000000
39;0;0;17414;27;26;25;25;111111111111111111111111100000000000000
39;42;42;16708;29;26;28;26;111111111111111111111111100100000000000
39;0;0;15290;26;25;24;24;111111111111111111111111000000000000000
39;75;75;13112;28;25;27;25;111111111111111111111111001000000000000
39;0;0;16294;25;24;23;23;111111111111111111111110000000000000000
39;329;329;16528;24;21;31;23;111111111111111111110101000000100000000
39;7550;7550;17680;26;21;28;25;111111111111111111110111010100000000000
39;2;2;17192;25;24;27;25;111111111111111111111110101000000000000
39;8526;8526;14470;25;19;25;23;111111111111111111011101100000000000000
39;15;15;19319;26;25;27;25;111111111111111111111111001000000000000
39;1227;1227;13780;24;20;37;24;111111111111111111101110000010000000100
39;8640;8640;14305;24;18;24;22;111111111111111110110111000000000000000
39;0;0;15449;26;25;24;24;111111111111111111111111000000000000000
39;1;1;13571;27;26;27;26;111111111111111111111111101000000000000
39;2;2;13422;26;25;27;25;111111111111111111111111001000000000000
39;87;87;16867;25;23;26;25;111111111111111111111101110000000000000
39;4;4;17450;28;27;31;27;111111111111111111111111110000100000000
39;0;0;16734;28;27;26;26;111111111111111111111111110000000000000
39;596;596;16584;27;22;27;26;111111111111111111111011111000000000000
39;0;0;16695;25;24;23;23;111111111111111111111110000000000000000
39;5213;5213;15366;25;19;26;23;111111111111111111011110010000000000000
39;7;7;14239;28;27;34;27;111111111111111111111111110000000100000
39;9806;9806;17007;26;20;25;24;111111111111111111101111100000000000000
39;5654;5654;17135;27;21;27;25;111111111111111111110111011000000000000
39;1566;1566;17409;28;22;27;26;111111111111111111111011111000000000000
39;6;6;14733;26;25;31;25;111111111111111111111111000000100000000
39;197;197;16426;26;23;26;24;111111111111111111111100110000000000000
39;107;107;17859;26;24;28;25;111111111111111111111110001100000000000
39;14;14;14580;27;26;28;26;111111111111111111111111100100000000000
39;0;0;16120;26;25;24;24;111111111111111111111111000000000000000
39;20;20;17740;25;23;27;23;111111111111111111111100001000000000000
39;2044;2044;16301;27;22;26;25;111111111111111111111011110000000000000
39;0;0;16052;28;27;26;26;111111111111111111111111110000000000000
39;0;0;16911;26;25;24;24;111111111111111111111111000000000000000
39;34;34;15891;24;22;26;24;111111111111111111111010110000000000000
39;4880;4880;14843;26;20;26;24;111111111111111111101111010000000000000
39;6;6;15871;24;23;29;23;111111111111111111111100000010000000000
39;0;0;16109;27;26;25;25;111111111111111111111111100000000000000
39;2;2;15438;27;26;28;26;111111111111111111111111100100000000000
39;2045524;2045524;13690;25;13;25;23;111111111111011111111110100000000000000
39;38;38;13712;26;24;28;25;111111111111111111111110100100000000000
39;778;778;14414;25;21;24;23;111111111111111111110111000000000000000
39;16;16;17334;27;25;27;26;111111111111111111111111011000000000000
39;180;180;15028;23;20;27;22;111111111111111111101100001000000000000
39;1;1;16536;27;26;27;26;111111111111111111111111101000000000000
39;0;0;17488;28;27;26;26;111111111111111111111111110000000000000
39;151;151;18009;26;23;25;24;111111111111111111111101100000000000000
39;1952387;1952387;13570;25;11;24;21;111111111101110111111011000000000000000
39;2631;2631;17301;26;21;25;24;111111111111111111110111100000000000000
39;5;5;13120;26;25;30;25;111111111111111111111111000001000000000
39;0;0;15131;28;27;26;26;111111111111111111111111110000000000000
39;31;31;15931;25;23;31;24;111111111111111111111100100000100000000
39;325;325;14904;26;22;26;24;111111111111111111111010110000000000000
39;15;15;16972;27;25;26;25;111111111111111111111111010000000000000
39;9;9;14334;25;24;33;24;111111111111111111111110000000001000000
39;134;134;13840;25;22;25;23;111111111111111111111010100000000000000
39;7;7;15775;25;24;31;24;111111111111111111111110000000100000000
39;9;9;14687;25;24;33;24;111111111111111111111110000000001000000
39;53;53;15510;24;23;30;23;111111111111111111111100000001000000000
39;78;78;16596;24;22;26;23;111111111111111111111010010000000000000
39;0;0;18191;28;27;26;26;111111111111111111111111110000000000000
39;0;0;13332;25;24;23;23;111111111111111111111110000000000000000
39;0;0;13032;26;25;24;24;111111111111111111111111000000000000000
39;0;0;15001;25;24;23;23;111111111111111111111110000000000000000
39;17;17;14253;27;25;26;25;111111111111111111111111010000000000000
39;0;0;15870;27;26;25;25;111111111111111111111111100000000000000
39;4;4;14108;24;23;28;24;111111111111111111111101000100000000000
39;2766;2766;16694;28;22;30;26;111111111111111111111011110001000000000
39;64;64;16875;28;26;33;27;111111111111111111111111101000001000000
39;5;5;15061;24;23;28;23;111111111111111111111100000100000000000
39;592;592;17288;27;22;27;25;111111111111111111111011101000000000000
39;2;2;15708;26;25;27;25;111111111111111111111111001000000000000
39;142;142;14430;27;24;26;25;111111111111111111111110110000000000000
39;0;0;16922;27;26;25;25;111111111111111111111111100000000000000
39;5;5;17813;26;25;30;25;111111111111111111111111000001000000000
39;1;1;13975;25;24;25;24;111111111111111111111110100000000000000
39;0;0;12846;27;26;25;25;111111111111111111111111100000000000000
39;83;83;13997;27;24;27;26;111111111111111111111110111000000000000
39;3;3;14548;25;24;27;24;111111111111111111111110001000000000000
39;0;0;14655;24;23;22;22;111111111111111111111100000000000000000
39;46;46;14432;23;21;25;22;111111111111111111110100100000000000000
39;2;2;15950;28;27;29;27;111111111111111111111111110010000000000
39;54;54;14941;24;22;26;23;111111111111111111111010010000000000000
39;2603;2603;14053;22;18;21;20;111111111111111110111000000000000000000
39;1;1;17688;27;26;27;26;111111111111111111111111101000000000000
39;1311;1311;16453;28;23;27;26;111111111111111111111101111000000000000
39;504;504;13991;25;21;24;23;111111111111111111110111000000000000000
39;1;1;16220;24;23;25;24;111111111111111111111101100000000000000
39;24;24;18370;26;25;28;25;111111111111111111111111000100000000000
39;26;26;16113;27;25;32;26;111111111111111111111111010000010000000
39;274;274;16739;26;23;25;24;111111111111111111111101100000000000000
39;3;3;15406;26;25;28;25;111111111111111111111111000100000000000
39;571;571;13638;25;21;24;23;111111111111111111110111000000000000000
39;32;32;18989;30;28;31;28;111111111111111111111111111000100000000
39;3;3;12643;24;23;26;23;111111111111111111111100010000000000000
39;28;28;14665;25;23;25;24;111111111111111111111101100000000000000
39;631;631;15385;28;23;27;25;111111111111111111111101101000000000000
39;48;48;16892;26;24;25;24;111111111111111111111110100000000000000
39;2;2;14362;25;24;26;24;111111111111111111111110010000000000000
39;2664;2664;15811;26;20;25;24;111111111111111111101111100000000000000
39;68;68;16775;29;26;29;27;111111111111111111111111101010000000000
39;4663050;4663050;17843;28;12;28;26;111111111110111111111111110100000000000
39;16;16;17331;27;25;27;25;111111111111111111111111001000000000000
39;0;0;14267;26;25;24;24;111111111111111111111111000000000000000
39;4;4;17445;27;26;30;26;111111111111111111111111100001000000000
39;0;0;15446;25;24;23;23;111111111111111111111110000000000000000
39;71675087;71675087;14959;26;8;25;24;111111101111111111111111100000000000000
39;1110;1110;16455;25;21;24;23;111111111111111111110111000000000000000
39;22;22;17257;26;24;27;25;111111111111111111111110101000000000000
39;11;11;14574;25;24;37;26;111111111111111111111110011000000000100
39;0;0;15430;27;26;25;25;111111111111111111111111100000000000000
39;16;16;14772;26;24;26;25;111111111111111111111110110000000000000
39;420123;420123;14954;26;14;26;24;111111111111101111111111010000000000000
39;24;24;15379;24;23;33;23;111111111111111111111100000000001000000
39;2;2;16425;24;23;25;23;111111111111111111111100100000000000000
39;2758;2758;15562;28;22;27;25;111111111111111111111011011000000000000
39;0;0;17490;29;28;27;27;111111111111111111111111111000000000000
39;520;520;16733;25;21;24;23;111111111111111111110111000000000000000
39;14;14;17314;27;26;29;26;111111111111111111111111100010000000000
39;17;17;14868;28;26;30;26;111111111111111111111111100001000000000
39;2;2;15916;26;25;27;25;111111111111111111111111001000000000000
39;777044;777044;15083;26;14;25;24;111111111111101111111111100000000000000
39;264754;264754;16428;27;16;26;23;111111111111111011111011010000000000000
39;566;566;15405;27;23;28;25;111111111111111111111101100100000000000
39;0;0;16760;28;27;26;26;111111111111111111111111110000000000000
39;194;194;17178;26;23;27;24;111111111111111111111100101000000000000
39;52;52;16476;29;26;31;27;111111111111111111111111100100100000000
39;15;15;16835;27;25;26;25;111111111111111111111111010000000000000
39;4;4;16431;25;24;28;24;111111111111111111111110000100000000000
39;0;0;15766;28;27;26;26;111111111111111111111111110000000000000
39;6376;6376;17742;26;20;25;24;111111111111111111101111100000000000000
39;79;79;15422;24;22;30;23;111111111111111111111010000001000000000
39;307;307;14836;24;21;38;23;111111111111111111110110000000000000010
39;5;5;16653;29;28;33;28;111111111111111111111111111000001000000
39;3;3;17018;25;24;27;24;111111111111111111111110001000000000000
39;1;1;12969;24;23;24;23;111111111111111111111101000000000000000
39;72;72;16874;26;23;25;24;111111111111111111111101100000000000000
39;4;4;15875;25;24;28;24;111111111111111111111110000100000000000
39;312;312;15831;25;22;25;23;111111111111111111111001100000000000000
39;0;0;16407;26;25;24;24;111111111111111111111111000000000000000
39;3208353;3208353;14977;27;12;28;24;111111111110111111110111010100000000000
39;17;17;15456;25;23;24;23;111111111111111111111101000000000000000
39;4;4;16717;27;26;30;26;111111111111111111111111100001000000000
39;48;48;18594;26;24;26;25;111111111111111111111110110000000000000
39;0;0;14450;27;26;25;25;111111111111111111111111100000000000000
39;0;0;14127;27;26;25;25;111111111111111111111111100000000000000
39;4979620;4979620;16298;25;11;24;22;111111111101111011111111000000000000000
39;738;738;16741;24;21;30;24;111111111111111111110111000001000000000
39;51899;51899;14847;26;18;25;24;111111111111111110111111100000000000000
39;42;42;13301;25;23;25;23;111111111111111111111100100000000000000
39;127;127;17669;28;25;28;26;111111111111111111111111010100000000000
39;0;0;16312;27;26;25;25;111111111111111111111111100000000000000
39;324;324;16890;26;23;26;25;111111111111111111111101110000000000000
39;140;140;15993;27;24;26;25;111111111111111111111110110000000000000
39;25;25;19334;29;27;29;27;111111111111111111111111110010000000000
39;7;7;17026;25;24;31;24;111111111111111111111110000000100000000
39;21565;21565;17141;27;18;26;25;111111111111111110111111110000000000000
39;0;0;15855;27;26;25;25;111111111111111111111111100000000000000
39;1;1;15703;23;22;23;22;111111111111111111111010000000000000000
39;33;33;15198;23;22;25;22;111111111111111111111000100000000000000
39;0;0;14601;25;24;23;23;111111111111111111111110000000000000000
39;176;176;16908;25;22;24;23;111111111111111111111011000000000000000
39;2;2;17997;27;26;28;26;111111111111111111111111100100000000000
39;0;0;16822;26;25;24;24;111111111111111111111111000000000000000
39;969;969;13259;28;24;28;26;111111111111111111111110011100000000000
39;1;1;15308;28;27;28;27;111111111111111111111111110100000000000
39;5;5;15617;25;24;30;25;111111111111111111111110010001000000000
39;0;0;14712;27;26;25;25;111111111111111111111111100000000000000
39;0;0;14854;27;26;25;25;111111111111111111111111100000000000000
39;4096;4096;15601;26;20;25;23;111111111111111111101011100000000000000
39;170;170;16400;27;24;28;25;111111111111111111111110100100000000000
39;118;118;16211;27;24;26;25;111111111111111111111110110000000000000
39;18;18;14813;25;24;30;24;111111111111111111111110000001000000000
39;1;1;14482;26;25;26;25;111111111111111111111111010000000000000
39;0;0;16371;27;26;25;25;111111111111111111111111100000000000000
39;199;199;14569;25;22;25;24;111111111111111111111011100000000000000
39;14;14;15841;28;26;27;26;111111111111111111111111101000000000000
39;7;7;15925;26;25;32;25;111111111111111111111111000000010000000
39;4;4;16363;26;25;30;26;111111111111111111111111010001000000000
39;25032;25032;15157;27;19;26;23;111111111111111111010110110000000000000
39;0;0;15864;28;27;26;26;111111111111111111111111110000000000000
39;9;9;13064;25;24;33;24;111111111111111111111110000000001000000
39;48;48;15624;25;23;39;24;111111111111111111111101000000000000001
39;280;280;13763;25;22;29;24;111111111111111111111011000010000000000
39;68;68;13754;25;23;24;23;111111111111111111111101000000000000000
39;24;24;14591;25;24;34;24;111111111111111111111110000000000100000
39;508;508;12618;26;23;26;24;111111111111111111111101010000000000000
39;17093;17093;13240;26;18;25;23;111111111111111110111110100000000000000
39;77;77;14943;27;24;26;25;111111111111111111111110110000000000000
39;3;3;16704;25;24;27;24;111111111111111111111110001000000000000
39;708;708;14590;27;22;27;25;111111111111111111111011101000000000000
39;0;0;14370;25;24;23;23;111111111111111111111110000000000000000
39;7896;7896;14755;28;21;28;27;111111111111111111110111111100000000000
39;469;469;18000;29;24;28;27;111111111111111111111110111100000000000
39;4822;4822;17474;25;20;26;24;111111111111111111101111010000000000000
39;130;130;16155;25;22;25;23;111111111111111111111010100000000000000
39;9;9;15962;27;26;35;26;111111111111111111111111100000000010000
39;272605;272605;17804;26;16;27;24;111111111111111011111111001000000000000
39;48171;48171;15768;26;17;25;24;111111111111111101111111100000000000000
39;316;316;14559;24;21;26;23;111111111111111111110110010000000000000
39;7;7;16588;24;23;30;23;111111111111111111111100000001000000000
39;29;29;17855;26;24;25;24;111111111111111111111110100000000000000
39;3907;3907;14525;26;20;25;24;111111111111111111101111100000000000000
39;0;0;16394;24;23;22;22;111111111111111111111100000000000000000
39;28414;28414;16668;27;19;26;25;111111111111111111011111110000000000000
39;12690;12690;14264;23;16;22;21;111111111111111011111100000000000000000
39;1;1;16359;24;23;24;23;111111111111111111111101000000000000000
39;62;62;15849;29;26;28;27;111111111111111111111111101100000000000
39;0;0;16764;27;26;25;25;111111111111111111111111100000000000000
39;0;0;19021;29;28;27;27;111111111111111111111111111000000000000
39;19;19;14381;22;21;24;21;111111111111111111110001000000000000000
39;1946;1946;15014;25;20;26;23;111111111111111111101100110000000000000
39;375;375;13311;25;21;24;23;111111111111111111110111000000000000000
39;2076;2076;15919;24;19;27;23;111111111111111111011100101000000000000
39;9653635;9653635;15944;26;11;25;24;111111111101111111111111100000000000000
39;124;124;16205;24;21;24;22;111111111111111111110101000000000000000
39;112;112;16486;25;22;24;23;111111111111111111111011000000000000000
39;669;669;15971;25;21;25;23;111111111111111111110110100000000000000
39;0;0;15738;25;24;23;23;111111111111111111111110000000000000000
39;1;1;15294;25;24;25;24;111111111111111111111110100000000000000
39;0;0;17423;25;24;23;23;111111111111111111111110000000000000000
39;1;1;16049;24;23;24;23;111111111111111111111101000000000000000
39;16;16;14195;26;24;25;24;111111111111111111111110100000000000000
39;4339;4339;14553;25;20;27;23;111111111111111111101110001000000000000
39;0;0;14020;26;25;24;24;111111111111111111111111000000000000000
39;93;93;16309;26;23;26;25;111111111111111111111101110000000000000
39;126;126;15843;25;23;27;24;111111111111111111111101001000000000000
39;101;101;17264;27;24;26;25;111111111111111111111110110000000000000
39;2;2;17369;27;26;29;27;111111111111111111111111101010000000000
39;11;11;12989;25;24;35;24;111111111111111111111110000000000010000
39;47;47;14423;28;26;32;27;111111111111111111111111101000010000000
39;1;1;15421;26;25;26;25;111111111111111111111111010000000000000
39;136;136;14094;26;23;30;24;111111111111111111111101000001000000000
39;670;670;14550;24;21;31;23;111111111111111111110110000000100000000
39;2499;2499;16213;27;21;27;25;111111111111111111110111101000000000000
39;2;2;15578;23;22;24;22;111111111111111111111001000000000000000
39;23;23;17724;25;23;24;23;111111111111111111111101000000000000000
39;124;124;15486;26;23;25;24;111111111111111111111101100000000000000
39;10277;10277;14879;24;18;23;22;111111111111111110111110000000000000000
39;0;0;15761;28;27;26;26;111111111111111111111111110000000000000
39;0;0;15353;28;27;26;26;111111111111111111111111110000000000000
39;145;145;15571;25;23;27;24;111111111111111111111100011000000000000
39;1871360595;1871360595;15007;28;2;27;26;101111111111111111111111111000000000000
39;90;90;17772;25;22;24;23;111111111111111111111011000000000000000
39;624;624;14945;24;20;24;23;111111111111111111101111000000000000000
39;3;3;13943;26;25;28;25;111111111111111111111111000100000000000
39;371;371;13681;27;23;27;25;111111111111111111111101011000000000000
39;7352;7352;15519;25;19;25;23;111111111111111111011110100000000000000
39;961;961;14685;28;23;27;26;111111111111111111111101111000000000000
39;0;0;16718;26;25;24;24;111111111111111111111111000000000000000
39;0;0;14607;27;26;25;25;111111111111111111111111100000000000000
39;5;5;17088;26;25;30;25;111111111111111111111111000001000000000
39;0;0;14601;26;25;24;24;111111111111111111111111000000000000000
39;17;17;16769;25;23;24;23;111111111111111111111101000000000000000
39;190;190;15247;25;22;24;23;111111111111111111111011000000000000000
39;16;16;15341;26;25;27;25;111111111111111111111111001000000000000
39;4;4;17135;28;27;31;27;111111111111111111111111110000100000000
39;5118408;5118408;16283;25;11;24;23;111111111101111111111111000000000000000
39;0;0;17035;26;25;24;24;111111111111111111111111000000000000000
39;30;30;15510;25;23;30;24;111111111111111111111101000001000000000
39;72;72;16215;25;23;27;25;111111111111111111111101011000000000000
39;3718;3718;17701;27;21;28;25;111111111111111111110111001100000000000
39;1443;1443;14804;26;21;26;24;111111111111111111110111010000000000000
39;390;390;16406;26;22;26;25;111111111111111111111011110000000000000
39;81;81;15092;26;23;26;24;111111111111111111111101010000000000000
39;5815;5815;16870;26;19;25;24;111111111111111111011111100000000000000
39;14;14;16451;27;26;29;26;111111111111111111111111100010000000000
39;0;0;15383;28;27;26;26;111111111111111111111111110000000000000
39;105;105;13785;26;23;26;23;111111111111111111111100010000000000000
39;226;226;14214;24;21;31;23;111111111111111111110110000000100000000
39;54;54;15297;26;23;29;25;111111111111111111111101010010000000000
39;31;31;17158;26;24;26;24;111111111111111111111110010000000000000
39;0;0;16227;26;25;24;24;111111111111111111111111000000000000000
39;11095;11095;17651;26;18;25;24;111111111111111110111111100000000000000
39;2274;2274;15319;26;21;27;24;111111111111111111110011101000000000000
39;5;5;16980;27;26;31;26;111111111111111111111111100000100000000
39;15;15;19110;27;25;26;25;111111111111111111111111010000000000000
39;15;15;17976;27;26;28;26;111111111111111111111111100100000000000
39;27;27;16620;25;24;27;24;111111111111111111111110001000000000000
39;176524;176524;16828;28;16;27;25;111111111111111011111111011000000000000
39;10;10;16714;24;23;33;23;111111111111111111111100000000001000000
39;0;0;16867;28;27;26;26;111111111111111111111111110000000000000
39;858;858;12822;26;22;25;24;111111111111111111111011100000000000000
39;1;1;17053;24;23;24;23;111111111111111111111101000000000000000
39;190;190;15471;27;24;30;25;111111111111111111111110100001000000000
39;100413;100413;14976;26;17;25;23;111111111111111101110111100000000000000
39;3;3;16789;25;24;27;24;111111111111111111111110001000000000000
39;1;1;16071;24;23;24;23;111111111111111111111101000000000000000
39;2;2;15729;26;25;27;25;111111111111111111111111001000000000000
39;17;17;14487;25;23;24;23;111111111111111111111101000000000000000
39;5197;5197;15241;26;20;31;24;111111111111111111101110100000100000000
39;0;0;17416;28;27;26;26;111111111111111111111111110000000000000
39;160;160;18064;28;25;28;26;111111111111111111111111001100000000000
39;9;9;14204;24;23;32;23;111111111111111111111100000000010000000
39;445479;445479;16715;26;14;27;24;111111111111101111111111001000000000000
39;0;0;17657;27;26;25;25;111111111111111111111111100000000000000
39;0;0;16736;26;25;24;24;111111111111111111111111000000000000000
39;155;155;15761;26;23;26;24;111111111111111111111100110000000000000
39;2;2;16679;25;24;26;24;111111111111111111111110010000000000000
39;0;0;18257;28;27;26;26;111111111111111111111111110000000000000
39;127;127;16731;23;21;28;22;111111111111111111110100000100000000000
39;5;5;15837;24;23;29;24;111111111111111111111100100010000000000
39;21;21;17850;27;25;26;25;111111111111111111111111010000000000000
39;0;0;13143;25;24;23;23;111111111111111111111110000000000000000
39;15;15;13883;27;25;26;25;111111111111111111111111010000000000000
39;3;3;16120;27;26;29;26;111111111111111111111111100010000000000
39;144;144;16013;24;21;24;23;111111111111111111110111000000000000000
39;36;36;18063;27;25;26;25;111111111111111111111111010000000000000
39;4419;4419;15776;26;20;25;24;111111111111111111101111100000000000000
39;1;1;14741;24;23;24;23;111111111111111111111101000000000000000
39;2214;2214;15982;26;21;25;24;111111111111111111110111100000000000000
39;2;2;14001;24;23;26;24;111111111111111111111101010000000000000
39;337;337;14782;24;21;26;24;111111111111111111110111010000000000000
39;205;205;17992;27;23;26;25;111111111111111111111101110000000000000
39;21940;21940;16039;27;19;27;24;111111111111111111011111001000000000000
39;117;117;13697;23;21;23;22;111111111111111111110110000000000000000
39;23;23;13346;25;23;30;23;111111111111111111111100000001000000000
39;1152;1152;16076;27;23;26;25;111111111111111111111101110000000000000
39;15;15;15793;27;25;26;25;111111111111111111111111010000000000000
39;125;125;14889;23;21;23;22;111111111111111111110110000000000000000
39;0;0;14937;26;25;24;24;111111111111111111111111000000000000000
39;0;0;13115;25;24;23;23;111111111111111111111110000000000000000
39;17;17;13692;27;25;26;25;111111111111111111111111010000000000000
39;29;29;16134;26;24;28;25;111111111111111111111110100100000000000
39;9;9;16766;26;25;34;25;111111111111111111111111000000000100000
39;26;26;16355;25;23;31;24;111111111111111111111101000000100000000
39;40;40;15633;26;24;25;24;111111111111111111111110100000000000000
39;81;81;13494;24;22;23;22;111111111111111111111010000000000000000
39;121083;121083;15321;27;16;26;25;111111111111111011111111110000000000000
39;128;128;15442;24;22;31;23;111111111111111111111001000000100000000
39;15157;15157;16870;27;19;26;24;111111111111111111011111010000000000000
39;1;1;13787;25;24;25;24;111111111111111111111110100000000000000
39;0;0;15103;28;27;26;26;111111111111111111111111110000000000000
39;665;665;15725;26;22;26;25;111111111111111111111011110000000000000
39;397;397;15046;25;21;24;22;111111111111111111110011000000000000000
39;0;0;16740;26;25;24;24;111111111111111111111111000000000000000
39;81;81;15030;25;23;26;24;111111111111111111111100110000000000000
39;1887;1887;16126;26;21;26;24;111111111111111111110110110000000000000
39;464;464;17204;27;23;26;25;111111111111111111111101110000000000000
39;1996;1996;14103;26;20;26;24;111111111111111111101111010000000000000
39;296;296;15357;27;23;26;24;111111111111111111111100110000000000000
39;9;9;13524;25;24;34;25;111111111111111111111110000001000100000
39;3;3;14463;24;23;27;24;111111111111111111111100011000000000000
39;1;1;13728;25;24;25;24;111111111111111111111110100000000000000
39;46;46;15025;25;23;29;24;111111111111111111111100100010000000000
39;7720;7720;15332;25;18;24;23;111111111111111110111111000000000000000
39;0;0;14754;22;21;20;20;111111111111111111110000000000000000000
39;0;0;14538;27;26;25;25;111111111111111111111111100000000000000
39;20;20;16469;26;24;29;24;111111111111111111111110000010000000000
39;1369020;1369020;15356;26;13;25;22;111111111111011111011101100000000000000
39;50;50;14934;26;24;27;24;111111111111111111111110001000000000000
39;1;1;16669;23;22;24;23;111111111111111111111011000000000000000
39;17;17;16815;26;24;27;25;111111111111111111111110101000000000000
39;0;0;17860;27;26;25;25;111111111111111111111111100000000000000
39;0;0;14947;26;25;24;24;111111111111111111111111000000000000000
39;6293;6293;15456;25;19;24;22;111111111111111111010111000000000000000
39;5;5;13779;22;21;26;21;111111111111111111110000010000000000000
39;89;89;14040;23;21;23;21;111111111111111111110010000000000000000
39;49;49;16814;26;24;26;25;111111111111111111111110110000000000000
39;8;8;15880;25;24;33;25;111111111111111111111110000100001000000
39;4;4;14608;25;24;29;25;111111111111111111111110010010000000000
39;16;16;15123;26;25;29;25;111111111111111111111111000010000000000
39;40;40;16971;27;25;29;25;111111111111111111111111000010000000000
39;40;40;14438;24;22;25;23;111111111111111111111010100000000000000
39;85;85;16754;28;25;27;26;111111111111111111111111011000000000000
39;766110491;766110491;15417;24;2;27;22;101111111111111111111100001000000000000
39;59;59;15199;27;25;27;25;111111111111111111111111001000000000000
39;9168291;9168291;15737;26;11;25;23;111111111101111111111110100000000000000
39;3;3;15651;26;25;28;25;111111111111111111111111000100000000000
39;15;15;17829;26;25;27;25;111111111111111111111111001000000000000
39;231;231;15826;27;23;29;26;111111111111111111111101110010000000000
39;661;661;17211;26;22;25;24;111111111111111111111011100000000000000
39;1248214;1248214;13757;24;14;23;21;111111111111101110111110000000000000000
39;41;41;15549;25;23;24;23;111111111111111111111101000000000000000
39;36;36;17907;27;25;26;25;111111111111111111111111010000000000000
39;52;52;16445;26;24;27;25;111111111111111111111110011000000000000
39;0;0;15623;28;27;26;26;111111111111111111111111110000000000000
39;1;1;14444;26;25;26;25;111111111111111111111111010000000000000
39;0;0;15582;25;24;23;23;111111111111111111111110000000000000000
39;0;0;18139;29;28;27;27;111111111111111111111111111000000000000
39;198;198;15681;25;22;25;23;111111111111111111111001100000000000000
39;867;867;16581;26;22;26;24;111111111111111111111010110000000000000
39;1213;1213;16257;27;22;27;25;111111111111111111111011101000000000000
39;1;1;14188;23;22;23;22;111111111111111111111010000000000000000
39;500;500;14235;27;23;26;25;111111111111111111111101110000000000000
39;324;324;16163;26;22;27;24;111111111111111111111011001000000000000
39;1033742;1033742;17834;28;14;27;25;111111111111101111111111011000000000000
39;232444;232444;13977;26;16;25;23;111111111111111011111101100000000000000
39;286896;286896;15535;25;14;24;22;111111111111101111011111000000000000000
39;5;5;14328;24;23;28;23;111111111111111111111100000100000000000
39;0;0;18282;29;28;27;27;111111111111111111111111111000000000000
39;278;278;15600;26;23;26;24;111111111111111111111100110000000000000
39;829508;829508;13222;22;13;24;20;111111111111010111111001000000000000000
39;0;0;18410;27;26;25;25;111111111111111111111111100000000000000
39;56;56;14587;26;24;30;24;111111111111111111111110000001000000000
39;188;188;15351;25;22;25;24;111111111111111111111011100000000000000
39;0;0;16559;28;27;26;26;111111111111111111111111110000000000000
39;5;5;15571;28;27;32;27;111111111111111111111111110000010000000
39;0;0;15620;27;26;25;25;111111111111111111111111100000000000000
39;52;52;14232;24;23;26;24;111111111111111111111100110000000000000
39;273;273;13838;26;22;27;25;111111111111111111111011101000000000000
39;2;2;18327;27;26;28;26;111111111111111111111111100100000000000
39;0;0;14494;27;26;25;25;111111111111111111111111100000000000000
39;16610;16610;17183;26;19;25;24;111111111111111111011111100000000000000
39;0;0;13550;25;24;23;23;111111111111111111111110000000000000000
39;11;11;16541;25;24;36;25;111111111111111111111110010000000001000
39;14;14;16318;28;26;27;26;111111111111111111111111101000000000000
39;31822;31822;16987;26;17;25;24;111111111111111101111111100000000000000
39;0;0;15810;26;25;24;24;111111111111111111111111000000000000000
39;56;56;16895;25;23;25;23;111111111111111111111100100000000000000
39;135;135;14268;25;22;25;23;111111111111111111111010100000000000000
39;217;217;16216;26;23;26;25;111111111111111111111101110000000000000
39;4;4;17913;26;25;29;25;111111111111111111111111000010000000000
39;1300;1300;15659;24;19;23;22;111111111111111111011110000000000000000
39;25;25;13642;25;23;32;24;111111111111111111111101000000010000000
39;9;9;16634;25;24;34;25;111111111111111111111110000000100100000
39;0;0;15133;27;26;25;25;111111111111111111111111100000000000000
