|ND|: 2043; max|Ck|: 1157195; Execution time: 66.7994s
49774	35886	17244	
49768	35867	17295	
49749	35861	17301	
49762	35840	17366	
49763	35817	17391	
49769	35792	17397	
49770	35787	17432	
49755	35750	17470	
49757	35724	17497	
49752	35718	17526	
49762	35694	17557	
49764	35682	17563	
49761	35678	17595	
49762	35657	17599	
49766	35651	17603	
49759	35644	17634	
49750	35635	17635	
49746	35623	17677	
49775	35618	17684	
49765	35609	17688	
49747	35600	17702	
49774	35583	17710	
49769	35579	17717	
49749	35577	17732	
49770	35562	17773	
49750	35535	17797	
49769	35515	17805	
49741	35507	17808	
49769	35505	17825	
49769	35504	17870	
49772	35477	17890	
49774	35465	17896	
49736	35457	17904	
49761	35444	17939	
49775	35435	17943	
49759	35419	17975	
49773	35398	18034	
49758	35361	18072	
49772	35336	18087	
49770	35302	18099	
49772	35300	18121	
49773	35292	18131	
49751	35270	18158	
49767	35262	18172	
49738	35249	18201	
49734	35239	18209	
49774	35233	18221	
49762	35222	18222	
49772	35215	18261	
49774	35196	18263	
49735	35193	18267	
49769	35186	18269	
49771	35177	18287	
49774	35167	18301	
49767	35161	18305	
49769	35159	18327	
49775	35148	18331	
49773	35147	18338	
49773	35138	18360	
49768	35119	18370	
49764	35105	18371	
49759	35101	18374	
49767	35099	18392	
49774	35092	18418	
49770	35082	18426	
49773	35080	18433	
49770	35065	18435	
49765	35063	18436	
49767	35061	18467	
49771	35055	18469	
49758	35043	18471	
49775	35032	18473	
49739	35027	18484	
49770	35024	18499	
49767	35009	18501	
49764	35005	18533	
49768	34999	18535	
49770	34997	18566	
49753	34960	18569	
49730	34956	18572	
49771	34951	18624	
49767	34941	18632	
49771	34914	18666	
49775	34898	18677	
49775	34892	18691	
49775	34870	18701	
49773	34866	18706	
49775	34864	18737	
49770	34856	18763	
49769	34823	18768	
49772	34808	18803	
49751	34792	18812	
49751	34776	18814	
49766	34767	18834	
49767	34754	18841	
49749	34744	18843	
49773	34743	18853	
49751	34742	18874	
49765	34740	18894	
49772	34729	18907	
49752	34696	18932	
49748	34686	18940	
49745	34671	18945	
49775	34659	18950	
49729	34655	18977	
49774	34641	18994	
49775	34631	18996	
49752	34627	18999	
49767	34623	19001	
49747	34614	19003	
49764	34613	19006	
49761	34609	19014	
49774	34608	19025	
49759	34604	19030	
49736	34600	19033	
49767	34598	19041	
49728	34597	19074	
49763	34560	19109	
49761	34550	19110	
49755	34534	19113	
49754	34532	19118	
49768	34529	19133	
49772	34524	19142	
49772	34518	19156	
49770	34505	19165	
49770	34493	19192	
49760	34492	19207	
49753	34474	19215	
49775	34467	19229	
49769	34451	19232	
49773	34450	19240	
49749	34449	19247	
49762	34435	19268	
49757	34420	19275	
49769	34412	19284	
49764	34405	19288	
49744	34403	19303	
49769	34387	19320	
49757	34386	19335	
49771	34370	19337	
49748	34368	19339	
49769	34353	19380	
49768	34329	19417	
49768	34295	19477	
49762	34254	19508	
49730	34231	19513	
49765	34223	19545	
49775	34197	19561	
49754	34186	19572	
49759	34182	19576	
49759	34162	19581	
49775	34160	19603	
49772	34150	19624	
49759	34148	19636	
49773	34132	19638	
49759	34128	19641	
49774	34124	19645	
49769	34122	19647	
49757	34116	19667	
49773	34095	19680	
49759	34087	19683	
49759	34081	19697	
49751	34075	19698	
49764	34069	19707	
49766	34067	19710	
49771	34063	19711	
49766	34061	19724	
49768	34049	19736	
49738	34037	19752	
49775	34029	19763	
49766	34020	19766	
49745	34017	19779	
49772	33999	19785	
49760	33992	19801	
49775	33988	19805	
49762	33980	19807	
49745	33976	19821	
49769	33966	19834	
49760	33952	19855	
49760	33945	19857	
49756	33942	19869	
49753	33929	19872	
49769	33925	19876	
49769	33922	19877	
49775	33921	19891	
49774	33915	19894	
49759	33903	19897	
49739	33901	19912	
49738	33895	19915	
49768	33889	19921	
49767	33885	19938	
49754	33877	19946	
49774	33873	19949	
49767	33860	19953	
49747	33854	19963	
49773	33852	19964	
49763	33850	19967	
49761	33844	19969	
49767	33842	19976	
49774	33840	19980	
49759	33839	19985	
49744	33826	19986	
49772	33822	20005	
49732	33820	20006	
49761	33816	20015	
49761	33810	20029	
49767	33803	20032	
49768	33798	20040	
49770	33790	20048	
49774	33775	20059	
49766	33766	20071	
49771	33762	20075	
49761	33753	20076	
49764	33749	20079	
49766	33747	20096	
49773	33739	20106	
49775	33738	20121	
49771	33728	20135	
49764	33715	20139	
49766	33711	20140	
49761	33702	20142	
49769	33697	20152	
49771	33687	20177	
49753	33672	20179	
49761	33669	20180	
49773	33666	20182	
49769	33663	20212	
49764	33642	20213	
49762	33640	20229	
49755	33627	20233	
49769	33622	20254	
49759	33604	20257	
49762	33599	20271	
49767	33590	20285	
49758	33573	20290	
49772	33569	20295	
49758	33567	20304	
49754	33559	20312	
49772	33552	20349	
49775	33527	20351	
49773	33518	20359	
49761	33515	20376	
49758	33502	20379	
49770	33496	20381	
49774	33494	20384	
49754	33492	20393	
49773	33481	20401	
49774	33480	20406	
49773	33471	20415	
49770	33466	20419	
49763	33464	20443	
49763	33439	20452	
49771	33430	20457	
49752	33427	20470	
49768	33419	20475	
49766	33416	20487	
49768	33397	20492	
49773	33396	20514	
49769	33380	20525	
49761	33369	20531	
49773	33365	20543	
49773	33359	20556	
49773	33349	20570	
49741	33329	20599	
49760	33311	20628	
49774	33310	20665	
49767	33298	20679	
49762	33255	20730	
49772	33241	20765	
49774	33230	20781	
49769	33212	20789	
49772	33187	20792	
49762	33182	20810	
49759	33173	20827	
49767	33163	20829	
49754	33162	20896	
49769	33114	20912	
49772	33111	20949	
49751	33106	20962	
49773	33091	20969	
49775	33088	21027	
49771	33052	21058	
49772	33032	21093	
49762	33006	21106	
49768	32996	21124	
49769	32983	21158	
49769	32950	21190	
49774	32931	21209	
49766	32927	21224	
49757	32890	21237	
49754	32881	21254	
49763	32880	21255	
49743	32871	21256	
49756	32868	21269	
49764	32867	21289	
49773	32865	21296	
49766	32856	21305	
49768	32836	21319	
49775	32828	21344	
49770	32816	21351	
49761	32811	21355	
49773	32809	21377	
49757	32770	21389	
49773	32768	21409	
49761	32754	21442	
49743	32732	21486	
49768	32718	21505	
49758	32692	21518	
49761	32681	21539	
49775	32675	21564	
49764	32658	21617	
49775	32627	21619	
49772	32612	21640	
49754	32599	21662	
49769	32584	21666	
49759	32580	21681	
49775	32560	21691	
49773	32550	21692	
49770	32541	21709	
49773	32528	21735	
49770	32511	21750	
49766	32507	21771	
49769	32493	21779	
49764	32486	21794	
49764	32474	21797	
49773	32468	21802	
49757	32465	21806	
49754	32464	21812	
49771	32459	21835	
49767	32454	21868	
49762	32435	21886	
49764	32395	21903	
49769	32385	21928	
49773	32371	21934	
49770	32364	21938	
49775	32353	21970	
49762	32338	21999	
49757	32319	22017	
49772	32309	22019	
49769	32282	22028	
49756	32281	22029	
49759	32279	22034	
49772	32273	22051	
49774	32262	22067	
49774	32255	22086	
49769	32236	22104	
49775	32221	22107	
49759	32220	22110	
49746	32209	22114	
49752	32202	22118	
49753	32195	22154	
49775	32187	22167	
49772	32173	22189	
49770	32152	22212	
49772	32139	22249	
49770	32118	22272	
49766	32098	22280	
49773	32084	22293	
49764	32077	22303	
49760	32059	22317	
49767	32057	22320	
49769	32055	22336	
49764	32036	22354	
49767	32023	22380	
49774	31996	22394	
49761	31982	22411	
49773	31974	22419	
49766	31962	22423	
49759	31954	22425	
49767	31948	22442	
49764	31939	22467	
49766	31928	22483	
49759	31920	22485	
49761	31909	22501	
49760	31887	22514	
49775	31879	22523	
49761	31873	22533	
49774	31860	22539	
49768	31859	22543	
49768	31858	22550	
49772	31848	22553	
49761	31846	22554	
49775	31845	22583	
49774	31827	22585	
49774	31816	22587	
49761	31812	22614	
49752	31798	22615	
49755	31796	22622	
49772	31794	22641	
49774	31782	22647	
49767	31775	22659	
49769	31763	22665	
49775	31755	22667	
49766	31753	22672	
49762	31750	22676	
49768	31741	22678	
49745	31736	22679	
49761	31734	22690	
49775	31731	22707	
49762	31716	22736	
49769	31690	22738	
49773	31683	22754	
49756	31675	22767	
49752	31669	22769	
49769	31666	22778	
49765	31652	22779	
49771	31647	22804	
49774	31641	22807	
49772	31627	22823	
49769	31626	22827	
49767	31608	22845	
49772	31593	22883	
49753	31573	22889	
49765	31572	22895	
49748	31554	22907	
49773	31552	22923	
49766	31531	22935	
49742	31513	22938	
49767	31511	22954	
49747	31498	22980	
49762	31488	22982	
49742	31479	22998	
49767	31477	23014	
49760	31456	23026	
49775	31439	23027	
49771	31438	23053	
49757	31410	23057	
49772	31409	23061	
49774	31408	23071	
49774	31404	23074	
49773	31397	23076	
49767	31390	23079	
49763	31388	23081	
49775	31387	23085	
49760	31381	23088	
49744	31380	23091	
49766	31376	23096	
49774	31374	23131	
49774	31353	23138	
49771	31338	23163	
49773	31320	23167	
49757	31313	23170	
49754	31304	23177	
49771	31302	23196	
49773	31290	23202	
49773	31289	23209	
49766	31283	23214	
49768	31278	23229	
49774	31270	23230	
49773	31261	23246	
49775	31259	23247	
49774	31239	23262	
49748	31229	23268	
49765	31227	23287	
49761	31224	23291	
49752	31217	23301	
49760	31208	23305	
49770	31201	23306	
49772	31198	23310	
49762	31196	23311	
49762	31195	23318	
49773	31183	23335	
49772	31165	23337	
49768	31164	23353	
49773	31154	23358	
49775	31151	23368	
49755	31149	23382	
49766	31116	23400	
49771	31101	23438	
49774	31095	23441	
49757	31080	23442	
49769	31076	23459	
49768	31059	23464	
49762	31055	23471	
49769	31049	23475	
49775	31046	23487	
49762	31032	23491	
49770	31027	23505	
49772	31010	23508	
49746	31006	23535	
49768	30993	23548	
49741	30987	23553	
49766	30985	23569	
49765	30964	23572	
49775	30962	23587	
49770	30946	23608	
49775	30928	23617	
49761	30916	23619	
49770	30909	23635	
49772	30905	23639	
49743	30888	23646	
49745	30886	23655	
49773	30882	23686	
49767	30858	23693	
49774	30848	23713	
49770	30846	23718	
49772	30828	23722	
49756	30821	23727	
49757	30817	23728	
49768	30813	23736	
49768	30809	23739	
49751	30802	23743	
49774	30800	23747	
49773	30796	23748	
49751	30794	23750	
49762	30790	23755	
49773	30789	23756	
49773	30786	23775	
49773	30778	23785	
49773	30766	23788	
49771	30754	23789	
49752	30752	23803	
49768	30747	23806	
49768	30738	23812	
49753	30737	23814	
49747	30733	23821	
49752	30728	23830	
49757	30725	23847	
49766	30722	23855	
49769	30709	23861	
49761	30703	23873	
49764	30690	23879	
49731	30684	23885	
49769	30681	23886	
49771	30673	23892	
49726	30665	23903	
49772	30662	23913	
49769	30650	23918	
49772	30642	23925	
49748	30637	23941	
49767	30623	23943	
49767	30617	23944	
49770	30610	23949	
49774	30609	23970	
49773	30603	23996	
49768	30584	24014	
49753	30550	24023	
49767	30546	24026	
49764	30545	24045	
49768	30534	24046	
49767	30527	24049	
49759	30526	24063	
49763	30515	24064	
49762	30508	24067	
49752	30505	24075	
49774	30504	24084	
49767	30501	24103	
49770	30485	24107	
49762	30482	24121	
49758	30464	24125	
49775	30455	24130	
49775	30454	24154	
49774	30436	24172	
49773	30421	24173	
49769	30417	24190	
49774	30407	24192	
49770	30392	24197	
49770	30388	24198	
49770	30385	24204	
49774	30383	24215	
49773	30380	24219	
49773	30369	24225	
49766	30366	24248	
49774	30346	24256	
49775	30337	24260	
49755	30333	24262	
49754	30328	24268	
49768	30325	24274	
49750	30314	24280	
49775	30312	24283	
49749	30309	24286	
49773	30308	24302	
49772	30297	24311	
49764	30292	24313	
49772	30286	24318	
49768	30281	24322	
49765	30272	24329	
49766	30268	24334	
49774	30263	24335	
49774	30258	24338	
49760	30253	24347	
49761	30249	24352	
49762	30245	24353	
49773	30237	24364	
49769	30233	24368	
49772	30232	24370	
49768	30228	24387	
49773	30223	24398	
49763	30209	24405	
49768	30204	24416	
49775	30192	24418	
49772	30186	24420	
49775	30181	24435	
49768	30173	24448	
49775	30161	24450	
49774	30160	24451	
49754	30148	24473	
49775	30142	24478	
49775	30139	24485	
49769	30126	24494	
49774	30107	24503	
49762	30102	24511	
49743	30098	24520	
49773	30097	24523	
49767	30091	24526	
49772	30088	24543	
49766	30073	24544	
49772	30065	24545	
49756	30060	24546	
49758	30058	24569	
49772	30057	24575	
49774	30045	24578	
49767	30038	24593	
49772	30034	24597	
49774	30030	24616	
49769	30011	24634	
49775	29993	24653	
49749	29970	24663	
49773	29963	24669	
49774	29950	24682	
49763	29946	24691	
49769	29938	24692	
49768	29937	24693	
49775	29931	24704	
49771	29918	24725	
49774	29905	24731	
49769	29900	24732	
49763	29892	24750	
49768	29882	24752	
49755	29875	24757	
49760	29870	24768	
49763	29863	24770	
49770	29857	24787	
49775	29848	24789	
49773	29841	24791	
49760	29839	24800	
49774	29835	24813	
49768	29822	24820	
49767	29819	24824	
49744	29816	24825	
49775	29810	24835	
49754	29804	24844	
49759	29794	24846	
49759	29790	24848	
49775	29786	24862	
49773	29776	24863	
49754	29775	24864	
49761	29769	24881	
49775	29755	24894	
49774	29754	24895	
49767	29747	24897	
49772	29745	24899	
49754	29742	24917	
49775	29733	24929	
49769	29720	24938	
49773	29709	24947	
49774	29697	24951	
49775	29690	24955	
49770	29685	24958	
49775	29683	24961	
49766	29682	24963	
49775	29681	24977	
49769	29668	24986	
49766	29667	24988	
49769	29655	24996	
49761	29648	25006	
49771	29646	25009	
49774	29639	25022	
49767	29630	25025	
49771	29621	25031	
49769	29620	25040	
49754	29616	25042	
49766	29602	25049	
49768	29599	25056	
49771	29596	25065	
49764	29593	25088	
49770	29566	25090	
49773	29565	25092	
49774	29563	25097	
49764	29557	25107	
49774	29547	25110	
49774	29544	25117	
49773	29541	25119	
49770	29531	25125	
49761	29528	25132	
49744	29525	25140	
49771	29516	25144	
49770	29513	25158	
49762	29508	25159	
49773	29502	25168	
49752	29497	25174	
49773	29493	25175	
49767	29491	25176	
49763	29486	25194	
49775	29472	25198	
49755	29469	25201	
49768	29465	25202	
49760	29464	25212	
49770	29453	25216	
49763	29446	25220	
49775	29442	25233	
49760	29433	25244	
49764	29422	25245	
49755	29414	25262	
49775	29411	25265	
49743	29409	25268	
49767	29402	25274	
49754	29398	25288	
49774	29381	25292	
49775	29377	25293	
49762	29376	25298	
49767	29370	25301	
49775	29366	25306	
49766	29353	25314	
49758	29351	25320	
49767	29347	25329	
49751	29345	25338	
49769	29340	25340	
49769	29329	25347	
49746	29326	25356	
49770	29312	25368	
49769	29309	25372	
49772	29301	25380	
49765	29293	25386	
49774	29291	25395	
49770	29279	25402	
49771	29269	25414	
49761	29257	25415	
49762	29255	25416	
49767	29250	25427	
49769	29249	25440	
49774	29240	25441	
49775	29234	25451	
49756	29230	25460	
49760	29221	25466	
49764	29213	25478	
49755	29202	25484	
49768	29193	25500	
49771	29190	25509	
49775	29179	25510	
49768	29177	25512	
49763	29174	25518	
49758	29162	25521	
49761	29160	25528	
49765	29152	25535	
49771	29144	25538	
49756	29141	25546	
49773	29132	25550	
49758	29131	25553	
49768	29129	25558	
49775	29128	25569	
49771	29118	25592	
49775	29107	25593	
49762	29102	25603	
49770	29084	25610	
49768	29074	25619	
49770	29067	25624	
49757	29063	25636	
49767	29058	25645	
49764	29042	25647	
49775	29038	25653	
49770	29036	25656	
49765	29035	25670	
49768	29022	25673	
49775	29018	25679	
49770	29012	25685	
49764	29005	25695	
49774	29000	25699	
49775	28994	25715	
49764	28982	25717	
49770	28975	25733	
49775	28971	25737	
49756	28956	25742	
49756	28947	25764	
49767	28941	25773	
49767	28936	25784	
49772	28917	25793	
49761	28901	25815	
49775	28894	25817	
49773	28881	25823	
49775	28869	25830	
49747	28868	25836	
49771	28863	25858	
49772	28845	25876	
49771	28825	25891	
49770	28810	25895	
49766	28806	25911	
49760	28794	25921	
49763	28785	25931	
49774	28779	25940	
49767	28765	25941	
49773	28764	25951	
49775	28762	25960	
49760	28749	25962	
49768	28745	25969	
49771	28738	25982	
49775	28727	25983	
49773	28726	25994	
49740	28717	25995	
49764	28710	26001	
49768	28709	26007	
49751	28706	26015	
49775	28699	26021	
49738	28688	26024	
49759	28684	26025	
49757	28683	26026	
49762	28678	26037	
49767	28668	26039	
49772	28666	26048	
49741	28660	26051	
49757	28657	26080	
49764	28638	26088	
49770	28630	26089	
49765	28629	26114	
49729	28600	26118	
49753	28593	26124	
49753	28590	26131	
49774	28584	26136	
49773	28578	26155	
49772	28564	26183	
49771	28549	26184	
49756	28541	26208	
49767	28530	26228	
49768	28498	26236	
49745	28489	26239	
49760	28482	26245	
49771	28472	26267	
49762	28461	26278	
49755	28440	26290	
49769	28436	26291	
49770	28432	26296	
49774	28419	26298	
49774	28418	26306	
49739	28415	26308	
49759	28410	26330	
49770	28391	26337	
49767	28385	26343	
49747	28382	26346	
49763	28379	26375	
49766	28356	26398	
49773	28337	26406	
49773	28332	26417	
49770	28317	26437	
49769	28299	26445	
49759	28284	26451	
49756	28278	26453	
49772	28276	26468	
49773	28271	26476	
49753	28255	26491	
49764	28249	26500	
49764	28244	26511	
49775	28238	26520	
49762	28220	26529	
49772	28202	26544	
49750	28196	26545	
49768	28186	26550	
49774	28181	26562	
49763	28179	26567	
49774	28176	26568	
49768	28171	26585	
49774	28168	26587	
49769	28155	26598	
49762	28154	26599	
49774	28145	26600	
49768	28133	26618	
49753	28132	26623	
49773	28125	26628	
49763	28114	26638	
49749	28098	26642	
49763	28093	26645	
49774	28091	26655	
49774	28081	26657	
49773	28077	26683	
49772	28070	26687	
49774	28064	26690	
49774	28059	26701	
49760	28042	26703	
49769	28034	26708	
49757	28031	26716	
49753	28028	26722	
49768	28020	26736	
49775	28009	26744	
49756	28001	26745	
49735	27996	26751	
49773	27994	26757	
49749	27981	26770	
49771	27977	26775	
49772	27974	26779	
49760	27970	26790	
49773	27959	26800	
49763	27947	26813	
49762	27937	26841	
49773	27926	26861	
49774	27893	26880	
49753	27875	26881	
49759	27868	26882	
49772	27866	26900	
49768	27857	26911	
49753	27849	26935	
49764	27838	26955	
49775	27814	26956	
49769	27793	26959	
49728	27792	26961	
49766	27787	26963	
49774	27784	26976	
49768	27780	26994	
49759	27769	27005	
49758	27755	27033	
49736	27723	27035	
49760	27716	27041	
49770	27706	27044	
49760	27705	27053	
49774	27700	27064	
49720	27691	27069	
49744	27690	27073	
49772	27679	27085	
49773	27668	27104	
49763	27664	27125	
49774	27653	27145	
49773	27630	27147	
49767	27608	27149	
49738	27607	27151	
49774	27593	27156	
49738	27587	27160	
49770	27585	27172	
49769	27584	27195	
49769	27575	27200	
49771	27554	27205	
49764	27551	27217	
49775	27540	27237	
49759	27528	27256	
49774	27501	27280	
49760	27487	27294	
49771	27484	27295	
49771	27476	27314	
49759	27462	27326	
49750	27440	27350	
49775	27418	27353	
49766	27407	27364	
49773	27406	27369	
49754	27393	27376	
49746	27372	27385	
49765	27371	27409	
49773	27365	27410	
49757	27350	27430	
49751	27328	27432	
49739	27314	27444	
49771	27306	27448	
49756	27305	27461	
49770	27302	27484	
49772	27281	27489	
49764	27278	27490	
49774	27271	27493	
49758	27266	27494	
49762	27265	27504	
49763	27261	27505	
49762	27256	27506	
49760	27255	27540	
49774	27221	27543	
49758	27215	27550	
49772	27203	27556	
49744	27201	27564	
49755	27190	27584	
49753	27177	27598	
49766	27166	27615	
49764	27140	27616	
49744	27138	27631	
49774	27137	27632	
49772	27122	27683	
49766	27100	27685	
49757	27078	27709	
49745	27064	27721	
49774	27033	27731	
49761	27031	27735	
49768	27030	27740	
49773	27025	27751	
49770	27021	27762	
49772	27009	27768	
49765	27005	27774	
49768	26989	27781	
49764	26988	27789	
49763	26983	27790	
49752	26974	27801	
49746	26952	27803	
49742	26951	27806	
49763	26943	27820	
49764	26937	27845	
49766	26916	27865	
49767	26893	27899	
49771	26858	27900	
49765	26853	27909	
49768	26850	27941	
49750	26814	27955	
49748	26801	27969	
49749	26797	27970	
49741	26792	27979	
49761	26787	27982	
49751	26776	27990	
49773	26758	28010	
49774	26752	28035	
49756	26723	28038	
49764	26717	28039	
49773	26707	28066	
49752	26702	28080	
49763	26676	28083	
49775	26668	28099	
49772	26651	28114	
49775	26639	28127	
49775	26627	28140	
49770	26621	28149	
49759	26612	28160	
49751	26607	28169	
49771	26575	28204	
49773	26554	28224	
49774	26532	28229	
49765	26520	28231	
49761	26516	28237	
49732	26515	28239	
49733	26511	28240	
49765	26510	28241	
49760	26499	28252	
49735	26490	28260	
49772	26489	28264	
49762	26478	28272	
49763	26474	28312	
49768	26426	28317	
49768	26425	28341	
49736	26416	28350	
49758	26397	28353	
49763	26381	28359	
49775	26379	28364	
49754	26365	28381	
49763	26352	28400	
49759	26341	28410	
49775	26335	28421	
49743	26326	28430	
49770	26314	28442	
49772	26284	28464	
49744	26269	28467	
49716	26268	28468	
49769	26266	28478	
49760	26247	28493	
49770	26233	28494	
49773	26232	28511	
49770	26224	28514	
49738	26215	28523	
49764	26208	28525	
49760	26197	28543	
49763	26178	28562	
49774	26176	28594	
49739	26153	28598	
49769	26129	28603	
49774	26125	28607	
49741	26118	28608	
49766	26112	28632	
49769	26099	28635	
49733	26086	28640	
49762	26078	28658	
49765	26067	28663	
49774	26054	28682	
49769	26042	28684	
49765	26037	28701	
49754	26028	28712	
49764	26000	28720	
49750	25995	28723	
49760	25985	28738	
49772	25984	28748	
49774	25965	28749	
49748	25963	28750	
49774	25954	28759	
49762	25952	28773	
49771	25949	28775	
49754	25938	28784	
49751	25933	28798	
49749	25917	28805	
49774	25914	28816	
49763	25896	28842	
49774	25880	28844	
49758	25876	28848	
49768	25864	28852	
49769	25862	28853	
49770	25847	28855	
49771	25846	28884	
49757	25823	28890	
49746	25822	28891	
49771	25819	28902	
49744	25791	28909	
49744	25788	28922	
49769	25785	28933	
49772	25773	28957	
49775	25760	28960	
49768	25740	28964	
49759	25735	28982	
49773	25711	29032	
49768	25652	29040	
49775	25650	29044	
49765	25649	29046	
49767	25644	29074	
49770	25631	29077	
49755	25612	29078	
49774	25608	29084	
49754	25606	29099	
49751	25580	29106	
49769	25578	29130	
49760	25560	29138	
49756	25541	29139	
49774	25538	29146	
49730	25536	29161	
49774	25514	29171	
49763	25511	29172	
49773	25499	29176	
49749	25495	29192	
49750	25483	29195	
49772	25477	29207	
49775	25464	29236	
49775	25435	29252	
49764	25417	29255	
49750	25411	29259	
49725	25407	29278	
49710	25388	29279	
49771	25377	29303	
49764	25370	29306	
49767	25348	29324	
49759	25347	29327	
49772	25340	29338	
49770	25324	29345	
49766	25305	29346	
49765	25304	29347	
49766	25303	29355	
49755	25302	29358	
49772	25297	29359	
49773	25292	29373	
49769	25284	29383	
49757	25277	29393	
49705	25259	29396	
49775	25252	29409	
49766	25248	29420	
49767	25229	29431	
49768	25218	29442	
49739	25199	29445	
49774	25198	29456	
49775	25188	29462	
49760	25167	29468	
49753	25165	29471	
49764	25159	29480	
49753	25157	29490	
49764	25155	29500	
49760	25136	29501	
49766	25134	29520	
49770	25123	29526	
49775	25119	29537	
49775	25106	29543	
49775	25091	29546	
49753	25090	29554	
49753	25084	29560	
49749	25065	29561	
49761	25064	29566	
49771	25062	29567	
49775	25058	29572	
49759	25051	29577	
49755	25040	29580	
49769	25039	29585	
49771	25037	29587	
49748	25036	29588	
49770	25035	29593	
49759	25030	29597	
49744	25022	29606	
49768	25021	29613	
49770	25011	29617	
49773	25009	29622	
49759	25002	29628	
49772	24987	29646	
49762	24985	29647	
49770	24977	29660	
49759	24966	29679	
49751	24943	29701	
49747	24924	29702	
49763	24905	29744	
49774	24868	29761	
49770	24849	29762	
49770	24848	29763	
49754	24837	29796	
49747	24810	29799	
49767	24799	29800	
49757	24798	29803	
49765	24796	29804	
49731	24795	29819	
49727	24776	29820	
49759	24772	29842	
49773	24751	29853	
49754	24749	29863	
49764	24737	29867	
49765	24729	29868	
49753	24722	29878	
49754	24720	29879	
49761	24719	29883	
49750	24704	29894	
49760	24692	29898	
49774	24691	29903	
49763	24680	29922	
49774	24665	29934	
49772	24651	29949	
49751	24647	29951	
49747	24628	29952	
49767	24619	29987	
49764	24601	30003	
49774	24572	30011	
49770	24558	30029	
49758	24551	30039	
49743	24532	30040	
49747	24514	30049	
49735	24509	30062	
49752	24503	30067	
49762	24491	30071	
49763	24486	30085	
49758	24463	30106	
49769	24443	30111	
49758	24434	30122	
49765	24433	30126	
49766	24425	30127	
49769	24424	30130	
49754	24418	30137	
49750	24410	30147	
49738	24403	30157	
49764	24392	30168	
49763	24384	30172	
49761	24374	30184	
49773	24364	30191	
49755	24361	30194	
49772	24355	30199	
49772	24343	30206	
49773	24335	30207	
49767	24331	30210	
49761	24328	30217	
49755	24324	30220	
49767	24323	30237	
49764	24305	30253	
49774	24271	30271	
49770	24262	30279	
49758	24255	30289	
49775	24239	30302	
49756	24232	30307	
49772	24221	30318	
49763	24190	30335	
49769	24172	30344	
49758	24167	30356	
49774	24149	30359	
49769	24147	30361	
49773	24138	30373	
49765	24137	30376	
