chub5
n;m;t;i;s;opt;best;iter;time
int;int;float;int;int;float;float;int;float
250;30;0.25;5;9;55582;56629;243;1.857385
250;30;0.25;6;0;55500;57205;276;2.343033
250;30;0.25;6;1;55320;57205;165;1.934040
250;30;0.25;6;2;55519;57205;117;2.109602
250;30;0.25;6;3;55401;57205;296;2.133797
250;30;0.25;6;4;55505;57205;101;2.351867
250;30;0.25;6;5;55680;57205;286;2.114074
250;30;0.25;6;6;55506;57205;96;1.844809
250;30;0.25;6;7;55402;57205;277;2.250567
250;30;0.25;6;8;55277;57205;98;2.372026
250;30;0.25;6;9;55270;57205;205;1.894835
250;30;0.25;7;0;54993;56357;299;2.211774
250;30;0.25;7;1;54833;56357;297;1.930559
250;30;0.25;7;2;55122;56357;229;2.196055
250;30;0.25;7;3;55187;56357;217;2.217287
250;30;0.25;7;4;54866;56357;104;2.248013
250;30;0.25;7;5;55142;56357;148;2.187364
250;30;0.25;7;6;54831;56357;277;2.273278
250;30;0.25;7;7;54819;56357;293;2.128493
250;30;0.25;7;8;54938;56357;279;1.837038
250;30;0.25;7;9;54815;56357;271;1.627845
250;30;0.25;8;0;55235;56457;169;1.749062
250;30;0.25;8;1;55171;56457;286;1.177296
250;30;0.25;8;2;55192;56457;291;1.319739
250;30;0.25;8;3;55294;56457;287;1.572658
250;30;0.25;8;4;55340;56457;283;1.303613
250;30;0.25;8;5;55092;56457;171;1.960180
250;30;0.25;8;6;54995;56457;226;1.421508
250;30;0.25;8;7;55345;56457;206;1.454767
250;30;0.25;8;8;55209;56457;261;1.517308
250;30;0.25;8;9;55280;56457;216;1.491476
250;30;0.25;9;0;56130;57474;279;1.475241
250;30;0.25;9;1;55907;57474;86;1.987278
250;30;0.25;9;2;56124;57474;294;1.560405
250;30;0.25;9;3;55968;57474;159;1.824036
250;30;0.25;9;4;56355;57474;176;1.317851
250;30;0.25;9;5;55728;57474;186;1.409778
250;30;0.25;9;6;56210;57474;296;1.356644
250;30;0.25;9;7;55766;57474;82;1.367020
250;30;0.25;9;8;55689;57474;269;1.416402
250;30;0.25;9;9;55752;57474;258;1.374504
250;30;0.25;10;0;54624;56447;155;2.145196
250;30;0.25;10;1;54889;56447;273;2.123438
250;30;0.25;10;2;54675;56447;289;1.857187
250;30;0.25;10;3;55287;56447;259;1.872645
250;30;0.25;10;4;54668;56447;276;2.156906
250;30;0.25;10;5;54874;56447;286;2.054152
250;30;0.25;10;6;54618;56447;179;1.704666
250;30;0.25;10;7;54546;56447;247;1.548507
250;30;0.25;10;8;54882;56447;135;1.505544
250;30;0.25;10;9;54717;56447;288;1.757976
500;5;0.25;1;0;119110;120148;88;2.482582
500;5;0.25;1;1;119120;120148;199;2.162503
500;5;0.25;1;2;119090;120148;58;2.259453
500;5;0.25;1;3;119282;120148;184;2.340205
500;5;0.25;1;4;119302;120148;170;1.853394
500;5;0.25;1;5;119250;120148;264;1.591941
500;5;0.25;1;6;119170;120148;69;1.587229
500;5;0.25;1;7;119089;120148;20;1.590586
500;5;0.25;1;8;119027;120148;250;1.595697
500;5;0.25;1;9;119310;120148;53;1.588400
500;5;0.25;2;0;116774;117879;112;2.504225
500;5;0.25;2;1;116788;117879;273;2.502664
500;5;0.25;2;2;116754;117879;75;2.493982
500;5;0.25;2;3;116910;117879;119;2.394635
500;5;0.25;2;4;116890;117879;13;2.106816
500;5;0.25;2;5;116777;117879;144;2.448482
500;5;0.25;2;6;116890;117879;234;2.509266
500;5;0.25;2;7;116909;117879;103;2.517347
500;5;0.25;2;8;116899;117879;111;2.511967
500;5;0.25;2;9;116799;117879;90;2.509594
500;5;0.25;3;0;120022;121131;33;1.563408
500;5;0.25;3;1;120069;121131;222;1.426912
500;5;0.25;3;2;120126;121131;205;1.427521
500;5;0.25;3;3;120095;121131;138;1.685683
500;5;0.25;3;4;120012;121131;218;1.807432
500;5;0.25;3;5;120092;121131;78;1.434260
500;5;0.25;3;6;120243;121131;143;1.425222
500;5;0.25;3;7;119993;121131;209;1.422803
500;5;0.25;3;8;119957;121131;20;1.428077
500;5;0.25;3;9;120019;121131;54;1.414688
500;5;0.25;4;0;119730;120804;157;1.895918
500;5;0.25;4;1;119779;120804;125;1.999420
500;5;0.25;4;2;119705;120804;115;2.223468
500;5;0.25;4;3;119664;120804;178;1.658300
500;5;0.25;4;4;119592;120804;115;2.149963
500;5;0.25;4;5;119613;120804;46;1.997537
500;5;0.25;4;6;119666;120804;233;2.011812
500;5;0.25;4;7;119732;120804;55;2.287384
500;5;0.25;4;8;119632;120804;180;2.382664
500;5;0.25;4;9;119681;120804;140;2.091964
500;5;0.25;5;0;121099;122319;119;1.997957
500;5;0.25;5;1;121014;122319;209;1.877046
500;5;0.25;5;2;121012;122319;98;2.232058
500;5;0.25;5;3;121007;122319;119;2.293650
500;5;0.25;5;4;121013;122319;185;2.256367
500;5;0.25;5;5;121065;122319;262;2.255518
500;5;0.25;5;6;121097;122319;17;2.252019
500;5;0.25;5;7;120950;122319;89;2.273149
500;5;0.25;5;8;121074;122319;220;2.256666
500;5;0.25;5;9;120998;122319;82;2.262585
500;5;0.25;6;0;120885;122024;6;1.777206
500;5;0.25;6;1;120880;122024;250;1.809702
500;5;0.25;6;2;120902;122024;163;1.868921
500;5;0.25;6;3;120931;122024;186;1.583211
500;5;0.25;6;4;120818;122024;155;1.571533
500;5;0.25;6;5;120971;122024;211;1.434933
500;5;0.25;6;6;120911;122024;77;1.374619
500;5;0.25;6;7;120887;122024;257;1.381685
500;5;0.25;6;8;120783;122024;240;1.393984
500;5;0.25;6;9;120874;122024;134;1.385598
500;5;0.25;7;0;117989;119127;5;2.444364
500;5;0.25;7;1;118122;119127;183;2.436963
500;5;0.25;7;2;118134;119127;92;2.427226
500;5;0.25;7;3;118185;119127;100;2.020130
500;5;0.25;7;4;118070;119127;103;2.113420
500;5;0.25;7;5;118226;119127;169;2.112120
500;5;0.25;7;6;118175;119127;278;2.275348
500;5;0.25;7;7;117971;119127;51;2.457542
500;5;0.25;7;8;118107;119127;270;2.454966
500;5;0.25;7;9;118013;119127;42;2.455241
500;5;0.25;8;0;119530;120568;282;1.816260
500;5;0.25;8;1;119440;120568;299;1.537957
500;5;0.25;8;2;119496;120568;298;1.295882
500;5;0.25;8;3;119427;120568;27;1.331232
500;5;0.25;8;4;119507;120568;257;1.450915
500;5;0.25;8;5;119431;120568;234;1.619710
500;5;0.25;8;6;119342;120568;94;1.756368
500;5;0.25;8;7;119439;120568;125;1.693067
500;5;0.25;8;8;119445;120568;42;1.745495
500;5;0.25;8;9;119462;120568;239;2.017129
500;5;0.25;9;0;120736;121586;15;1.996907
500;5;0.25;9;1;120713;121586;44;1.485687
500;5;0.25;9;2;120552;121586;80;1.483626
500;5;0.25;9;3;120573;121586;28;1.655524
500;5;0.25;9;4;120640;121586;151;1.482189
500;5;0.25;9;5;120623;121586;13;1.819108
500;5;0.25;9;6;120628;121586;118;1.992402
500;5;0.25;9;7;120633;121586;15;1.721572
500;5;0.25;9;8;120636;121586;99;1.995399
500;5;0.25;9;9;120618;121586;130;2.026880
500;5;0.25;10;0;119574;120717;139;2.210010
500;5;0.25;10;1;119858;120717;210;2.249125
500;5;0.25;10;2;119831;120717;193;2.165995
500;5;0.25;10;3;119615;120717;95;2.213704
500;5;0.25;10;4;119592;120717;68;2.248722
500;5;0.25;10;5;119638;120717;287;2.251292
500;5;0.25;10;6;119619;120717;194;2.247053
500;5;0.25;10;7;119739;120717;188;2.098012
500;5;0.25;10;8;119726;120717;267;2.187634
500;5;0.25;10;9;119773;120717;142;2.261743
500;10;0.25;1;0;116068;117821;57;2.387619
500;10;0.25;1;1;116537;117821;212;2.670200
500;10;0.25;1;2;116062;117821;86;2.737521
500;10;0.25;1;3;116047;117821;50;2.727491
500;10;0.25;1;4;116341;117821;279;2.766198
500;10;0.25;1;5;116099;117821;243;2.742121
500;10;0.25;1;6;116331;117821;197;2.750660
500;10;0.25;1;7;116236;117821;288;2.762137
500;10;0.25;1;8;116091;117821;81;2.768369
500;10;0.25;1;9;116120;117821;186;2.377770
500;10;0.25;2;0;117709;119249;0;2.566469
500;10;0.25;2;1;117593;119249;51;2.354149
500;10;0.25;2;2;117607;119249;166;2.148302
500;10;0.25;2;3;118035;119249;267;2.432632
500;10;0.25;2;4;117979;119249;0;2.690827
500;10;0.25;2;5;117519;119249;222;2.701534
500;10;0.25;2;6;117551;119249;249;2.684332
500;10;0.25;2;7;117620;119249;96;2.636866
500;10;0.25;2;8;117801;119249;61;2.334473
500;10;0.25;2;9;117650;119249;135;2.303960
500;10;0.25;3;0;117831;119215;250;2.600185
500;10;0.25;3;1;117650;119215;50;2.797079
500;10;0.25;3;2;117669;119215;269;2.544748
500;10;0.25;3;3;117830;119215;92;2.643569
500;10;0.25;3;4;117700;119215;20;2.836648
500;10;0.25;3;5;117752;119215;77;2.839492
500;10;0.25;3;6;117682;119215;191;2.458376
500;10;0.25;3;7;117644;119215;53;2.517635
500;10;0.25;3;8;117763;119215;171;2.637173
500;10;0.25;3;9;117779;119215;26;2.428734
500;10;0.25;4;0;117094;118829;191;2.306330
500;10;0.25;4;1;117113;118829;245;2.425415
500;10;0.25;4;2;117116;118829;115;2.328575
500;10;0.25;4;3;117149;118829;4;2.330302
500;10;0.25;4;4;116993;118829;166;2.307763
500;10;0.25;4;5;117046;118829;203;2.326810
500;10;0.25;4;6;116959;118829;281;2.110350
500;10;0.25;4;7;117006;118829;159;2.089060
500;10;0.25;4;8;117142;118829;270;1.941543
500;10;0.25;4;9;117310;118829;295;2.061629
500;10;0.25;5;0;114903;116530;260;2.453759
500;10;0.25;5;1;114964;116530;209;2.536880
500;10;0.25;5;2;114999;116530;152;2.554892
500;10;0.25;5;3;115137;116530;293;2.529345
500;10;0.25;5;4;115146;116530;160;2.531071
500;10;0.25;5;5;115108;116530;134;2.405858
500;10;0.25;5;6;114954;116530;60;2.312138
500;10;0.25;5;7;114899;116530;52;2.357781
500;10;0.25;5;8;114985;116530;89;2.256737
500;10;0.25;5;9;114981;116530;197;2.351506
500;10;0.25;6;0;117699;119504;239;2.392741
500;10;0.25;6;1;117908;119504;55;2.386548
500;10;0.25;6;2;117971;119504;207;2.368588
500;10;0.25;6;3;118010;119504;91;2.362566
500;10;0.25;6;4;117854;119504;263;2.354756
500;10;0.25;6;5;117883;119504;136;2.167008
500;10;0.25;6;6;117740;119504;253;2.103821
500;10;0.25;6;7;117927;119504;218;1.911764
500;10;0.25;6;8;118020;119504;239;2.018514
500;10;0.25;6;9;117827;119504;23;2.064254
500;10;0.25;7;0;117909;119827;4;2.397080
500;10;0.25;7;1;118212;119827;69;2.215967
500;10;0.25;7;2;118107;119827;211;2.153010
500;10;0.25;7;3;118284;119827;255;2.096636
500;10;0.25;7;4;118349;119827;242;2.087086
500;10;0.25;7;5;118207;119827;206;2.378855
500;10;0.25;7;6;118087;119827;175;2.231909
500;10;0.25;7;7;118104;119827;139;2.265626
500;10;0.25;7;8;118262;119827;220;2.104660
500;10;0.25;7;9;118456;119827;257;2.074724
500;10;0.25;8;0;116759;118344;277;2.420882
500;10;0.25;8;1;116520;118344;92;2.575625
500;10;0.25;8;2;116494;118344;56;2.090184
500;10;0.25;8;3;116576;118344;137;2.040358
500;10;0.25;8;4;116642;118344;88;2.043840
500;10;0.25;8;5;116692;118344;41;2.054799
500;10;0.25;8;6;116517;118344;200;1.985406
500;10;0.25;8;7;116836;118344;88;1.986498
500;10;0.25;8;8;116614;118344;207;2.174964
500;10;0.25;8;9;116890;118344;269;2.215103
500;10;0.25;9;0;116168;117815;33;2.270947
500;10;0.25;9;1;116329;117815;258;2.124086
500;10;0.25;9;2;116331;117815;28;2.354952
500;10;0.25;9;3;116294;117815;205;2.166618
500;10;0.25;9;4;116543;117815;76;2.570498
500;10;0.25;9;5;116349;117815;186;2.028631
500;10;0.25;9;6;116294;117815;133;2.210729
500;10;0.25;9;7;116304;117815;120;2.559594
500;10;0.25;9;8;116347;117815;162;2.489816
500;10;0.25;9;9;116240;117815;37;2.227337
500;10;0.25;10;0;117852;119251;277;2.628140
500;10;0.25;10;1;117810;119251;227;2.406962
500;10;0.25;10;2;117659;119251;133;2.317633
500;10;0.25;10;3;117674;119251;282;2.123453
500;10;0.25;10;4;117653;119251;187;2.381906
500;10;0.25;10;5;117745;119251;226;2.302224
500;10;0.25;10;6;117720;119251;5;2.215698
500;10;0.25;10;7;117766;119251;78;2.373870
500;10;0.25;10;8;117743;119251;64;2.453801
500;10;0.25;10;9;117778;119251;274;2.401457
500;30;0.25;1;0;113811;116056;276;3.376385
500;30;0.25;1;1;113463;116056;285;2.858247
500;30;0.25;1;2;113518;116056;216;2.972628
500;30;0.25;1;3;113910;116056;289;3.183047
500;30;0.25;1;4;113979;116056;236;3.112825
500;30;0.25;1;5;113685;116056;265;2.931494
500;30;0.25;1;6;113607;116056;266;2.867965
500;30;0.25;1;7;113493;116056;128;3.200304
500;30;0.25;1;8;113827;116056;180;3.199635
500;30;0.25;1;9;113839;116056;215;3.146121
500;30;0.25;2;0;112193;114810;298;2.647463
500;30;0.25;2;1;112448;114810;261;2.359320
500;30;0.25;2;2;112544;114810;163;2.565697
500;30;0.25;2;3;112682;114810;291;2.833493
500;30;0.25;2;4;112597;114810;281;2.748487
500;30;0.25;2;5;112327;114810;232;3.235136
500;30;0.25;2;6;112355;114810;244;3.146874
500;30;0.25;2;7;112513;114810;251;3.116249
500;30;0.25;2;8;112407;114810;280;2.949792
500;30;0.25;2;9;112450;114810;233;2.681355
500;30;0.25;3;0;113506;116741;122;3.740729
500;30;0.25;3;1;113752;116741;26;3.347803
500;30;0.25;3;2;113675;116741;269;3.414245
500;30;0.25;3;3;113893;116741;216;3.671968
500;30;0.25;3;4;113630;116741;167;3.883187
500;30;0.25;3;5;113640;116741;94;3.652059
500;30;0.25;3;6;113691;116741;233;3.317054
500;30;0.25;3;7;113417;116741;163;3.339933
500;30;0.25;3;8;113411;116741;193;3.401458
500;30;0.25;3;9;113651;116741;146;3.803913
500;30;0.25;4;0;112490;115354;198;3.719008
500;30;0.25;4;1;112704;115354;109;3.319241
500;30;0.25;4;2;112473;115354;45;3.398591
500;30;0.25;4;3;112526;115354;244;3.038367
500;30;0.25;4;4;112788;115354;277;2.800306
500;30;0.25;4;5;112488;115354;264;2.879372
500;30;0.25;4;6;112622;115354;168;2.915760
500;30;0.25;4;7;112537;115354;239;3.747801
500;30;0.25;4;8;112351;115354;245;3.769147
500;30;0.25;4;9;112474;115354;288;3.336440
500;30;0.25;5;0;113895;116525;164;3.500273
500;30;0.25;5;1;113794;116525;202;3.596118
500;30;0.25;5;2;113687;116525;10;3.884624
500;30;0.25;5;3;113729;116525;222;3.608950
500;30;0.25;5;4;113960;116525;186;3.861573
500;30;0.25;5;5;113854;116525;213;3.399045
500;30;0.25;5;6;113749;116525;182;3.471766
500;30;0.25;5;7;113900;116525;160;3.501275
500;30;0.25;5;8;113701;116525;256;3.324759
500;30;0.25;5;9;114011;116525;83;3.372516
500;30;0.25;6;0;113274;115741;249;3.402488
500;30;0.25;6;1;113325;115741;252;3.285126
500;30;0.25;6;2;113002;115741;289;3.467836
500;30;0.25;6;3;113056;115741;239;3.276373
500;30;0.25;6;4;112876;115741;266;3.311405
500;30;0.25;6;5;113272;115741;267;3.294447
500;30;0.25;6;6;112827;115741;298;3.030440
500;30;0.25;6;7;113288;115741;224;2.809194
500;30;0.25;6;8;112879;115741;118;2.931414
500;30;0.25;6;9;113150;115741;108;2.752151
500;30;0.25;7;0;111622;114181;246;2.973382
500;30;0.25;7;1;111370;114181;151;3.031541
500;30;0.25;7;2;111528;114181;289;3.617358
500;30;0.25;7;3;111335;114181;256;3.725822
500;30;0.25;7;4;111346;114181;218;3.700502
500;30;0.25;7;5;111411;114181;262;3.334820
500;30;0.25;7;6;111352;114181;94;3.032080
500;30;0.25;7;7;111326;114181;234;2.595824
500;30;0.25;7;8;111313;114181;70;3.253130
500;30;0.25;7;9;111469;114181;94;3.389025
500;30;0.25;8;0;111901;114403;275;3.470433
500;30;0.25;8;1;111807;114403;24;3.393617
500;30;0.25;8;2;111704;114403;100;3.307309
500;30;0.25;8;3;111976;114403;281;3.191450
500;30;0.25;8;4;111765;114403;235;3.307625
500;30;0.25;8;5;111977;114403;6;3.225332
500;30;0.25;8;6;111875;114403;149;3.242964
500;30;0.25;8;7;111831;114403;4;3.735063
500;30;0.25;8;8;111951;114403;83;3.723624
500;30;0.25;8;9;111842;114403;181;3.818281
500;30;0.25;9;0;112471;115419;214;3.529792
500;30;0.25;9;1;113005;115419;292;2.956651
500;30;0.25;9;2;112856;115419;276;3.122738
500;30;0.25;9;3;112286;115419;232;3.420583
500;30;0.25;9;4;112686;115419;89;3.487392
500;30;0.25;9;5;112347;115419;249;3.106018
500;30;0.25;9;6;112635;115419;215;3.128709
500;30;0.25;9;7;112430;115419;293;3.431190
500;30;0.25;9;8;112770;115419;141;2.834850
500;30;0.25;9;9;112430;115419;205;3.218705
500;30;0.25;10;0;114423;117116;150;3.466645
500;30;0.25;10;1;114710;117116;235;3.158845
500;30;0.25;10;2;114593;117116;93;3.354256
500;30;0.25;10;3;114421;117116;60;4.041626
500;30;0.25;10;4;114375;117116;139;4.066675
500;30;0.25;10;5;114279;117116;292;4.013920
500;30;0.25;10;6;114427;117116;6;3.719557
500;30;0.25;10;7;114363;117116;140;3.849784
500;30;0.25;10;8;114464;117116;244;4.173142
500;30;0.25;10;9;114433;117116;11;4.144408
100;5;0.50;1;0;42757;42757;50;0.477538
100;5;0.50;1;1;42710;42757;239;0.469768
100;5;0.50;1;2;42663;42757;172;0.479407
100;5;0.50;1;3;42757;42757;184;0.478067
100;5;0.50;1;4;42705;42757;98;0.472343
100;5;0.50;1;5;42705;42757;134;0.523959
100;5;0.50;1;6;42677;42757;219;0.503275
100;5;0.50;1;7;42757;42757;35;0.463715
100;5;0.50;1;8;42705;42757;184;0.470638
100;5;0.50;1;9;42670;42757;31;0.441901
100;5;0.50;2;0;42510;42545;51;0.454776
100;5;0.50;2;1;42494;42545;133;0.460050
100;5;0.50;2;2;42465;42545;275;0.456769
100;5;0.50;2;3;42471;42545;103;0.449406
100;5;0.50;2;4;42510;42545;271;0.451352
100;5;0.50;2;5;42471;42545;118;0.465139
100;5;0.50;2;6;42545;42545;236;0.496280
100;5;0.50;2;7;42458;42545;200;0.469875
100;5;0.50;2;8;42460;42545;130;0.450709
100;5;0.50;2;9;42510;42545;256;0.453398
100;5;0.50;3;0;41938;41968;284;0.464730
100;5;0.50;3;1;41959;41968;128;0.457315
100;5;0.50;3;2;41929;41968;269;0.462336
100;5;0.50;3;3;41959;41968;102;0.458160
100;5;0.50;3;4;41928;41968;186;0.459194
100;5;0.50;3;5;41946;41968;107;0.461994
100;5;0.50;3;6;41959;41968;35;0.461223
100;5;0.50;3;7;41946;41968;114;0.460327
100;5;0.50;3;8;41959;41968;245;0.435625
100;5;0.50;3;9;41950;41968;183;0.511769
100;5;0.50;4;0;45033;45090;130;0.357187
100;5;0.50;4;1;45018;45090;68;0.254539
100;5;0.50;4;2;45033;45090;24;0.290330
100;5;0.50;4;3;45035;45090;132;0.312309
100;5;0.50;4;4;45035;45090;43;0.382450
100;5;0.50;4;5;45034;45090;4;0.413839
100;5;0.50;4;6;45034;45090;0;0.392597
100;5;0.50;4;7;45025;45090;1;0.227948
100;5;0.50;4;8;45034;45090;193;0.332652
100;5;0.50;4;9;45018;45090;92;0.242514
100;5;0.50;5;0;42171;42218;212;0.652199
100;5;0.50;5;1;42171;42218;25;0.354111
100;5;0.50;5;2;42198;42218;210;0.516492
100;5;0.50;5;3;42171;42218;0;0.348556
100;5;0.50;5;4;42198;42218;133;0.655688
100;5;0.50;5;5;42198;42218;167;0.639570
100;5;0.50;5;6;42198;42218;18;0.464111
100;5;0.50;5;7;42198;42218;244;0.453125
100;5;0.50;5;8;42171;42218;131;0.455705
100;5;0.50;5;9;42148;42218;48;0.606119
100;5;0.50;6;0;42845;42927;193;0.443941
100;5;0.50;6;1;42927;42927;9;0.520711
100;5;0.50;6;2;42927;42927;245;0.503449
100;5;0.50;6;3;42927;42927;11;0.348709
100;5;0.50;6;4;42927;42927;104;0.278806
100;5;0.50;6;5;42927;42927;167;0.405088
100;5;0.50;6;6;42927;42927;145;0.411412
100;5;0.50;6;7;42927;42927;259;0.364703
100;5;0.50;6;8;42845;42927;4;0.331113
100;5;0.50;6;9;42927;42927;84;0.619106
100;5;0.50;7;0;41960;42009;29;0.302029
100;5;0.50;7;1;41980;42009;94;0.455920
100;5;0.50;7;2;41960;42009;55;0.324659
100;5;0.50;7;3;41926;42009;58;0.368096
100;5;0.50;7;4;41960;42009;85;0.372280
100;5;0.50;7;5;41980;42009;86;0.306977
100;5;0.50;7;6;41980;42009;118;0.408987
100;5;0.50;7;7;41960;42009;83;0.292370
100;5;0.50;7;8;41980;42009;101;0.353925
100;5;0.50;7;9;41931;42009;18;0.288079
100;5;0.50;8;0;45002;45020;62;0.552002
100;5;0.50;8;1;45002;45020;156;0.581030
100;5;0.50;8;2;44973;45020;0;0.519562
100;5;0.50;8;3;45005;45020;49;0.401637
100;5;0.50;8;4;44960;45020;164;0.463457
100;5;0.50;8;5;45010;45020;10;0.466482
100;5;0.50;8;6;45010;45020;103;0.515939
100;5;0.50;8;7;44952;45020;184;0.538192
100;5;0.50;8;8;44973;45020;6;0.540790
100;5;0.50;8;9;44952;45020;57;0.440293
100;5;0.50;9;0;43339;43441;224;0.598304
100;5;0.50;9;1;43441;43441;298;0.584958
100;5;0.50;9;2;43441;43441;109;0.582920
100;5;0.50;9;3;43339;43441;25;0.674657
100;5;0.50;9;4;43364;43441;246;0.694750
100;5;0.50;9;5;43329;43441;273;0.696838
100;5;0.50;9;6;43339;43441;22;0.705212
100;5;0.50;9;7;43294;43441;13;0.395188
100;5;0.50;9;8;43323;43441;90;0.654536
100;5;0.50;9;9;43323;43441;105;0.624238
100;5;0.50;10;0;44540;44554;48;0.433626
100;5;0.50;10;1;44540;44554;119;0.587833
100;5;0.50;10;2;44540;44554;211;0.568713
100;5;0.50;10;3;44540;44554;43;0.573751
100;5;0.50;10;4;44554;44554;43;0.488665
100;5;0.50;10;5;44554;44554;19;0.635080
100;5;0.50;10;6;44480;44554;41;0.492769
100;5;0.50;10;7;44540;44554;279;0.690481
100;5;0.50;10;8;44479;44554;62;0.560363
100;5;0.50;10;9;44554;44554;6;0.704551
100;10;0.50;1;0;41177;41395;25;0.289352
100;10;0.50;1;1;41274;41395;91;0.364635
100;10;0.50;1;2;41130;41395;9;0.258479
100;10;0.50;1;3;41130;41395;7;0.211769
100;10;0.50;1;4;41130;41395;16;0.249210
100;10;0.50;1;5;41130;41395;18;0.236445
100;10;0.50;1;6;41274;41395;54;0.255915
100;10;0.50;1;7;41130;41395;30;0.241036
100;10;0.50;1;8;41274;41395;40;0.234641
100;10;0.50;1;9;41130;41395;23;0.274769
100;10;0.50;2;0;42207;42344;270;0.740686
100;10;0.50;2;1;42344;42344;91;0.765701
100;10;0.50;2;2;42214;42344;239;0.643566
100;10;0.50;2;3;42344;42344;35;0.756960
100;10;0.50;2;4;42263;42344;246;0.738508
100;10;0.50;2;5;42207;42344;223;0.768979
100;10;0.50;2;6;42235;42344;10;0.705880
100;10;0.50;2;7;42259;42344;173;0.718868
100;10;0.50;2;8;42344;42344;254;0.714257
100;10;0.50;2;9;42226;42344;39;0.642811
100;10;0.50;3;0;42261;42401;242;0.741813
100;10;0.50;3;1;42237;42401;68;0.696347
100;10;0.50;3;2;42261;42401;211;0.828997
100;10;0.50;3;3;42250;42401;124;0.654515
100;10;0.50;3;4;42219;42401;224;0.752958
100;10;0.50;3;5;42258;42401;54;0.814086
100;10;0.50;3;6;42227;42401;270;0.828761
100;10;0.50;3;7;42230;42401;80;0.829687
100;10;0.50;3;8;42219;42401;134;0.824455
100;10;0.50;3;9;42267;42401;181;0.639953
100;10;0.50;4;0;45441;45624;264;0.875674
100;10;0.50;4;1;45468;45624;63;0.861438
100;10;0.50;4;2;45417;45624;25;0.783692
100;10;0.50;4;3;45430;45624;183;0.781962
100;10;0.50;4;4;45436;45624;138;0.741983
100;10;0.50;4;5;45549;45624;290;0.814562
100;10;0.50;4;6;45504;45624;197;0.824272
100;10;0.50;4;7;45441;45624;222;0.762895
100;10;0.50;4;8;45483;45624;85;0.697042
100;10;0.50;4;9;45624;45624;18;0.814729
100;10;0.50;5;0;41738;41884;157;0.668804
100;10;0.50;5;1;41632;41884;33;0.524236
100;10;0.50;5;2;41737;41884;67;0.394853
100;10;0.50;5;3;41724;41884;153;0.645462
100;10;0.50;5;4;41692;41884;150;0.644101
100;10;0.50;5;5;41724;41884;239;0.778480
100;10;0.50;5;6;41608;41884;101;0.538392
100;10;0.50;5;7;41692;41884;127;0.553274
100;10;0.50;5;8;41692;41884;20;0.507159
100;10;0.50;5;9;41692;41884;299;0.778067
100;10;0.50;6;0;42888;42995;291;0.907352
100;10;0.50;6;1;42876;42995;195;0.908914
100;10;0.50;6;2;42815;42995;297;0.926515
100;10;0.50;6;3;42827;42995;173;0.903448
100;10;0.50;6;4;42846;42995;266;0.863073
100;10;0.50;6;5;42766;42995;84;0.845936
100;10;0.50;6;6;42907;42995;71;0.846418
100;10;0.50;6;7;42847;42995;117;0.850837
100;10;0.50;6;8;42888;42995;170;0.912503
100;10;0.50;6;9;42888;42995;36;0.908036
100;10;0.50;7;0;43439;43574;124;0.492264
100;10;0.50;7;1;43439;43574;45;0.777813
100;10;0.50;7;2;43433;43574;74;0.687679
100;10;0.50;7;3;43496;43574;129;0.800770
100;10;0.50;7;4;43361;43574;82;0.514271
100;10;0.50;7;5;43360;43574;67;0.464790
100;10;0.50;7;6;43360;43574;88;0.415827
100;10;0.50;7;7;43455;43574;171;0.600921
100;10;0.50;7;8;43517;43574;91;0.677315
100;10;0.50;7;9;43433;43574;113;0.703290
100;10;0.50;8;0;42890;42970;282;0.503246
100;10;0.50;8;1;42934;42970;166;0.660375
100;10;0.50;8;2;42934;42970;232;0.702492
100;10;0.50;8;3;42690;42970;14;0.259603
100;10;0.50;8;4;42887;42970;112;0.438343
100;10;0.50;8;5;42819;42970;108;0.324243
100;10;0.50;8;6;42865;42970;89;0.360819
100;10;0.50;8;7;42895;42970;145;0.460383
100;10;0.50;8;8;42914;42970;13;0.366077
100;10;0.50;8;9;42970;42970;231;0.553831
100;10;0.50;9;0;42092;42212;81;0.544202
100;10;0.50;9;1;42195;42212;9;0.430535
100;10;0.50;9;2;42212;42212;71;0.515713
100;10;0.50;9;3;42092;42212;83;0.802933
100;10;0.50;9;4;42144;42212;132;0.584816
100;10;0.50;9;5;42150;42212;68;0.542662
100;10;0.50;9;6;42021;42212;79;0.435818
100;10;0.50;9;7;42144;42212;197;0.642075
100;10;0.50;9;8;42054;42212;236;0.786158
100;10;0.50;9;9;42107;42212;99;0.566405
100;10;0.50;10;0;41008;41207;108;0.805248
100;10;0.50;10;1;40998;41207;220;0.727548
100;10;0.50;10;2;41027;41207;16;0.785744
100;10;0.50;10;3;41003;41207;288;0.653337
100;10;0.50;10;4;40921;41207;89;0.671388
100;10;0.50;10;5;41045;41207;90;0.796520
100;10;0.50;10;6;41075;41207;31;0.671519
100;10;0.50;10;7;41045;41207;116;0.814056
100;10;0.50;10;8;40990;41207;169;0.796154
100;10;0.50;10;9;40995;41207;235;0.754727
100;30;0.50;1;0;40166;40767;297;1.507564
100;30;0.50;1;1;40146;40767;201;1.173919
100;30;0.50;1;2;40050;40767;41;1.114023
100;30;0.50;1;3;40020;40767;105;1.136348
100;30;0.50;1;4;40060;40767;156;1.346038
100;30;0.50;1;5;40176;40767;226;1.184759
100;30;0.50;1;6;40060;40767;244;1.161402
