chub5
n;m;t;i;s;opt;best;iter;time
int;int;float;int;int;float;float;int;float
100;30;0.50;1;7;40032;40767;250;1.129316
100;30;0.50;1;8;40063;40767;130;1.383044
100;30;0.50;1;9;40054;40767;268;1.365696
100;30;0.50;2;0;40557;41308;106;1.765596
100;30;0.50;2;1;40599;41308;233;1.763999
100;30;0.50;2;2;40687;41308;112;1.742470
100;30;0.50;2;3;40578;41308;205;1.662122
100;30;0.50;2;4;40458;41308;211;1.776364
100;30;0.50;2;5;40640;41308;118;1.787899
100;30;0.50;2;6;40455;41308;243;1.796472
100;30;0.50;2;7;40719;41308;160;1.600250
100;30;0.50;2;8;40638;41308;271;1.471284
100;30;0.50;2;9;40627;41308;196;1.241421
100;30;0.50;3;0;41009;41630;65;1.523127
100;30;0.50;3;1;40945;41630;69;1.564284
100;30;0.50;3;2;41427;41630;284;1.323134
100;30;0.50;3;3;41129;41630;252;1.114578
100;30;0.50;3;4;41179;41630;278;1.262511
100;30;0.50;3;5;41048;41630;213;1.502223
100;30;0.50;3;6;40971;41630;224;1.058224
100;30;0.50;3;7;41057;41630;198;0.943179
100;30;0.50;3;8;41158;41630;264;0.977242
100;30;0.50;3;9;41075;41630;217;1.040413
100;30;0.50;4;0;40935;41041;134;0.895844
100;30;0.50;4;1;40681;41041;160;1.042090
100;30;0.50;4;2;40547;41041;75;0.764380
100;30;0.50;4;3;40652;41041;206;1.262299
100;30;0.50;4;4;40668;41041;223;1.093341
100;30;0.50;4;5;40547;41041;156;0.742283
100;30;0.50;4;6;40814;41041;142;0.678365
100;30;0.50;4;7;40629;41041;188;0.961012
100;30;0.50;4;8;40547;41041;172;0.918219
100;30;0.50;4;9;40597;41041;189;0.970275
100;30;0.50;5;0;40588;40889;106;1.071520
100;30;0.50;5;1;40601;40889;77;0.995178
100;30;0.50;5;2;40603;40889;254;1.087155
100;30;0.50;5;3;40438;40889;66;0.690989
100;30;0.50;5;4;40355;40889;139;0.836602
100;30;0.50;5;5;40601;40889;65;0.747282
100;30;0.50;5;6;40643;40889;229;0.954320
100;30;0.50;5;7;40438;40889;95;0.601852
100;30;0.50;5;8;40595;40889;199;0.707664
100;30;0.50;5;9;40466;40889;213;0.743310
100;30;0.50;6;0;40609;41058;272;1.456030
100;30;0.50;6;1;40761;41058;185;1.218594
100;30;0.50;6;2;40262;41058;134;1.128658
100;30;0.50;6;3;40585;41058;238;1.364793
100;30;0.50;6;4;40556;41058;101;1.299674
100;30;0.50;6;5;40569;41058;272;1.138474
100;30;0.50;6;6;40579;41058;230;1.222393
100;30;0.50;6;7;40576;41058;192;1.494246
100;30;0.50;6;8;40609;41058;167;1.297592
100;30;0.50;6;9;40579;41058;297;1.523206
100;30;0.50;7;0;40469;41062;200;1.602562
100;30;0.50;7;1;40242;41062;249;1.632272
100;30;0.50;7;2;40343;41062;211;1.661433
100;30;0.50;7;3;40233;41062;299;1.536966
100;30;0.50;7;4;40462;41062;289;1.274612
100;30;0.50;7;5;40251;41062;227;1.044451
100;30;0.50;7;6;40611;41062;256;0.969143
100;30;0.50;7;7;40453;41062;124;0.826749
100;30;0.50;7;8;40348;41062;249;1.100411
100;30;0.50;7;9;40579;41062;192;1.152330
100;30;0.50;8;0;42406;42719;234;0.737443
100;30;0.50;8;1;42047;42719;234;0.807211
100;30;0.50;8;2;42180;42719;206;0.861365
100;30;0.50;8;3;42375;42719;251;1.213411
100;30;0.50;8;4;42360;42719;148;0.628535
100;30;0.50;8;5;42375;42719;228;0.888420
100;30;0.50;8;6;42342;42719;208;0.939178
100;30;0.50;8;7;42314;42719;291;1.032459
100;30;0.50;8;8;42411;42719;248;0.904737
100;30;0.50;8;9;42342;42719;235;0.848043
100;30;0.50;9;0;41755;42230;52;0.681333
100;30;0.50;9;1;41742;42230;252;1.177950
100;30;0.50;9;2;41633;42230;163;1.227529
100;30;0.50;9;3;41768;42230;153;0.953382
100;30;0.50;9;4;41742;42230;200;1.149215
100;30;0.50;9;5;41745;42230;192;1.083275
100;30;0.50;9;6;41722;42230;90;1.019262
100;30;0.50;9;7;41828;42230;267;1.353364
100;30;0.50;9;8;41627;42230;189;1.187973
100;30;0.50;9;9;41667;42230;173;0.969971
100;30;0.50;10;0;41287;41700;231;0.933648
100;30;0.50;10;1;41524;41700;237;0.851088
100;30;0.50;10;2;41390;41700;177;0.622986
100;30;0.50;10;3;41152;41700;118;0.480899
100;30;0.50;10;4;41330;41700;180;0.630445
100;30;0.50;10;5;41245;41700;141;0.580494
100;30;0.50;10;6;41390;41700;213;0.689202
100;30;0.50;10;7;41196;41700;173;0.700160
100;30;0.50;10;8;41524;41700;191;0.616503
100;30;0.50;10;9;41231;41700;224;0.654034
250;5;0.50;1;0;108741;109109;265;1.272794
250;5;0.50;1;1;108802;109109;259;1.354358
250;5;0.50;1;2;108735;109109;50;1.313622
250;5;0.50;1;3;108772;109109;185;1.237820
250;5;0.50;1;4;108741;109109;215;1.336055
250;5;0.50;1;5;108723;109109;191;1.267662
250;5;0.50;1;6;108698;109109;106;1.091287
250;5;0.50;1;7;108729;109109;60;0.886264
250;5;0.50;1;8;108690;109109;162;1.142278
250;5;0.50;1;9;108714;109109;171;0.914257
250;5;0.50;2;0;109431;109841;285;1.445877
250;5;0.50;2;1;109425;109841;183;1.347775
250;5;0.50;2;2;109373;109841;263;1.350533
250;5;0.50;2;3;109327;109841;273;1.193973
250;5;0.50;2;4;109386;109841;297;1.406268
250;5;0.50;2;5;109426;109841;281;1.439861
250;5;0.50;2;6;109457;109841;257;1.435012
250;5;0.50;2;7;109513;109841;168;1.411136
250;5;0.50;2;8;109491;109841;190;1.434971
250;5;0.50;2;9;109428;109841;45;1.070920
250;5;0.50;3;0;108088;108508;25;1.358640
250;5;0.50;3;1;108122;108508;182;1.375982
250;5;0.50;3;2;108090;108508;32;1.308096
250;5;0.50;3;3;108095;108508;217;1.150191
250;5;0.50;3;4;108070;108508;177;1.216851
250;5;0.50;3;5;108127;108508;229;1.372552
250;5;0.50;3;6;108008;108508;184;1.174317
250;5;0.50;3;7;108068;108508;273;0.890357
250;5;0.50;3;8;108100;108508;267;0.897788
250;5;0.50;3;9;108093;108508;291;1.150978
250;5;0.50;4;0;108936;109383;204;1.303441
250;5;0.50;4;1;108888;109383;280;1.266399
250;5;0.50;4;2;108999;109383;33;1.109469
250;5;0.50;4;3;109005;109383;35;1.069560
250;5;0.50;4;4;108960;109383;199;0.956762
250;5;0.50;4;5;108965;109383;274;0.843981
250;5;0.50;4;6;108926;109383;18;0.840935
250;5;0.50;4;7;108904;109383;95;0.842393
250;5;0.50;4;8;108948;109383;65;0.836223
250;5;0.50;4;9;108913;109383;35;0.843472
250;5;0.50;5;0;110308;110720;262;1.090047
250;5;0.50;5;1;110355;110720;127;0.911604
250;5;0.50;5;2;110363;110720;105;1.059035
250;5;0.50;5;3;110342;110720;134;0.847960
250;5;0.50;5;4;110308;110720;233;1.013535
250;5;0.50;5;5;110377;110720;218;1.116626
250;5;0.50;5;6;110347;110720;66;1.151580
250;5;0.50;5;7;110352;110720;6;1.357734
250;5;0.50;5;8;110415;110720;139;1.360087
250;5;0.50;5;9;110368;110720;48;1.350267
250;5;0.50;6;0;109970;110256;106;1.230001
250;5;0.50;6;1;109861;110256;131;1.335448
250;5;0.50;6;2;109845;110256;192;1.336983
250;5;0.50;6;3;109851;110256;43;1.335332
250;5;0.50;6;4;109982;110256;270;1.331880
250;5;0.50;6;5;109883;110256;299;1.326190
250;5;0.50;6;6;109948;110256;11;1.097107
250;5;0.50;6;7;109846;110256;249;1.080600
250;5;0.50;6;8;109859;110256;44;1.238049
250;5;0.50;6;9;109857;110256;179;1.287012
250;5;0.50;7;0;108622;109040;40;1.400954
250;5;0.50;7;1;108673;109040;9;1.405198
250;5;0.50;7;2;108659;109040;68;1.400991
250;5;0.50;7;3;108673;109040;123;1.405990
250;5;0.50;7;4;108605;109040;131;1.296503
250;5;0.50;7;5;108782;109040;290;1.265463
250;5;0.50;7;6;108684;109040;220;1.258025
250;5;0.50;7;7;108623;109040;256;0.930349
250;5;0.50;7;8;108716;109040;10;1.091490
250;5;0.50;7;9;108611;109040;251;1.431551
250;5;0.50;8;0;108730;109042;264;1.432548
250;5;0.50;8;1;108783;109042;174;1.186255
250;5;0.50;8;2;108724;109042;155;0.910437
250;5;0.50;8;3;108752;109042;295;0.912216
250;5;0.50;8;4;108780;109042;0;0.908629
250;5;0.50;8;5;108743;109042;134;1.007595
250;5;0.50;8;6;108807;109042;231;1.194803
250;5;0.50;8;7;108729;109042;267;1.198639
250;5;0.50;8;8;108713;109042;285;0.928818
250;5;0.50;8;9;108725;109042;139;0.912963
250;5;0.50;9;0;109748;109971;236;1.309360
250;5;0.50;9;1;109488;109971;28;1.289245
250;5;0.50;9;2;109518;109971;189;1.304806
250;5;0.50;9;3;109511;109971;282;0.853109
250;5;0.50;9;4;109485;109971;6;1.124094
250;5;0.50;9;5;109657;109971;110;1.128214
250;5;0.50;9;6;109529;109971;127;1.154885
250;5;0.50;9;7;109564;109971;259;0.979162
250;5;0.50;9;8;109543;109971;154;1.176838
250;5;0.50;9;9;109598;109971;135;1.072534
250;5;0.50;10;0;106649;107058;173;1.442817
250;5;0.50;10;1;106718;107058;240;1.447395
250;5;0.50;10;2;106643;107058;84;1.442523
250;5;0.50;10;3;106631;107058;149;1.454627
250;5;0.50;10;4;106754;107058;147;1.451459
250;5;0.50;10;5;106665;107058;298;1.117709
250;5;0.50;10;6;106687;107058;137;1.342682
250;5;0.50;10;7;106764;107058;264;1.130090
250;5;0.50;10;8;106732;107058;5;1.038361
250;5;0.50;10;9;106702;107058;65;1.171163
250;10;0.50;1;0;110200;110913;228;1.310724
250;10;0.50;1;1;110312;110913;289;1.276757
250;10;0.50;1;2;110312;110913;232;1.284264
250;10;0.50;1;3;110195;110913;269;1.305716
250;10;0.50;1;4;110286;110913;297;1.304589
250;10;0.50;1;5;110427;110913;211;1.202067
250;10;0.50;1;6;110409;110913;247;1.058642
250;10;0.50;1;7;110310;110913;176;1.191680
250;10;0.50;1;8;110210;110913;292;1.323849
250;10;0.50;1;9;110205;110913;95;1.356235
250;10;0.50;2;0;108022;108717;117;1.409038
250;10;0.50;2;1;108183;108717;142;1.371979
250;10;0.50;2;2;108102;108717;155;1.431206
250;10;0.50;2;3;108070;108717;114;1.163343
250;10;0.50;2;4;108036;108717;115;1.188457
250;10;0.50;2;5;108055;108717;268;1.319398
250;10;0.50;2;6;108190;108717;282;1.156338
250;10;0.50;2;7;108363;108717;240;1.291716
250;10;0.50;2;8;108069;108717;154;1.256703
250;10;0.50;2;9;108058;108717;38;1.423442
250;10;0.50;3;0;108333;108932;22;1.332163
250;10;0.50;3;1;108244;108932;279;1.173679
250;10;0.50;3;2;108204;108932;123;0.955256
250;10;0.50;3;3;108145;108932;277;0.959371
250;10;0.50;3;4;108336;108932;147;0.953143
250;10;0.50;3;5;108189;108932;145;0.959476
250;10;0.50;3;6;108183;108932;77;0.957017
250;10;0.50;3;7;108239;108932;120;0.944931
250;10;0.50;3;8;108088;108932;38;1.000060
250;10;0.50;3;9;108233;108932;170;1.236570
250;10;0.50;4;0;109374;110086;38;1.706417
250;10;0.50;4;1;109520;110086;248;1.488988
250;10;0.50;4;2;109505;110086;124;1.340739
250;10;0.50;4;3;109671;110086;208;1.463244
250;10;0.50;4;4;109373;110086;263;1.676541
250;10;0.50;4;5;109468;110086;13;1.590698
250;10;0.50;4;6;109425;110086;98;1.154862
250;10;0.50;4;7;109406;110086;60;1.051701
250;10;0.50;4;8;109478;110086;160;1.043841
250;10;0.50;4;9;109463;110086;33;1.047094
250;10;0.50;5;0;107751;108485;133;0.985742
250;10;0.50;5;1;107763;108485;0;1.149370
250;10;0.50;5;2;107729;108485;242;1.223854
250;10;0.50;5;3;107698;108485;264;1.175543
250;10;0.50;5;4;107718;108485;215;0.939336
250;10;0.50;5;5;107662;108485;138;0.935921
250;10;0.50;5;6;107846;108485;222;1.017335
250;10;0.50;5;7;107892;108485;281;1.198991
250;10;0.50;5;8;107909;108485;64;0.985665
250;10;0.50;5;9;107710;108485;130;1.418149
250;10;0.50;6;0;109958;110845;252;1.393178
250;10;0.50;6;1;110290;110845;262;1.374210
250;10;0.50;6;2;110260;110845;145;1.361983
250;10;0.50;6;3;109960;110845;193;1.317587
250;10;0.50;6;4;110110;110845;193;1.073087
250;10;0.50;6;5;110200;110845;213;1.058368
250;10;0.50;6;6;110201;110845;67;1.097477
250;10;0.50;6;7;110154;110845;243;1.294535
250;10;0.50;6;8;110297;110845;170;1.301726
250;10;0.50;6;9;110134;110845;268;1.358573
250;10;0.50;7;0;105444;106077;288;1.237779
250;10;0.50;7;1;105384;106077;206;1.262297
250;10;0.50;7;2;105505;106077;227;1.206300
250;10;0.50;7;3;105474;106077;256;1.036870
250;10;0.50;7;4;105692;106077;257;1.193508
250;10;0.50;7;5;105315;106077;290;1.312611
250;10;0.50;7;6;105430;106077;259;1.283184
250;10;0.50;7;7;105491;106077;235;1.302058
250;10;0.50;7;8;105366;106077;152;1.207986
250;10;0.50;7;9;105690;106077;220;0.951991
250;10;0.50;8;0;106100;106686;250;1.343600
250;10;0.50;8;1;105956;106686;13;1.412520
250;10;0.50;8;2;106129;106686;239;1.258017
250;10;0.50;8;3;105878;106686;261;1.159602
250;10;0.50;8;4;106017;106686;295;1.243072
250;10;0.50;8;5;106180;106686;261;1.416755
250;10;0.50;8;6;106068;106686;163;1.429997
250;10;0.50;8;7;106212;106686;180;1.345762
250;10;0.50;8;8;106081;106686;87;1.389692
250;10;0.50;8;9;105925;106686;231;1.384885
250;10;0.50;9;0;109039;109829;289;1.377340
250;10;0.50;9;1;109225;109829;243;1.134688
250;10;0.50;9;2;109041;109829;216;0.885375
250;10;0.50;9;3;109249;109829;96;1.042223
250;10;0.50;9;4;109062;109829;170;1.174351
250;10;0.50;9;5;109209;109829;178;1.062182
250;10;0.50;9;6;109123;109829;124;0.887380
250;10;0.50;9;7;109244;109829;233;0.881219
250;10;0.50;9;8;109065;109829;228;0.877321
250;10;0.50;9;9;109163;109829;268;0.883975
250;10;0.50;10;0;106129;106723;194;1.488143
250;10;0.50;10;1;106032;106723;31;1.497781
250;10;0.50;10;2;106197;106723;60;1.471612
250;10;0.50;10;3;106140;106723;180;1.263695
250;10;0.50;10;4;105991;106723;77;1.061067
250;10;0.50;10;5;105999;106723;238;0.963124
250;10;0.50;10;6;106444;106723;138;0.909446
250;10;0.50;10;7;106101;106723;188;0.940292
250;10;0.50;10;8;106191;106723;188;0.947400
250;10;0.50;10;9;106085;106723;242;0.938973
250;30;0.50;1;0;106675;107770;225;2.080797
250;30;0.50;1;1;106933;107770;253;2.107956
250;30;0.50;1;2;106726;107770;275;2.178818
250;30;0.50;1;3;106619;107770;42;1.971174
250;30;0.50;1;4;106527;107770;245;1.731274
250;30;0.50;1;5;107035;107770;287;2.096393
250;30;0.50;1;6;106686;107770;266;2.181054
250;30;0.50;1;7;106820;107770;291;2.054873
250;30;0.50;1;8;106804;107770;274;2.145296
250;30;0.50;1;9;106614;107770;250;2.272615
250;30;0.50;2;0;107071;108392;268;1.972506
250;30;0.50;2;1;106956;108392;262;1.806110
250;30;0.50;2;2;107037;108392;290;1.573984
250;30;0.50;2;3;107152;108392;297;2.113509
250;30;0.50;2;4;107257;108392;230;2.229454
250;30;0.50;2;5;107018;108392;256;1.857458
250;30;0.50;2;6;107175;108392;169;1.787509
250;30;0.50;2;7;107130;108392;215;2.261828
250;30;0.50;2;8;107110;108392;148;1.817189
250;30;0.50;2;9;106998;108392;176;1.728571
250;30;0.50;3;0;105550;106442;215;1.195520
250;30;0.50;3;1;105358;106442;246;0.951385
250;30;0.50;3;2;105499;106442;269;1.133365
250;30;0.50;3;3;105903;106442;181;1.054045
250;30;0.50;3;4;105611;106442;159;0.686665
250;30;0.50;3;5;105664;106442;176;1.299691
250;30;0.50;3;6;105491;106442;89;0.925256
250;30;0.50;3;7;105385;106442;229;0.958702
250;30;0.50;3;8;105410;106442;232;0.978002
250;30;0.50;3;9;105573;106442;235;1.015248
250;30;0.50;4;0;105922;106876;245;1.955752
250;30;0.50;4;1;105595;106876;50;1.997136
250;30;0.50;4;2;105437;106876;187;1.742345
250;30;0.50;4;3;105785;106876;220;1.923515
250;30;0.50;4;4;105532;106876;264;2.059323
250;30;0.50;4;5;105525;106876;257;2.077944
250;30;0.50;4;6;105558;106876;216;2.019447
250;30;0.50;4;7;105746;106876;288;2.031463
250;30;0.50;4;8;105856;106876;299;1.975707
250;30;0.50;4;9;105591;106876;291;1.870210
250;30;0.50;5;0;105914;107414;35;2.313699
250;30;0.50;5;1;105887;107414;158;1.658041
250;30;0.50;5;2;105905;107414;97;2.671867
250;30;0.50;5;3;106053;107414;139;2.642586
250;30;0.50;5;4;105857;107414;102;2.625720
250;30;0.50;5;5;106074;107414;240;2.620728
250;30;0.50;5;6;105901;107414;147;2.325712
250;30;0.50;5;7;106084;107414;160;2.125019
250;30;0.50;5;8;106084;107414;293;2.126242
250;30;0.50;5;9;106003;107414;65;1.997135
250;30;0.50;6;0;105853;107271;227;2.621590
250;30;0.50;6;1;105758;107271;89;2.638166
250;30;0.50;6;2;105893;107271;157;2.562556
250;30;0.50;6;3;106094;107271;45;2.279556
250;30;0.50;6;4;105785;107271;134;2.511280
250;30;0.50;6;5;105823;107271;283;2.577682
250;30;0.50;6;6;106022;107271;178;1.949220
250;30;0.50;6;7;105905;107271;49;1.577472
250;30;0.50;6;8;105862;107271;43;1.618641
250;30;0.50;6;9;105898;107271;291;1.610192
250;30;0.50;7;0;105176;106372;268;1.697300
250;30;0.50;7;1;105261;106372;149;1.938509
250;30;0.50;7;2;105463;106372;275;1.790109
250;30;0.50;7;3;105155;106372;182;1.583610
250;30;0.50;7;4;105568;106372;228;1.774565
250;30;0.50;7;5;105456;106372;269;1.578146
250;30;0.50;7;6;105491;106372;254;1.474512
250;30;0.50;7;7;105468;106372;277;1.409839
250;30;0.50;7;8;105473;106372;243;1.120440
250;30;0.50;7;9;105215;106372;292;1.180745
250;30;0.50;8;0;102525;104032;181;2.626178
250;30;0.50;8;1;102519;104032;73;2.595315
250;30;0.50;8;2;102601;104032;143;2.581874
250;30;0.50;8;3;102673;104032;190;2.531707
250;30;0.50;8;4;102709;104032;192;1.670088
250;30;0.50;8;5;102454;104032;60;1.563025
250;30;0.50;8;6;102794;104032;47;1.540606
250;30;0.50;8;7;102807;104032;77;1.522512
250;30;0.50;8;8;102956;104032;79;1.551483
250;30;0.50;8;9;102835;104032;148;1.536539
250;30;0.50;9;0;105702;106856;264;1.551934
250;30;0.50;9;1;105812;106856;296;1.276130
250;30;0.50;9;2;105554;106856;138;1.292041
250;30;0.50;9;3;105310;106856;204;1.408561
250;30;0.50;9;4;105775;106856;275;1.319450
250;30;0.50;9;5;105610;106856;293;1.299756
250;30;0.50;9;6;105902;106856;169;1.164009
250;30;0.50;9;7;105655;106856;299;1.333313
250;30;0.50;9;8;105429;106856;245;1.469782
250;30;0.50;9;9;105650;106856;186;1.554141
250;30;0.50;10;0;104609;105780;278;1.952527
250;30;0.50;10;1;104563;105780;284;1.965942
250;30;0.50;10;2;104671;105780;202;1.614225
250;30;0.50;10;3;104652;105780;270;1.533110
250;30;0.50;10;4;104613;105780;249;1.948175
250;30;0.50;10;5;104637;105780;262;1.931261
250;30;0.50;10;6;104581;105780;290;1.935678
250;30;0.50;10;7;104516;105780;284;1.837608
250;30;0.50;10;8;104622;105780;264;1.574706
250;30;0.50;10;9;104676;105780;290;1.458702
500;5;0.50;1;0;217479;218428;288;2.410212
500;5;0.50;1;1;217457;218428;139;2.407600
500;5;0.50;1;2;217479;218428;87;2.025974
500;5;0.50;1;3;217505;218428;204;1.676250
500;5;0.50;1;4;217577;218428;0;1.790621
500;5;0.50;1;5;217604;218428;106;1.535519
500;5;0.50;1;6;217520;218428;34;1.525231
500;5;0.50;1;7;217524;218428;2;1.522909
500;5;0.50;1;8;217510;218428;144;1.916978
500;5;0.50;1;9;217538;218428;36;1.886727
500;5;0.50;2;0;220171;221202;173;2.443903
500;5;0.50;2;1;220266;221202;57;2.467718
500;5;0.50;2;2;220355;221202;151;2.441830
500;5;0.50;2;3;220243;221202;243;2.447630
500;5;0.50;2;4;220278;221202;96;2.447070
500;5;0.50;2;5;220228;221202;265;2.441742
500;5;0.50;2;6;220243;221202;58;2.442886
500;5;0.50;2;7;220261;221202;192;2.193158
500;5;0.50;2;8;220246;221202;26;2.043525
500;5;0.50;2;9;220246;221202;16;2.047538
500;5;0.50;3;0;216688;217542;287;2.423335
500;5;0.50;3;1;216599;217542;241;2.435579
500;5;0.50;3;2;216687;217542;224;2.409698
500;5;0.50;3;3;216664;217542;268;2.394210
500;5;0.50;3;4;216632;217542;224;2.016333
500;5;0.50;3;5;216618;217542;179;1.896363
500;5;0.50;3;6;216642;217542;269;1.884725
500;5;0.50;3;7;216752;217542;277;2.342669
500;5;0.50;3;8;216666;217542;131;2.072639
500;5;0.50;3;9;216628;217542;140;2.024536
500;5;0.50;4;0;222396;223560;43;1.735932
500;5;0.50;4;1;222550;223560;225;1.642701
500;5;0.50;4;2;222460;223560;262;1.811545
500;5;0.50;4;3;222501;223560;168;1.703096
500;5;0.50;4;4;222456;223560;40;2.060964
500;5;0.50;4;5;222536;223560;41;1.985302
500;5;0.50;4;6;222425;223560;149;2.171537
500;5;0.50;4;7;222547;223560;299;2.423569
500;5;0.50;4;8;222522;223560;36;2.439914
500;5;0.50;4;9;222462;223560;42;2.315230
500;5;0.50;5;0;217570;218966;204;1.651149
500;5;0.50;5;1;217668;218966;64;1.839466
500;5;0.50;5;2;217639;218966;239;2.027386
500;5;0.50;5;3;217569;218966;28;1.748803
500;5;0.50;5;4;217633;218966;90;2.489212
500;5;0.50;5;5;217691;218966;138;2.499432
500;5;0.50;5;6;217616;218966;107;2.522416
500;5;0.50;5;7;217547;218966;52;2.511383
500;5;0.50;5;8;217702;218966;190;2.475942
500;5;0.50;5;9;217589;218966;88;2.163459
500;5;0.50;6;0;219481;220530;286;2.224877
500;5;0.50;6;1;219312;220530;118;2.302537
500;5;0.50;6;2;219423;220530;229;2.309976
500;5;0.50;6;3;219373;220530;211;2.166570
500;5;0.50;6;4;219340;220530;96;2.256551
500;5;0.50;6;5;219377;220530;123;2.242824
500;5;0.50;6;6;219399;220530;227;2.264947
500;5;0.50;6;7;219237;220530;11;2.298405
500;5;0.50;6;8;219567;220530;141;2.248478
500;5;0.50;6;9;219338;220530;209;2.011849
500;5;0.50;7;0;218947;219989;244;2.189862
500;5;0.50;7;1;218951;219989;198;2.125940
500;5;0.50;7;2;218897;219989;199;1.593453
500;5;0.50;7;3;218946;219989;133;2.136745
500;5;0.50;7;4;218977;219989;178;1.969883
500;5;0.50;7;5;218952;219989;121;2.293195
500;5;0.50;7;6;218991;219989;167;2.283133
500;5;0.50;7;7;218850;219989;176;2.296303
500;5;0.50;7;8;218984;219989;12;2.296254
500;5;0.50;7;9;219005;219989;266;2.206924
500;5;0.50;8;0;217263;218215;17;2.167346
500;5;0.50;8;1;217255;218215;148;1.895907
500;5;0.50;8;2;217204;218215;249;2.475222
500;5;0.50;8;3;217304;218215;15;2.564023
500;5;0.50;8;4;217255;218215;33;2.534498
500;5;0.50;8;5;217230;218215;136;2.064426
500;5;0.50;8;6;217269;218215;258;1.704718
500;5;0.50;8;7;217171;218215;110;1.663537
500;5;0.50;8;8;217259;218215;150;1.661120
500;5;0.50;8;9;217236;218215;138;2.335272
500;5;0.50;9;0;215941;216976;31;1.864394
500;5;0.50;9;1;215856;216976;154;1.762526
500;5;0.50;9;2;216093;216976;17;1.480141
500;5;0.50;9;3;215834;216976;250;1.503008
500;5;0.50;9;4;216037;216976;272;1.609082
500;5;0.50;9;5;216014;216976;174;1.946121
500;5;0.50;9;6;215844;216976;279;2.173199
500;5;0.50;9;7;215914;216976;46;1.998519
500;5;0.50;9;8;215900;216976;77;1.871446
500;5;0.50;9;9;215911;216976;120;1.771044
500;5;0.50;10;0;218694;219719;75;2.247501
500;5;0.50;10;1;218698;219719;4;2.023875
500;5;0.50;10;2;218740;219719;264;2.025020
500;5;0.50;10;3;218659;219719;288;2.013846
500;5;0.50;10;4;218583;219719;77;2.012938
500;5;0.50;10;5;218639;219719;18;1.871888
500;5;0.50;10;6;218670;219719;178;1.847217
500;5;0.50;10;7;218683;219719;57;1.841577
500;5;0.50;10;8;218684;219719;250;1.901455
500;5;0.50;10;9;218636;219719;28;1.875492
500;10;0.50;1;0;216113;217377;276;2.407641
500;10;0.50;1;1;216130;217377;233;2.373070
500;10;0.50;1;2;216150;217377;216;2.090831
500;10;0.50;1;3;216145;217377;216;2.059256
500;10;0.50;1;4;216004;217377;245;2.168777
500;10;0.50;1;5;216071;217377;201;2.340352
500;10;0.50;1;6;216079;217377;241;2.363633
500;10;0.50;1;7;216038;217377;38;2.344486
500;10;0.50;1;8;216115;217377;113;2.336481
500;10;0.50;1;9;216175;217377;251;2.374566
500;10;0.50;2;0;217658;219077;61;2.165525
500;10;0.50;2;1;217660;219077;140;2.233912
500;10;0.50;2;2;217907;219077;273;2.310644
500;10;0.50;2;3;217582;219077;49;2.319972
500;10;0.50;2;4;217649;219077;250;2.130153
500;10;0.50;2;5;217697;219077;263;2.454436
500;10;0.50;2;6;217506;219077;147;2.446214
500;10;0.50;2;7;217700;219077;69;1.982358
500;10;0.50;2;8;217838;219077;141;2.031025
500;10;0.50;2;9;217680;219077;268;2.018680
500;10;0.50;3;0;216344;217847;12;2.495501
500;10;0.50;3;1;216386;217847;84;2.235558
500;10;0.50;3;2;216408;217847;267;2.268766
500;10;0.50;3;3;216227;217847;255;2.368752
500;10;0.50;3;4;216381;217847;117;2.563058
500;10;0.50;3;5;216364;217847;97;2.604615
500;10;0.50;3;6;216205;217847;70;2.664486
500;10;0.50;3;7;216307;217847;248;2.648403
500;10;0.50;3;8;216287;217847;164;2.578761
500;10;0.50;3;9;216363;217847;298;2.546656
500;10;0.50;4;0;215697;216868;240;1.975142
500;10;0.50;4;1;215592;216868;162;1.962797
500;10;0.50;4;2;215377;216868;171;1.942724
500;10;0.50;4;3;215567;216868;146;1.768868
500;10;0.50;4;4;215693;216868;194;1.991503
500;10;0.50;4;5;215419;216868;282;2.358710
500;10;0.50;4;6;215674;216868;242;2.376408
500;10;0.50;4;7;215380;216868;292;2.401172
500;10;0.50;4;8;215612;216868;126;2.271709
500;10;0.50;4;9;215590;216868;246;2.313141
500;10;0.50;5;0;212568;213873;137;2.181082
500;10;0.50;5;1;212765;213873;56;2.198005
500;10;0.50;5;2;212475;213873;229;2.412440
500;10;0.50;5;3;212578;213873;191;2.057110
500;10;0.50;5;4;212522;213873;247;2.274693
500;10;0.50;5;5;212644;213873;295;1.957564
500;10;0.50;5;6;212554;213873;192;2.541289
500;10;0.50;5;7;212477;213873;99;2.214144
500;10;0.50;5;8;212698;213873;4;1.953894
500;10;0.50;5;9;212482;213873;188;2.498702
500;10;0.50;6;0;213921;215086;240;1.592792
500;10;0.50;6;1;214033;215086;226;1.543902
500;10;0.50;6;2;213796;215086;236;1.780510
500;10;0.50;6;3;213601;215086;244;1.674272
500;10;0.50;6;4;213861;215086;291;1.657243
500;10;0.50;6;5;213601;215086;247;1.915883
500;10;0.50;6;6;213767;215086;131;1.918751
500;10;0.50;6;7;213934;215086;229;1.903672
500;10;0.50;6;8;213754;215086;251;1.864668
500;10;0.50;6;9;213727;215086;226;1.879650
500;10;0.50;7;0;216697;217940;33;2.284136
500;10;0.50;7;1;216464;217940;44;2.314705
500;10;0.50;7;2;216629;217940;206;2.340892
500;10;0.50;7;3;216477;217940;261;2.217656
500;10;0.50;7;4;216600;217940;119;2.347289
