07;020;0.0;01;0.01;
07;020;0.0;02;0.00;
07;020;0.0;03;0.40;
07;020;0.0;04;0.00;
07;020;0.0;05;0.00;
07;020;0.0;06;0.00;
07;020;0.0;07;0.03;
07;020;0.0;08;0.00;
07;020;0.0;09;0.01;
07;020;0.0;10;0.00;
07;020;0.2;01;0.02;
07;020;0.2;02;0.03;
07;020;0.2;03;0.02;
07;020;0.2;04;0.03;
07;020;0.2;05;0.04;
07;020;0.2;06;0.00;
07;020;0.2;07;0.01;
07;020;0.2;08;0.12;
07;020;0.2;09;0.01;
07;020;0.2;10;0.09;
07;020;0.4;01;0.02;
07;020;0.4;02;0.02;
07;020;0.4;03;0.03;
07;020;0.4;04;0.04;
07;020;0.4;05;0.03;
07;020;0.4;06;0.04;
07;020;0.4;07;0.06;
07;020;0.4;08;0.01;
07;020;0.4;09;0.01;
07;020;0.4;10;0.07;
07;020;0.6;01;0.06;
07;020;0.6;02;0.01;
07;020;0.6;03;0.02;
07;020;0.6;04;0.02;
07;020;0.6;05;0.02;
07;020;0.6;06;0.02;
07;020;0.6;07;0.01;
07;020;0.6;08;0.02;
07;020;0.6;09;0.01;
07;020;0.6;10;0.02;
07;020;0.8;01;0.04;
07;020;0.8;02;0.02;
07;020;0.8;03;0.02;
07;020;0.8;04;0.03;
07;020;0.8;05;0.03;
07;020;0.8;06;0.02;
07;020;0.8;07;0.01;
07;020;0.8;08;0.04;
07;020;0.8;09;0.03;
07;020;0.8;10;0.08;
07;020;1.0;01;0.17;
07;020;1.0;02;0.03;
07;020;1.0;03;0.04;
07;020;1.0;04;0.04;
07;020;1.0;05;0.02;
07;020;1.0;06;0.02;
07;020;1.0;07;0.02;
07;020;1.0;08;0.04;
07;020;1.0;09;0.02;
07;020;1.0;10;0.04;
07;040;0.0;01;0.01;
07;040;0.0;02;0.51;
07;040;0.0;03;0.01;
07;040;0.0;04;0.01;
07;040;0.0;05;0.01;
07;040;0.0;06;0.02;
07;040;0.0;07;0.02;
07;040;0.0;08;0.07;
07;040;0.0;09;0.08;
07;040;0.0;10;0.00;
07;040;0.2;01;0.03;
07;040;0.2;02;0.04;
07;040;0.2;03;1.39;
07;040;0.2;04;0.03;
07;040;0.2;05;0.03;
07;040;0.2;06;0.07;
07;040;0.2;07;0.02;
07;040;0.2;08;0.06;
07;040;0.2;09;0.02;
07;040;0.2;10;0.03;
07;040;0.4;01;0.02;
07;040;0.4;02;0.06;
07;040;0.4;03;0.76;
07;040;0.4;04;0.04;
07;040;0.4;05;0.03;
07;040;0.4;06;0.10;
07;040;0.4;07;0.03;
07;040;0.4;08;0.03;
07;040;0.4;09;0.03;
07;040;0.4;10;0.02;
07;040;0.6;01;0.02;
07;040;0.6;02;0.04;
07;040;0.6;03;1.00;
07;040;0.6;04;0.02;
07;040;0.6;05;0.03;
07;040;0.6;06;0.09;
07;040;0.6;07;0.04;
07;040;0.6;08;0.03;
07;040;0.6;09;0.03;
07;040;0.6;10;0.03;
07;040;0.8;01;0.03;
07;040;0.8;02;0.03;
07;040;0.8;03;0.93;
07;040;0.8;04;0.05;
07;040;0.8;05;0.03;
07;040;0.8;06;0.11;
07;040;0.8;07;0.30;
07;040;0.8;08;0.03;
