19;1035
20;450
5;19
6;25
7;26
8;31
9;37
10;53
11;61
12;119
13;256
14;136
15;389
16;308
17;307
18;362
19;352
20;1079
5;16
6;28
7;35
8;69
9;75
10;120
11;87
12;141
13;406
14;174
15;194
16;330
17;486
18;1085
19;564
20;579
5;27
6;41
7;27
8;38
9;49
10;135
11;216
12;105
13;250
14;225
15;337
16;331
17;284
18;285
19;739
20;579
5;12
6;28
7;26
8;44
9;59
10;58
11;106
12;166
13;231
14;171
15;477
16;252
17;154
18;202
19;1010
20;687
5;12
6;61
7;32
8;37
9;65
10;89
11;76
12;119
13;119
14;211
15;202
16;364
17;338
18;568
19;591
20;1172
5;15
6;25
7;32
8;45
9;50
10;83
11;286
12;134
13;112
14;223
15;236
16;356
17;384
18;261
19;378
20;558
5;16
6;31
7;34
8;50
9;79
10;109
11;63
12;114
13;139
14;370
15;277
16;282
17;395
18;648
19;523
20;699
5;16
6;34
7;38
8;32
9;59
10;56
11;214
12;226
13;150
14;318
15;409
16;228
17;266
18;1005
19;474
20;878
5;9
6;25
7;33
8;29
9;52
10;91
11;128
12;189
13;177
14;91
15;412
16;285
17;327
18;226
19;553
20;511
5;14
6;35
7;39
8;45
9;43
10;45
11;123
12;93
13;145
14;215
15;189
16;476
17;410
18;684
19;446
20;631
5;18
6;15
7;59
8;57
9;53
10;128
11;101
12;125
13;198
14;175
15;412
16;281
17;318
18;618
19;381
20;813
5;9
6;19
7;31
8;39
9;73
10;70
11;84
12;127
13;303
14;123
15;226
16;151
17;359
18;762
19;1095
20;485
5;13
6;26
7;42
8;41
9;67
10;87
11;143
12;232
13;141
14;387
15;323
16;240
17;363
18;393
19;964
20;355
5;12
6;27
7;51
8;63
9;37
10;224
11;95
12;94
13;474
14;213
15;249
16;313
17;386
18;434
19;443
20;444
5;17
6;16
7;35
8;61
9;50
10;97
11;150
12;115
13;115
14;179
15;169
16;524
17;442
18;411
19;395
20;723
5;16
6;20
7;20
8;67
9;72
10;99
11;149
12;82
13;167
14;141
15;216
16;246
17;338
18;240
19;404
20;502
5;15
6;24
7;34
8;36
9;105
10;51
11;43
12;109
13;132
14;374
15;225
16;176
17;467
18;610
19;597
20;689
5;18
6;19
7;24
8;39
9;53
10;48
11;84
12;118
13;98
14;277
15;199
16;404
17;383
18;349
19;501
20;374
5;15
6;20
7;50
8;39
9;53
10;69
11;149
12;85
13;93
14;178
15;334
16;133
17;440
18;595
19;278
20;950
5;14
6;13
7;25
8;89
9;49
10;62
11;82
12;90
13;461
14;288
15;263
16;355
17;404
18;294
19;311
20;855
5;15
6;33
7;39
8;32
9;46
10;150
11;117
12;91
13;95
14;218
15;186
16;629
17;585
18;289
19;496
20;630
5;17
6;17
7;40
8;67
9;78
10;126
11;110
12;185
13;180
14;71
15;268
16;128
17;203
18;491
19;446
20;420
5;19
6;15
7;29
8;49
9;92
10;80
11;140
12;79
13;216
14;264
15;314
16;609
17;312
18;492
19;680
20;846
5;14
6;18
7;49
8;27
9;45
10;37
11;157
12;179
13;194
14;390
15;370
16;419
17;716
18;336
19;668
20;418
5;31
6;16
7;26
8;37
9;65
10;64
11;76
12;153
13;187
14;99
15;122
16;271
17;398
18;624
19;467
20;335
5;21
6;17
7;38
8;111
9;122
10;69
11;62
12;253
13;99
14;196
15;391
16;357
17;375
18;245
19;447
20;350
5;11
6;38
7;39
8;49
9;56
10;61
11;117
12;107
13;246
14;164
15;269
16;324
17;585
18;454
19;743
20;821
5;17
6;31
7;29
8;28
9;91
10;76
11;103
12;178
13;295
14;215
15;323
16;631
17;267
18;220
19;501
20;652
5;19
6;13
7;36
8;40
9;76
10;89
11;116
12;244
13;244
14;369
15;201
16;386
17;697
18;554
19;647
20;626
5;16
6;12
7;40
8;54
9;26
10;77
11;373
12;165
13;214
14;246
15;203
16;179
17;406
18;1157
19;560
20;700
5;13
6;15
7;23
8;39
9;59
10;64
11;71
12;332
13;194
14;198
15;342
16;222
17;441
18;378
19;725
20;592
5;23
6;11
7;49
8;33
9;39
10;75
11;169
12;150
13;296
14;222
15;357
16;213
17;436
18;487
19;620
20;708
5;11
6;21
7;41
8;38
9;44
10;123
11;99
12;129
13;165
14;113
15;259
16;326
17;239
18;375
19;384
20;802
5;15
6;13
7;58
8;51
9;42
10;75
11;150
12;200
13;117
14;193
15;267
16;312
17;631
18;523
19;773
20;1066
5;20
6;46
7;22
8;48
9;69
10;108
11;57
12;104
13;187
14;162
15;574
16;460
17;390
18;857
19;558
20;713
5;8
6;31
7;23
8;37
9;51
10;85
11;100
12;128
13;172
14;143
15;130
16;314
17;248
18;523
19;303
20;652
5;13
6;22
7;30
8;55
9;59
10;73
11;40
12;82
13;82
14;179
15;344
16;497
17;490
18;210
19;921
20;538
5;14
6;17
7;70
8;56
9;89
10;106
11;123
12;150
13;105
14;132
15;224
16;471
17;452
18;317
19;545
20;588
5;22
6;22
7;25
8;35
9;63
10;63
11;68
12;68
13;105
14;146
15;200
16;625
17;388
18;277
19;1128
20;817
5;17
6;30
7;43
8;82
9;64
10;68
11;88
12;62
13;175
14;268
15;237
16;264
17;187
18;434
19;825
20;467
5;17
6;11
7;27
8;27
9;50
10;65
11;145
12;169
13;207
14;143
15;111
16;288
17;217
18;321
19;378
20;892
5;18
6;18
7;29
8;33
9;33
10;94
11;83
12;198
13;214
14;172
15;660
16;409
17;282
18;508
19;464
20;1312
5;14
6;19
7;27
8;48
9;52
10;90
11;93
12;260
13;198
14;316
15;213
16;132
17;611
18;653
19;324
20;658
5;15
6;46
7;31
8;36
9;91
10;104
11;143
12;91
13;111
14;257
15;158
16;390
17;468
18;492
19;297
20;473
5;22
6;30
7;30
8;45
9;46
10;112
11;93
12;242
13;67
14;154
15;210
16;767
17;407
18;411
19;226
20;917
5;22
6;25
7;34
8;45
9;67
10;37
11;112
12;110
13;156
14;403
15;341
16;303
17;1511
18;450
19;306
20;473
5;21
6;19
7;43
8;37
9;71
10;106
11;115
12;165
13;135
14;183
15;297
16;448
17;427
18;187
19;623
20;508
5;11
6;15
7;26
8;56
9;104
10;68
11;104
12;111
13;112
14;283
15;270
16;371
17;336
18;916
19;492
20;595
5;10
6;13
7;57
8;49
9;102
10;56
11;192
12;284
13;271
14;264
15;164
16;244
17;359
18;345
19;497
20;485
5;15
6;28
7;27
8;59
9;59
10;138
11;146
12;206
13;149
14;142
15;124
16;212
17;530
18;479
19;826
20;763
5;15
6;26
7;31
8;37
9;56
10;57
11;146
12;220
13;77
14;631
15;313
16;355
17;545
18;609
19;637
20;465
5;10
6;32
7;52
8;70
9;61
10;81
11;136
12;175
13;137
14;216
15;157
16;221
17;514
18;782
19;628
20;445
5;31
6;27
7;72
8;35
9;54
10;119
11;84
12;160
13;170
14;151
15;234
16;257
17;507
18;444
19;320
20;1144
5;10
6;18
7;59
8;17
9;40
10;59
11;63
12;62
13;221
14;293
15;372
16;612
17;467
18;304
19;551
20;763
5;7
6;29
7;32
8;64
9;66
10;86
11;118
12;375
13;360
14;439
15;280
16;286
17;427
18;537
19;666
20;626
5;16
6;12
7;37
8;57
9;41
10;58
11;77
12;110
13;90
14;188
15;191
16;470
17;406
18;464
19;384
20;771
5;17
6;14
7;24
8;58
9;49
10;45
11;164
12;120
13;165
14;109
15;207
16;276
17;289
18;548
19;457
20;301
5;15
6;27
7;21
8;32
9;91
10;67
11;82
12;130
13;165
14;167
15;155
16;200
17;864
18;476
19;550
20;920
5;18
6;30
7;49
8;87
9;88
10;58
11;95
12;131
13;99
14;101
15;545
16;369
17;228
18;701
19;623
20;546
5;13
6;32
7;23
8;28
9;100
10;87
11;185
12;88
13;183
14;129
15;496
16;523
17;107
18;436
19;728
20;690
5;12
6;28
7;20
8;99
9;137
10;89
11;125
12;200
13;101
14;228
15;283
16;290
17;377
18;343
19;947
20;745
5;18
6;33
7;54
8;40
9;62
10;65
11;96
12;104
13;105
14;290
15;214
16;314
17;665
18;682
19;323
20;716
5;10
6;25
7;37
8;55
9;67
10;42
11;77
12;111
13;160
14;215
15;190
16;245
17;399
18;544
19;809
20;931
5;11
6;19
7;40
8;51
9;100
10;57
11;99
12;221
13;128
14;408
15;441
16;198
17;463
18;501
19;366
20;495
5;13
6;17
7;61
8;30
9;70
10;58
11;155
12;149
13;126
14;231
15;247
16;217
17;239
18;238
19;291
20;425
5;13
6;14
7;22
8;64
9;69
10;46
11;78
12;130
13;128
14;137
15;165
16;375
17;329
18;1020
19;321
20;665
5;19
6;47
7;30
8;48
9;53
10;62
11;232
12;92
13;255
14;152
15;123
16;322
17;310
18;341
19;616
20;438
5;10
6;31
7;32
8;75
9;65
10;61
11;133
12;151
13;90
14;305
15;407
16;352
17;582
18;653
19;750
20;455
5;14
6;20
7;25
8;85
9;110
10;61
11;158
12;120
13;167
14;156
15;284
16;192
17;418
18;241
19;443
20;680
5;17
6;18
7;42
8;44
9;64
10;127
11;94
12;147
13;166
14;181
15;375
16;538
17;161
18;387
19;339
20;750
5;12
6;20
7;44
8;24
9;51
10;122
11;89
12;155
13;154
14;241
15;259
16;328
17;445
18;407
19;544
20;632
5;17
6;29
7;27
8;33
9;71
10;66
11;145
12;210
13;277
14;155
15;245
16;412
17;327
18;409
19;1119
20;489
5;14
6;39
7;34
8;82
9;100
10;129
11;89
12;47
13;202
14;296
15;428
16;223
17;335
18;440
19;901
20;578
5;10
6;21
7;29
8;50
9;72
10;107
11;181
12;95
13;185
14;243
15;317
16;413
17;298
18;360
19;425
20;495
5;13
6;25
7;35
8;33
9;74
10;35
11;100
12;249
13;118
14;284
15;276
16;479
17;560
18;1333
19;233
20;763
5;14
6;18
7;25
8;82
9;115
10;72
11;97
12;120
13;175
14;273
15;140
16;373
17;475
18;637
19;325
20;575
5;19
6;13
7;33
8;111
9;87
10;55
11;85
12;135
13;213
14;395
15;131
16;210
17;144
18;392
19;457
20;524
5;13
6;18
7;40
8;39
9;60
10;94
11;105
12;106
13;69
14;114
15;166
16;453
17;358
18;918
19;446
20;968
5;22
6;12
7;21
8;42
9;71
10;85
11;174
12;112
13;123
14;310
15;359
16;344
17;198
18;519
19;502
20;836
5;16
6;13
7;38
8;39
9;28
10;68
11;72
12;117
13;248
14;158
15;439
16;191
17;336
18;1340
19;809
20;623
5;19
6;23
7;45
8;22
9;98
10;73
11;77
12;250
13;330
14;428
15;126
16;337
17;410
18;594
19;677
20;1135
5;13
6;17
7;27
8;34
9;52
10;154
11;119
12;195
13;154
14;249
15;320
16;271
17;247
18;411
19;260
20;428
5;12
6;40
7;42
8;38
9;67
10;97
11;78
12;154
13;136
14;234
15;164
16;561
17;265
18;521
19;293
20;1257
5;17
6;38
7;32
8;32
9;38
10;52
11;135
12;102
13;182
14;162
15;145
16;410
17;799
18;690
19;293
20;361
5;21
6;37
7;47
8;45
9;54
10;45
11;83
12;47
13;139
14;276
15;240
16;132
17;359
18;336
19;231
20;281
5;11
6;15
7;38
8;56
9;65
10;123
11;111
12;116
13;146
14;105
15;297
16;786
17;573
18;283
19;264
20;742
5;14
6;11
7;18
8;26
9;29
10;56
11;48
12;181
13;117
14;241
15;439
16;419
17;402
18;236
19;469
20;460
5;10
6;26
7;35
8;52
9;38
10;158
11;89
12;101
13;188
14;136
15;150
16;261
17;577
18;627
19;583
20;311
5;21
6;14
7;55
8;49
9;53
10;87
11;63
12;79
13;135
14;106
15;246
16;258
17;289
18;177
19;1630
20;490
5;17
6;27
7;30
8;38
9;58
10;132
11;123
12;125
13;157
14;214
15;128
16;134
17;258
18;365
19;485
20;800
5;13
6;12
7;54
8;50
9;89
10;95
11;104
12;124
13;117
14;169
15;263
16;569
17;241
18;755
19;473
20;599
5;13
6;29
7;32
8;51
9;63
10;139
11;56
12;151
13;193
14;267
15;403
16;336
17;641
18;263
19;503
20;841
5;17
6;21
7;37
8;79
9;57
10;88
11;86
12;240
13;137
14;181
15;415
16;414
17;582
18;617
19;599
20;456
5;12
6;31
7;52
8;17
9;71
10;100
11;77
12;116
13;198
14;138
15;470
16;415
17;366
18;382
19;588
20;621
5;22
6;19
7;45
8;36
9;42
10;143
11;161
12;102
13;174
14;169
15;292
16;330
17;410
18;656
19;470
20;655
5;23
6;22
7;13
8;64
9;79
10;70
11;61
12;130
13;195
14;231
15;218
16;450
17;216
18;222
19;499
20;680
5;15
6;14
7;46
8;37
9;66
10;59
11;162
12;240
13;226
14;255
15;547
16;485
17;376
18;475
19;301
20;530
5;22
6;30
7;19
8;43
9;35
10;110
11;135
12;157
13;256
14;162
15;315
16;424
17;359
18;376
19;339
20;620
5;15
6;24
7;16
8;36
9;79
10;129
11;102
12;136
13;107
14;176
15;307
16;258
17;226
18;379
19;447
20;1046
5;17
6;31
7;21
8;57
9;50
10;72
11;68
12;118
13;116
14;338
15;506
16;368
17;275
18;826
19;237
20;396
5;17
6;15
7;34
8;27
9;40
10;84
11;130
12;156
13;215
14;153
15;399
16;198
17;727
18;508
19;661
20;538
5;19
6;38
7;45
8;40
9;102
10;190
11;191
12;117
13;161
14;156
15;122
16;305
17;228
18;628
19;841
20;673
5;17
6;45
7;18
8;32
9;49
10;60
11;101
12;134
13;293
14;213
15;348
16;352
17;401
18;520
19;809
20;496
5;13
6;23
7;28
8;20
9;45
10;165
11;131
12;71
13;111
14;475
15;250
16;151
17;379
18;288
19;653
20;316
5;12
6;45
7;42
8;84
9;89
10;118
11;115
12;69
13;279
14;194
15;215
16;322
17;267
18;381
19;642
20;506
5;12
6;20
7;28
8;59
9;78
10;43
11;243
12;136
13;191
14;290
15;212
16;287
17;369
18;397
19;607
20;397
5;20
6;32
7;21
8;76
9;93
10;67
11;63
12;82
13;152
14;219
15;197
16;139
17;365
18;403
19;668
20;718
5;15
6;16
7;36
8;59
9;89
10;64
11;52
12;229
13;379
14;222
15;143
16;849
17;270
18;583
19;563
20;723
5;10
6;26
7;25
8;22
9;62
10;82
11;99
12;135
13;69
14;194
15;234
16;198
17;306
18;570
19;332
20;376
5;9
6;16
7;30
8;57
9;99
10;66
11;49
12;137
13;200
14;306
15;206
16;421
17;261
18;735
19;725
20;601
5;17
6;26
7;21
8;91
9;43
10;75
11;57
12;251
13;221
14;191
15;168
16;442
17;330
18;562
19;474
20;777
5;12
6;26
7;43
8;40
9;40
10;170
11;350
12;145
13;147
14;314
15;201
16;354
17;440
18;821
19;306
20;472
5;12
6;13
7;23
8;44
9;130
10;49
11;93
12;180
13;142
14;162
15;332
16;272
17;385
18;242
19;512
20;656
5;14
6;30
7;28
8;59
9;83
10;86
11;166
12;137
13;155
14;533
15;445
16;229
17;230
18;190
19;347
20;1560
5;15
6;20
7;27
8;61
9;72
10;41
11;117
12;87
13;208
14;347
15;188
16;684
17;295
18;744
19;427
20;421
5;14
6;20
7;35
8;46
9;96
10;151
11;129
12;166
13;186
14;117
15;173
16;183
17;389
18;208
19;783
20;757
5;13
6;20
7;67
8;52
9;42
10;66
11;89
12;121
13;276
14;126
15;333
16;150
17;385
18;840
19;741
20;405
5;16
6;32
7;41
8;57
9;102
10;96
11;78
12;118
13;422
14;199
15;282
16;360
17;472
18;400
19;533
20;783
5;14
6;50
7;43
8;38
9;29
10;53
11;149
12;132
13;183
14;244
15;238
16;149
17;242
18;950
19;566
20;963
5;22
6;35
7;43
8;48
9;72
10;40
11;143
12;97
13;132
14;244
15;285
16;144
17;371
18;423
19;492
20;790
5;20
6;16
7;33
8;41
9;162
10;116
11;59
12;80
13;199
14;202
15;317
16;491
17;318
18;763
19;485
20;741
5;22
6;17
7;54
8;30
9;42
10;66
11;118
12;129
13;156
14;309
15;281
16;519
17;361
18;300
19;492
20;599
5;14
6;26
7;50
8;93
9;44
10;43
11;150
12;154
13;315
14;273
15;204
16;321
17;466
18;287
19;631
20;342
5;15
6;49
7;43
8;36
9;96
10;48
11;46
12;260
13;127
14;202
15;308
16;301
17;197
18;543
19;285
20;722
5;14
6;24
7;36
8;51
9;46
10;54
11;58
12;134
13;129
14;200
15;207
16;512
17;329
18;606
19;758
20;1006
5;31
6;11
7;25
8;77
9;43
10;64
11;51
12;197
13;226
14;210
15;183
16;310
17;434
18;475
19;445
20;523
5;16
6;19
7;20
8;35
9;42
10;35
11;157
12;140
13;137
14;245
15;207
16;314
17;251
18;533
19;511
20;327
5;13
6;24
7;35
8;37
9;89
10;72
11;134
12;136
13;114
14;130
15;175
16;262
17;321
18;231
19;283
20;582
5;13
6;14
7;43
8;47
9;47
10;147
11;133
12;253
13;489
14;187
15;267
16;251
17;368
18;423
19;616
20;491
5;15
6;29
7;34
8;48
9;89
10;143
11;120
12;145
13;289
14;490
15;100
16;460
17;409
18;378
19;676
20;438
5;18
6;38
7;64
8;53
9;36
10;123
11;94
12;169
13;182
14;379
15;230
16;226
17;337
18;379
19;1042
20;1141
5;10
6;10
7;19
8;34
9;67
10;93
11;141
12;87
13;146
14;305
15;217
16;415
17;830
18;377
19;353
20;517
5;12
6;24
7;26
8;32
9;50
10;105
11;121
12;255
13;128
14;245
15;196
16;528
17;308
18;586
19;553
20;564
5;17
6;18
7;28
8;52
9;40
10;66
11;79
12;90
13;127
14;200
15;259
16;479
17;169
18;546
19;382
20;366
5;18
6;16
7;35
8;209
9;108
10;118
11;102
12;239
13;205
14;111
15;157
16;300
17;175
18;800
19;1102
20;488
5;11
6;14
7;38
8;46
9;40
10;53
11;83
12;255
13;147
14;183
15;272
16;416
17;260
18;463
19;619
20;743
5;17
6;23
7;47
8;115
9;43
10;54
11;84
12;132
13;98
14;90
15;352
16;176
17;310
18;788
19;611
20;921
5;18
6;33
7;42
8;23
9;44
10;36
11;60
12;121
13;237
14;348
15;340
16;205
17;528
18;400
19;800
20;521
5;10
6;36
7;35
8;102
9;89
10;38
11;119
12;187
13;197
14;197
15;265
16;648
17;313
18;503
19;304
20;461
5;12
6;36
7;45
8;50
9;80
10;98
11;236
12;190
13;222
14;172
15;231
16;228
17;337
18;740
19;391
20;650
5;31
6;24
7;57
8;35
9;69
10;108
11;84
12;95
13;218
14;270
15;262
16;178
17;307
18;314
19;569
20;789
5;11
6;14
7;49
8;60
9;77
10;80
11;114
12;304
13;148
14;156
15;187
16;203
17;557
18;291
19;844
20;1103
5;17
6;27
7;37
8;32
9;53
10;59
11;110
12;61
13;79
14;159
15;134
16;189
17;457
18;576
19;522
20;418
5;8
6;33
7;38
8;27
9;107
10;84
11;63
12;79
13;189
14;149
15;375
16;477
17;268
18;672
19;184
20;399
5;19
6;12
7;41
8;38
9;87
10;134
11;138
12;113
13;309
14;310
15;301
16;176
17;336
18;965
19;633
20;476
5;21
6;29
7;39
8;32
9;46
10;85
11;116
12;217
13;113
14;217
15;333
16;188
17;557
18;877
19;431
20;1159
