5;15.8003857280617;19.595825426945;22.3221153846154;24.4
6;24.1870781099325;32.0597722960152;38.2221153846154;42.1391304347826
7;34.8457087753134;49.4506641366224;60.7740384615385;71.1130434782609
8;49.175506268081;73.3500948766603;96.0817307692308;116.044444444444
9;65.0356798457088;108.247628083491;147.4125;176.446376811594
10;87.7193828351013;157.073055028463;223.296153846154;272.493719806763
11;111.928640308582;210.612903225806;311.099038461538;407.705314009662
12;146.762777242044;283.974383301708;446.647115384615;599.057971014493
13;176.942140790743;377.732447817837;610.618269230769;862.474396135266
14;223.246865959499;499.293168880455;861.221153846154;1214.5729468599
15;281.147540983607;649.26944971537;1145.70384615385;1683.09468599034
16;339.466730954677;828.925996204934;1511.16538461538;2282.72463768116
17;404.255544840887;1057.03225806452;2022.55576923077;3047.42801932367
18;485.421407907425;1310.83681214421;2690.42692307692;4473.71014492754
19;580.361620057859;1703.64231499051;3417.12596153846;5590.80096618358
20;660.216007714561;1994.71442125237;4198.87596153846;7377.74975845411
22;906.51012536162;2940.60721062619;6533.94038461539;11952.168115942
24;1195.55737704918;4356.02561669829;10522.5942307692;19852.1507246377
26;1537.30472516876;6003.53225806452;15213.8769230769;31085.2966183575
28;1976.87644787645;8330.59582542695;23215.8076923077;50003.6347826087
30;2398.49806949807;11172.509487666;33300.0019230769;70907.9835430784
