n;m;nsets
int;int;int
30;2;2812
35;2;3642
40;2;5696
5;2;10
6;2;22
7;2;63
8;2;32
9;2;68
10;2;46
11;2;107
12;2;70
13;2;150
14;2;443
15;2;315
16;2;208
17;2;310
18;2;408
19;2;302
20;2;357
22;2;505
24;2;1988
26;2;1364
28;2;623
30;2;1753
35;2;3035
40;2;6957
5;2;11
6;2;22
7;2;52
8;2;71
9;2;41
10;2;80
11;2;207
12;2;86
13;2;205
14;2;205
15;2;538
16;2;228
17;2;348
18;2;433
19;2;464
20;2;457
22;2;615
24;2;677
26;2;2146
28;2;2008
30;2;2305
35;2;3547
40;2;4166
5;2;16
6;2;33
7;2;33
8;2;64
9;2;63
10;2;100
11;2;113
12;2;143
13;2;84
14;2;103
15;2;354
16;2;278
17;2;171
18;2;611
19;2;434
20;2;586
22;2;511
24;2;2034
26;2;1156
28;2;2073
30;2;3040
35;2;1804
40;2;3361
5;2;13
6;2;25
7;2;47
8;2;44
9;2;49
10;2;85
11;2;63
12;2;127
13;2;203
14;2;139
15;2;154
16;2;340
17;2;186
18;2;734
19;2;691
20;2;387
22;2;798
24;2;956
26;2;805
28;2;1203
30;2;3139
35;2;4045
40;2;6874
5;2;19
6;2;20
7;2;39
8;2;32
9;2;47
10;2;72
11;2;122
12;2;141
13;2;131
14;2;258
15;2;319
16;2;217
17;2;456
18;2;388
19;2;564
20;2;1346
22;2;1405
24;2;835
26;2;2290
28;2;1999
30;2;3223
35;2;3589
40;2;5663
5;2;13
6;2;28
7;2;28
8;2;29
9;2;57
10;2;80
11;2;57
12;2;101
13;2;196
14;2;116
15;2;246
16;2;231
17;2;510
18;2;217
19;2;338
20;2;325
22;2;629
24;2;1087
26;2;1246
28;2;2319
30;2;1623
35;2;2802
40;2;3929
5;2;12
6;2;17
7;2;45
8;2;103
9;2;39
10;2;61
11;2;96
12;2;208
13;2;121
14;2;258
15;2;131
16;2;451
17;2;218
18;2;508
19;2;619
20;2;571
22;2;936
24;2;389
26;2;1357
28;2;1766
30;2;2371
35;2;4078
40;2;5973
5;2;14
6;2;19
7;2;34
8;2;80
9;2;78
10;2;69
11;2;80
12;2;151
13;2;99
14;2;326
15;2;819
16;2;237
17;2;924
18;2;499
19;2;331
20;2;618
22;2;439
24;2;849
26;2;1851
28;2;2767
30;2;3327
35;2;3068
40;2;4087
5;2;19
6;2;21
7;2;32
8;2;36
9;2;66
10;2;68
11;2;95
12;2;135
13;2;259
14;2;322
15;2;382
16;2;617
17;2;477
18;2;789
19;2;979
20;2;946
22;2;1082
24;2;866
26;2;1291
28;2;2027
30;2;3262
35;2;2061
40;2;5934
5;2;27
6;2;25
7;2;31
8;2;63
9;2;35
10;2;98
11;2;93
12;2;79
13;2;164
14;2;159
15;2;113
16;2;426
17;2;287
18;2;1020
19;2;1764
20;2;577
22;2;1285
24;2;899
26;2;944
28;2;2768
30;2;3663
35;2;3393
40;2;5737
5;2;11
6;2;20
7;2;19
8;2;59
9;2;78
10;2;71
11;2;115
12;2;107
13;2;174
14;2;429
15;2;535
16;2;370
17;2;418
18;2;488
19;2;658
20;2;951
22;2;764
24;2;674
26;2;1403
28;2;1805
30;2;3336
35;2;4674
40;2;3761
5;2;13
6;2;30
7;2;28
8;2;52
9;2;70
10;2;71
11;2;61
12;2;94
13;2;88
14;2;234
15;2;111
16;2;261
17;2;265
18;2;336
19;2;400
20;2;416
22;2;378
24;2;2032
26;2;1251
28;2;2402
30;2;3934
35;2;6268
40;2;6749
5;2;16
6;2;9
7;2;29
8;2;20
9;2;57
10;2;66
11;2;87
12;2;140
13;2;189
14;2;364
15;2;155
16;2;395
17;2;362
18;2;777
19;2;578
20;2;714
22;2;980
24;2;967
26;2;1057
28;2;3700
30;2;2450
35;2;5010
40;2;12109
5;2;19
6;2;20
7;2;25
8;2;71
9;2;40
10;2;98
11;2;155
12;2;169
13;2;296
14;2;186
15;2;166
16;2;413
17;2;179
18;2;336
19;2;577
20;2;729
22;2;984
24;2;1097
26;2;1906
28;2;2264
30;2;4627
35;2;4171
40;2;5387
5;2;13
6;2;21
7;2;35
8;2;70
9;2;143
10;2;84
11;2;116
12;2;315
13;2;163
14;2;190
15;2;169
16;2;169
17;2;499
18;2;414
19;2;1124
20;2;588
22;2;1549
24;2;571
26;2;968
28;2;1360
30;2;2046
35;2;2542
40;2;6414
5;2;12
6;2;16
7;2;28
8;2;50
9;2;65
10;2;72
11;2;125
12;2;69
13;2;100
14;2;141
15;2;148
16;2;247
17;2;428
18;2;631
19;2;633
20;2;652
22;2;706
24;2;808
26;2;1335
28;2;1971
30;2;1282
35;2;3449
40;2;5785
5;3;17
6;3;43
7;3;30
8;3;39
9;3;218
10;3;135
11;3;187
12;3;461
13;3;732
14;3;247
15;3;516
16;3;804
17;3;890
18;3;810
19;3;2518
20;3;2135
22;3;1557
24;3;3695
26;3;4630
28;3;7970
30;3;3032
35;3;21201
5;3;22
6;3;38
7;3;28
8;3;84
9;3;122
10;3;117
11;3;208
12;3;195
13;3;274
14;3;348
15;3;997
16;3;723
17;3;1105
18;3;2382
19;3;2052
20;3;3552
22;3;1538
24;3;2838
26;3;5072
28;3;6275
30;3;18923
5;3;19
6;3;43
7;3;64
8;3;77
9;3;200
10;3;126
11;3;165
12;3;151
13;3;345
14;3;309
15;3;698
16;3;688
17;3;747
18;3;1476
19;3;863
20;3;1752
22;3;1719
24;3;2300
26;3;1939
28;3;16757
30;3;13673
5;3;22
6;3;29
7;3;49
8;3;68
9;3;167
10;3;87
11;3;228
12;3;334
13;3;254
14;3;718
15;3;290
16;3;1038
17;3;1037
18;3;3234
19;3;900
20;3;3331
22;3;1055
24;3;5559
26;3;8345
28;3;8762
30;3;6331
5;3;21
6;3;35
7;3;50
8;3;53
9;3;87
10;3;309
11;3;185
12;3;244
13;3;147
14;3;672
15;3;875
16;3;1394
17;3;537
18;3;954
19;3;562
20;3;1197
22;3;3129
24;3;3333
26;3;4432
28;3;6141
30;3;5444
5;3;25
6;3;44
7;3;35
8;3;66
9;3;89
10;3;595
11;3;341
12;3;220
13;3;558
14;3;461
15;3;577
16;3;1072
17;3;1198
18;3;1101
19;3;974
20;3;1693
22;3;2206
24;3;3035
26;3;5338
28;3;4620
30;3;22531
5;3;22
6;3;50
7;3;21
8;3;106
9;3;57
10;3;179
11;3;135
12;3;212
13;3;449
14;3;1080
15;3;483
16;3;506
17;3;1244
18;3;1006
19;3;700
20;3;2228
22;3;1967
24;3;5113
26;3;4252
28;3;11352
30;3;11483
5;3;27
6;3;30
7;3;43
8;3;31
9;3;123
10;3;164
11;3;354
12;3;174
13;3;269
14;3;803
15;3;282
16;3;1489
17;3;412
18;3;1090
19;3;2310
20;3;2651
22;3;1441
24;3;2159
26;3;7088
28;3;8985
30;3;7648
5;3;29
6;3;32
7;3;41
8;3;81
9;3;65
10;3;69
11;3;167
12;3;314
13;3;397
14;3;640
15;3;758
16;3;864
17;3;338
18;3;877
19;3;1671
20;3;1099
22;3;7148
24;3;1556
26;3;7847
28;3;9525
30;3;13369
5;3;20
6;3;18
7;3;38
8;3;51
9;3;94
10;3;93
11;3;103
12;3;568
13;3;224
14;3;196
15;3;260
16;3;762
17;3;1653
18;3;1216
19;3;1613
20;3;6398
22;3;3148
24;3;5248
26;3;3618
28;3;5034
30;3;19495
5;3;12
6;3;30
7;3;45
8;3;83
9;3;79
10;3;130
11;3;180
12;3;189
13;3;495
14;3;1121
15;3;770
16;3;530
17;3;589
18;3;2211
19;3;2032
20;3;2137
22;3;1932
24;3;4014
26;3;5004
28;3;16799
30;3;9164
5;3;20
6;3;18
7;3;38
8;3;60
9;3;86
10;3;111
11;3;570
12;3;236
13;3;474
14;3;352
15;3;702
16;3;728
17;3;1140
18;3;1920
19;3;978
20;3;1434
22;3;7230
24;3;5611
26;3;5442
28;3;7561
30;3;16954
5;3;23
6;3;32
7;3;50
8;3;70
9;3;118
10;3;97
11;3;228
12;3;291
13;3;391
14;3;332
15;3;500
16;3;841
17;3;1094
18;3;1092
19;3;1381
20;3;491
22;3;4378
24;3;3206
26;3;9338
28;3;7797
30;3;7186
5;3;16
6;3;34
7;3;62
8;3;34
9;3;97
10;3;143
11;3;116
12;3;345
13;3;221
14;3;431
15;3;360
16;3;618
17;3;1551
18;3;986
19;3;1031
20;3;673
22;3;6686
24;3;6408
26;3;7903
28;3;7378
30;3;18425
5;3;11
6;3;16
7;3;31
8;3;133
9;3;97
10;3;97
11;3;244
12;3;245
13;3;365
14;3;634
15;3;715
16;3;827
17;3;599
18;3;1047
19;3;1993
20;3;1457
22;3;3469
24;3;3307
26;3;3193
28;3;5837
30;3;8917
5;3;24
6;3;22
7;3;43
8;3;75
9;3;83
10;3;158
11;3;158
12;3;133
13;3;306
14;3;608
15;3;546
16;3;882
17;3;1718
18;3;743
19;3;742
20;3;556
22;3;6839
24;3;8313
26;3;9344
28;3;2567
30;3;8272
5;3;22
6;3;55
7;3;83
8;3;90
9;3;75
10;3;82
11;3;261
12;3;515
13;3;494
14;3;507
15;3;497
16;3;930
17;3;753
18;3;2053
19;3;1124
20;3;1125
22;3;5544
24;3;2492
26;3;2995
28;3;18082
30;3;2632
5;3;18
6;3;35
7;3;54
8;3;48
9;3;161
10;3;131
11;3;92
12;3;147
13;3;288
14;3;356
15;3;769
16;3;844
17;3;940
18;3;2736
19;3;1561
20;3;4399
22;3;2431
24;3;2651
26;3;7066
28;3;5161
30;3;18563
5;3;23
6;3;29
7;3;73
8;3;38
9;3;81
10;3;194
11;3;145
12;3;492
13;3;499
14;3;474
15;3;617
16;3;846
17;3;814
18;3;1685
19;3;1941
20;3;1407
22;3;9313
24;3;5548
26;3;3977
28;3;4894
30;3;12122
5;3;23
6;3;20
7;3;69
8;3;97
9;3;112
10;3;177
11;3;127
12;3;417
13;3;241
14;3;1019
15;3;435
16;3;494
17;3;1246
18;3;878
19;3;1074
20;3;1947
22;3;1789
24;3;3152
26;3;2531
28;3;23346
30;3;10311
5;3;19
6;3;31
7;3;49
8;3;66
9;3;76
10;3;233
11;3;220
12;3;210
13;3;389
14;3;223
15;3;700
16;3;635
17;3;1562
18;3;819
19;3;2189
20;3;1809
22;3;1422
24;3;5119
26;3;4657
28;3;9908
30;3;10735
5;3;19
6;3;24
7;3;45
8;3;61
9;3;95
10;3;100
11;3;430
12;3;531
13;3;193
14;3;312
15;3;821
16;3;973
17;3;601
18;3;1010
19;3;1554
20;3;1805
22;3;2151
24;3;1261
26;3;1722
28;3;6000
30;3;12803
5;3;17
6;3;41
7;3;57
8;3;124
9;3;97
10;3;281
11;3;460
12;3;697
13;3;586
14;3;325
15;3;636
16;3;677
17;3;1093
18;3;1924
19;3;1576
20;3;1791
22;3;2060
24;3;3261
26;3;6116
28;3;7215
30;3;3185
5;3;22
6;3;47
7;3;28
8;3;80
9;3;106
10;3;93
11;3;141
12;3;192
13;3;262
14;3;510
15;3;333
16;3;266
17;3;673
18;3;836
19;3;1694
20;3;1718
22;3;4322
24;3;3559
26;3;2851
28;3;7490
30;3;8363
5;3;13
6;3;28
7;3;62
8;3;67
9;3;111
10;3;221
11;3;169
12;3;276
13;3;661
14;3;130
15;3;512
16;3;517
17;3;1415
18;3;787
19;3;3563
20;3;2135
22;3;6224
24;3;3730
26;3;9415
28;3;5705
30;3;8027
5;3;21
6;3;25
7;3;46
8;3;77
9;3;101
10;3;95
11;3;148
12;3;240
13;3;297
14;3;710
15;3;713
16;3;1212
17;3;1277
18;3;1075
19;3;975
20;3;1234
22;3;1212
24;3;2929
26;3;3200
28;3;7714
30;3;12949
5;3;19
6;3;33
7;3;43
8;3;60
9;3;90
10;3;126
11;3;159
12;3;173
13;3;374
14;3;286
15;3;920
16;3;411
17;3;1200
18;3;577
19;3;2276
20;3;942
22;3;4302
24;3;2815
26;3;9267
28;3;15497
30;3;13571
5;3;22
6;3;33
7;3;14
8;3;41
9;3;89
10;3;159
11;3;303
12;3;331
13;3;159
14;3;318
15;3;254
16;3;3393
17;3;376
18;3;2565
19;3;634
20;3;2294
22;3;3161
24;3;2867
26;3;3499
28;3;11876
30;3;10769
5;3;16
6;3;45
7;3;61
8;3;102
9;3;93
10;3;153
11;3;173
12;3;329
13;3;184
14;3;289
15;3;253
16;3;701
17;3;1172
18;3;668
19;3;1550
20;3;1871
22;3;2429
24;3;15092
26;3;11999
28;3;3826
30;3;12103
5;3;15
6;3;47
7;3;45
8;3;70
9;3;111
10;3;170
11;3;114
12;3;330
13;3;393
14;3;151
15;3;317
16;3;1160
17;3;1815
18;3;974
19;3;2326
20;3;3165
22;3;5798
24;3;1661
26;3;9777
28;3;9386
30;3;22738
5;3;21
6;3;32
7;3;63
8;3;107
9;3;66
10;3;66
11;3;177
12;3;283
13;3;282
14;3;617
15;3;729
16;3;644
17;3;434
18;3;714
19;3;1052
20;3;1138
22;3;1838
24;3;2274
26;3;3003
28;3;5432
30;3;13221
5;3;18
6;3;18
7;3;49
8;3;45
9;3;89
10;3;89
11;3;339
12;3;661
13;3;269
14;3;256
15;3;243
16;3;786
17;3;921
18;3;1703
19;3;4899
20;3;2186
22;3;3414
24;3;4554
26;3;5429
28;3;8281
30;3;15934
5;3;20
6;3;42
7;3;50
8;3;146
9;3;76
10;3;83
11;3;515
12;3;470
13;3;320
14;3;926
15;3;391
16;3;459
17;3;817
18;3;655
19;3;1341
20;3;1218
22;3;3786
24;3;3378
26;3;7571
28;3;5215
30;3;20732
5;3;17
6;3;47
7;3;49
8;3;65
9;3;83
10;3;143
11;3;239
12;3;425
13;3;323
14;3;249
15;3;294
16;3;1292
17;3;1352
18;3;2897
19;3;1778
20;3;3019
22;3;2738
24;3;2846
26;3;4943
28;3;9749
30;3;7361
5;3;19
6;3;31
7;3;28
8;3;64
9;3;181
10;3;105
11;3;168
12;3;261
13;3;389
14;3;239
15;3;451
16;3;482
17;3;1218
18;3;1173
19;3;2410
20;3;1479
22;3;1271
24;3;3458
26;3;7776
28;3;8692
30;3;15036
5;3;13
6;3;36
7;3;74
8;3;74
9;3;111
10;3;134
11;3;102
12;3;245
13;3;139
14;3;503
15;3;512
16;3;1010
17;3;607
18;3;922
19;3;1941
20;3;2402
22;3;1655
24;3;5314
26;3;5162
28;3;8639
30;3;15568
5;3;31
6;3;40
7;3;62
8;3;39
9;3;100
10;3;152
11;3;144
12;3;233
13;3;292
14;3;386
15;3;638
16;3;822
17;3;4016
18;3;1120
19;3;1544
20;3;2360
22;3;6530
24;3;1618
26;3;10660
28;3;4304
30;3;7605
5;3;20
6;3;32
7;3;50
8;3;49
9;3;98
10;3;255
11;3;228
12;3;340
13;3;222
14;3;1907
15;3;697
16;3;674
17;3;1168
18;3;1540
19;3;676
20;3;1698
22;3;6574
24;3;4199
26;3;4433
28;3;14444
30;3;5330
5;3;24
6;3;41
7;3;26
8;3;75
9;3;119
10;3;332
11;3;152
12;3;162
13;3;308
14;3;176
15;3;454
16;3;468
17;3;1137
18;3;759
19;3;1049
20;3;3111
22;3;4823
24;3;2249
26;3;2686
28;3;4597
30;3;15164
5;3;21
6;3;34
7;3;27
8;3;97
9;3;53
10;3;121
11;3;169
12;3;398
13;3;437
14;3;411
15;3;264
16;3;541
17;3;1094
18;3;2280
19;3;1624
20;3;1358
22;3;1358
24;3;3875
26;3;5073
28;3;5544
30;3;11891
5;3;18
6;3;21
7;3;37
8;3;71
9;3;59
10;3;112
11;3;201
12;3;375
13;3;278
14;3;437
15;3;316
16;3;1564
17;3;1105
18;3;1964
19;3;4246
20;3;1943
22;3;1779
24;3;2632
26;3;9246
28;3;11751
30;3;10059
5;3;31
6;3;44
7;3;49
8;3;65
9;3;91
10;3;103
11;3;121
12;3;238
13;3;507
14;3;501
15;3;438
16;3;1074
17;3;1677
18;3;2164
19;3;1605
20;3;954
22;3;2221
24;3;3667
26;3;3719
28;3;11895
30;3;13574
5;3;24
6;3;37
7;3;46
8;3;102
9;3;84
10;3;146
11;3;180
12;3;350
13;3;186
14;3;361
15;3;1374
16;3;431
17;3;816
18;3;2020
19;3;762
20;3;607
22;3;1978
24;3;6254
26;3;2104
28;3;9522
30;3;13197
5;3;23
6;3;33
7;3;41
8;3;133
9;3;51
10;3;80
11;3;91
12;3;416
13;3;271
14;3;321
15;3;371
16;3;1071
17;3;665
18;3;2682
19;3;1295
20;3;3301
22;3;1730
24;3;2837
26;3;3203
28;3;5041
30;3;6724
5;3;11
6;3;30
7;3;34
8;3;77
9;3;72
10;3;91
11;3;235
12;3;277
13;3;408
14;3;655
15;3;1818
16;3;400
17;3;892
18;3;759
19;3;1287
20;3;1809
22;3;2595
24;3;3865
26;3;10300
28;3;5215
30;3;15333
5;3;17
6;3;44
7;3;35
8;3;53
9;3;152
10;3;182
11;3;421
12;3;222
13;3;404
14;3;711
15;3;745
16;3;1043
17;3;755
18;3;1391
19;3;547
20;3;3861
22;3;2695
24;3;7495
26;3;14814
28;3;3610
30;3;15986
5;3;20
6;3;29
7;3;22
8;3;109
9;3;103
10;3;130
11;3;214
12;3;135
13;3;429
14;3;749
15;3;516
16;3;589
17;3;779
18;3;972
19;3;1250
20;3;1303
22;3;2589
24;3;3480
26;3;11919
28;3;8550
30;3;8913
5;3;13
6;3;27
7;3;63
8;3;45
9;3;134
10;3;403
11;3;246
12;3;305
13;3;363
14;3;406
15;3;1057
16;3;817
17;3;532
18;3;1154
19;3;1518
20;3;926
22;3;2492
24;3;2326
26;3;6529
28;3;17851
30;3;5427
5;3;23
6;3;32
7;3;55
8;3;48
9;3;201
10;3;95
11;3;185
12;3;461
13;3;223
14;3;725
15;3;395
16;3;1441
17;3;979
18;3;2975
19;3;1946
20;3;1164
22;3;4021
24;3;2767
26;3;7191
28;3;8160
30;3;24551
5;3;13
6;3;40
7;3;47
8;3;68
9;3;73
10;3;86
11;3;120
12;3;136
13;3;412
14;3;215
15;3;1558
16;3;1389
17;3;1052
18;3;1076
19;3;2537
20;3;2644
22;3;5561
24;3;3669
26;3;4135
28;3;12316
30;3;9902
5;3;27
6;3;38
7;3;36
8;3;72
9;3;65
10;3;122
11;3;77
12;3;151
13;3;508
14;3;417
15;3;569
16;3;1083
17;3;1179
18;3;400
19;3;555
20;3;3009
22;3;2925
24;3;1699
26;3;2567
28;3;10281
30;3;16543
5;3;18
6;3;30
7;3;60
8;3;63
9;3;257
10;3;109
11;3;123
12;3;164
13;3;465
14;3;576
15;3;1273
16;3;1250
17;3;688
18;3;2050
19;3;614
20;3;2117
22;3;2620
24;3;1722
26;3;4032
28;3;5372
30;3;10533
5;3;18
6;3;39
7;3;51
8;3;65
9;3;198
10;3;188
11;3;228
12;3;101
13;3;329
14;3;256
15;3;464
16;3;483
17;3;795
18;3;402
19;3;2900
20;3;852
22;3;2397
24;3;7052
26;3;5828
28;3;17410
30;3;6634
5;3;23
6;3;24
7;3;35
8;3;106
9;3;175
10;3;250
11;3;169
12;3;161
13;3;346
14;3;558
15;3;231
16;3;481
17;3;822
18;3;772
19;3;2823
20;3;2666
22;3;4441
24;3;1849
26;3;4452
28;3;6732
30;3;11724
5;3;23
6;3;59
7;3;83
8;3;71
9;3;157
10;3;113
11;3;184
12;3;281
13;3;435
14;3;406
15;3;910
16;3;441
17;3;1149
18;3;1805
19;3;1305
20;3;1270
22;3;2460
24;3;3430
26;3;4439
28;3;4811
30;3;7545
5;3;12
6;3;19
7;3;51
8;3;77
9;3;102
10;3;114
11;3;169
12;3;156
13;3;268
14;3;470
15;3;1099
16;3;1543
17;3;411
18;3;1079
19;3;2069
20;3;2350
22;3;2443
24;3;2574
26;3;3258
28;3;3643
30;3;15841
5;3;14
6;3;20
7;3;53
8;3;76
9;3;80
10;3;282
11;3;203
12;3;279
13;3;429
14;3;501
15;3;619
16;3;2498
17;3;733
18;3;2030
19;3;3144
20;3;1411
22;3;2186
24;3;6128
26;3;5004
28;3;5676
30;3;4622
5;3;23
6;3;37
7;3;66
8;3;155
9;3;91
10;3;213
11;3;553
12;3;347
13;3;409
14;3;398
15;3;3306
16;3;609
17;3;2269
18;3;617
19;3;1105
20;3;1503
22;3;3001
24;3;2380
26;3;4808
28;3;7656
30;3;4944
5;3;20
6;3;33
7;3;36
8;3;75
9;3;91
10;3;235
11;3;118
12;3;236
13;3;319
14;3;669
15;3;592
16;3;320
17;3;661
18;3;639
19;3;2012
20;3;2426
22;3;1513
24;3;8808
26;3;6958
28;3;2975
30;3;11267
5;3;18
6;3;24
7;3;63
8;3;179
9;3;103
10;3;62
11;3;255
12;3;310
13;3;244
14;3;676
15;3;779
16;3;1109
17;3;498
18;3;1397
19;3;1297
20;3;1340
22;3;981
24;3;5218
26;3;3265
28;3;41331
30;3;13068
5;3;14
6;3;21
7;3;109
8;3;77
9;3;144
10;3;199
11;3;158
12;3;325
13;3;394
14;3;490
15;3;844
16;3;525
17;3;693
18;3;645
19;3;478
20;3;1026
22;3;1725
24;3;1615
26;3;14756
28;3;8881
30;3;9832
5;3;23
6;3;22
7;3;48
8;3;70
9;3;96
10;3;116
11;3;386
12;3;182
13;3;451
14;3;736
15;3;1102
16;3;1069
17;3;382
18;3;1134
19;3;1939
20;3;4803
22;3;5184
24;3;3611
26;3;6854
28;3;6070
30;3;7534
5;3;19
6;3;23
7;3;37
8;3;74
9;3;97
10;3;107
11;3;154
12;3;218
13;3;287
14;3;349
15;3;1109
16;3;1813
17;3;1584
18;3;1072
19;3;1795
20;3;3570
22;3;4810
24;3;3350
26;3;2561
28;3;11213
30;3;11277
5;3;15
6;3;30
7;3;31
8;3;73
9;3;180
10;3;102
11;3;159
12;3;437
13;3;624
14;3;183
15;3;426
16;3;464
17;3;732
18;3;1125
19;3;1181
20;3;1656
22;3;3116
24;3;3858
26;3;2891
28;3;3727
30;3;12150
5;3;21
6;3;26
7;3;66
8;3;67
9;3;166
10;3;153
11;3;300
12;3;210
13;3;122
14;3;886
15;3;558
16;3;1640
17;3;1356
18;3;316
19;3;1683
20;3;1471
22;3;4130
24;3;2322
26;3;4180
28;3;25871
30;3;14248
5;3;20
6;3;35
7;3;69
8;3;81
9;3;75
10;3;240
11;3;80
12;3;256
13;3;346
14;3;455
15;3;540
16;3;1398
17;3;505
18;3;1558
19;3;1374
20;3;3942
22;3;6453
24;3;4399
26;3;4902
28;3;3919
30;3;13368
5;4;22
6;4;30
7;4;65
8;4;93
9;4;78
10;4;257
11;4;214
12;4;449
13;4;681
14;4;545
15;4;1646
16;4;708
17;4;2344
18;4;1633
19;4;3292
20;4;2523
22;4;8347
24;4;37158
26;4;14066
28;4;32099
30;4;28090
5;4;26
6;4;42
7;4;123
8;4;100
9;4;79
10;4;261
11;4;323
12;4;951
13;4;622
14;4;424
15;4;1646
16;4;1282
17;4;1603
18;4;1323
19;4;2309
20;4;2905
22;4;5473
24;4;25108
26;4;14240
28;4;9754
30;4;15020
5;4;26
6;4;23
7;4;37
8;4;76
9;4;134
10;4;154
11;4;180
12;4;190
13;4;479
14;4;633
15;4;1863
16;4;1337
17;4;3626
18;4;8878
19;4;2979
20;4;2637
22;4;16894
24;4;3720
26;4;22062
28;4;13663
30;4;58367
5;4;27
6;4;44
7;4;65
8;4;95
9;4;123
10;4;98
11;4;256
12;4;633
13;4;262
14;4;1068
15;4;723
16;4;750
17;4;1608
18;4;1507
19;4;3733
20;4;2859
22;4;10429
24;4;11020
26;4;7971
28;4;28671
30;4;48675
5;4;25
6;4;47
7;4;40
8;4;149
9;4;121
10;4;151
11;4;196
12;4;258
13;4;270
14;4;506
15;4;1192
16;4;540
17;4;1099
18;4;3672
19;4;5071
20;4;7016
22;4;5716
24;4;12522
26;4;10198
28;4;55508
30;4;25467
5;4;21
6;4;28
7;4;70
8;4;177
9;4;145
10;4;464
11;4;321
12;4;331
13;4;573
14;4;638
15;4;763
16;4;792
17;4;743
18;4;2017
19;4;12410
20;4;4916
22;4;13274
24;4;12834
26;4;7877
28;4;5098
30;4;17153
5;4;31
6;4;41
7;4;69
8;4;66
9;4;121
10;4;114
11;4;812
12;4;840
13;4;487
14;4;772
15;4;1875
16;4;5745
17;4;906
18;4;3511
19;4;1970
20;4;5601
22;4;3305
24;4;6843
26;4;27218
28;4;29219
30;4;15590
5;4;16
6;4;47
7;4;45
8;4;61
9;4;120
10;4;110
11;4;473
12;4;283
13;4;704
14;4;588
15;4;406
16;4;2084
17;4;2257
18;4;2547
19;4;6333
20;4;2432
22;4;6221
24;4;6426
26;4;12399
28;4;25430
30;4;30285
5;4;18
6;4;46
7;4;54
8;4;104
9;4;81
10;4;214
11;4;287
12;4;659
13;4;761
14;4;1393
15;4;1239
16;4;570
17;4;1139
18;4;1937
19;4;1379
20;4;3542
22;4;2994
24;4;9375
26;4;16285
28;4;19279
30;4;28981
5;4;30
6;4;42
7;4;70
8;4;91
9;4;147
10;4;199
11;4;864
12;4;355
13;4;942
14;4;834
15;4;918
16;4;1222
17;4;1480
18;4;2340
19;4;2089
20;4;3262
22;4;14975
24;4;12919
26;4;6734
28;4;24048
30;4;48786
5;4;17
6;4;28
7;4;66
8;4;98
9;4;95
10;4;157
11;4;232
12;4;422
13;4;922
14;4;646
15;4;2393
16;4;1201
17;4;1912
18;4;2367
19;4;1420
20;4;1757
22;4;7288
24;4;8627
26;4;11240
28;4;10347
30;4;87540
5;4;19
6;4;29
7;4;64
8;4;88
9;4;131
10;4;230
11;4;487
12;4;329
13;4;456
14;4;1178
15;4;1198
16;4;985
17;4;1346
18;4;1724
19;4;4291
20;4;10251
22;4;6945
24;4;14521
26;4;25470
28;4;23553
30;4;40550
5;4;24
6;4;29
7;4;39
8;4;99
9;4;208
10;4;327
11;4;507
12;4;381
13;4;739
14;4;436
15;4;1374
16;4;1958
17;4;1700
18;4;3006
19;4;2649
20;4;5091
22;4;14519
24;4;27652
26;4;27035
28;4;13528
30;4;16056
5;4;19
6;4;34
7;4;46
8;4;87
9;4;97
10;4;210
11;4;297
12;4;426
13;4;1488
14;4;647
15;4;661
16;4;1954
17;4;1192
18;4;2097
19;4;2416
20;4;4592
22;4;6298
24;4;10531
26;4;10357
28;4;49177
30;4;15940
5;4;14
6;4;33
7;4;117
8;4;65
9;4;229
10;4;144
11;4;314
12;4;217
13;4;693
14;4;955
15;4;1131
16;4;1337
17;4;1521
18;4;1493
19;4;1391
20;4;3080
22;4;11832
24;4;7055
26;4;15043
28;4;9969
30;4;48518
5;4;17
6;4;31
7;4;50
8;4;61
9;4;161
10;4;238
11;4;260
12;4;616
13;4;807
14;4;1264
15;4;1145
16;4;993
17;4;988
18;4;4657
19;4;2876
20;4;8136
22;4;4576
24;4;7871
26;4;4971
28;4;7556
30;4;8300
5;4;23
6;4;33
7;4;60
8;4;59
9;4;183
10;4;402
11;4;255
12;4;331
13;4;451
14;4;1790
15;4;1296
16;4;2062
17;4;1736
18;4;3575
19;4;2122
20;4;1677
22;4;7656
24;4;6845
26;4;14642
28;4;44098
30;4;24911
5;4;16
6;4;34
7;4;37
8;4;104
9;4;104
10;4;197
11;4;227
12;4;322
13;4;295
14;4;470
15;4;495
16;4;1804
17;4;1202
18;4;3853
19;4;2846
20;4;2955
22;4;9758
24;4;7212
26;4;7461
28;4;20882
30;4;15947
5;4;25
6;4;29
7;4;26
8;4;87
9;4;251
10;4;278
11;4;145
12;4;711
13;4;466
14;4;289
15;4;648
16;4;2660
17;4;998
18;4;2397
19;4;3543
20;4;2630
22;4;3953
24;4;9752
26;4;17555
28;4;24970
30;4;12381
5;4;23
6;4;41
7;4;81
8;4;61
9;4;123
10;4;147
11;4;351
12;4;317
13;4;268
14;4;597
15;4;1485
16;4;738
17;4;699
18;4;1863
19;4;3141
20;4;3149
22;4;8109
24;4;6233
26;4;20837
28;4;7115
30;4;33259
5;4;26
6;4;51
7;4;54
8;4;97
9;4;131
10;4;198
11;4;234
12;4;475
13;4;446
14;4;1060
15;4;1246
