../lower_bound/data_hard/05-05-0.00-10.dat;89535.75235561936;user 0m4.056s;
../lower_bound/data_hard/05-05-0.00-1.dat;90865.09528218399;user 0m4.088s;
../lower_bound/data_hard/05-05-0.00-2.dat;88091.52269252697;user 0m3.912s;
../lower_bound/data_hard/05-05-0.00-3.dat;82578.94771595638;user 0m4.040s;
../lower_bound/data_hard/05-05-0.00-4.dat;88102.70037724511;user 0m4.120s;
../lower_bound/data_hard/05-05-0.00-5.dat;94052.19055571184;user 0m4.064s;
../lower_bound/data_hard/05-05-0.00-6.dat;89718.35168566271;user 0m4.160s;
../lower_bound/data_hard/05-05-0.00-7.dat;83731.04226937285;user 0m4.164s;
../lower_bound/data_hard/05-05-0.00-8.dat;83695.07843867785;user 0m4.308s;
../lower_bound/data_hard/05-05-0.00-9.dat;94644.46240301753;user 0m4.124s;
../lower_bound/data_hard/05-06-0.00-10.dat;94287.91707281828;user 0m4.652s;
../lower_bound/data_hard/05-06-0.00-1.dat;91406.71711121542;user 0m4.476s;
../lower_bound/data_hard/05-06-0.00-2.dat;89947.95067170968;user 0m4.624s;
../lower_bound/data_hard/05-06-0.00-3.dat;90309.30249350576;user 0m4.456s;
../lower_bound/data_hard/05-06-0.00-4.dat;93887.17633019811;user 0m3.612s;
../lower_bound/data_hard/05-06-0.00-5.dat;88474.01859563823;user 0m3.532s;
../lower_bound/data_hard/05-06-0.00-6.dat;94715.67253230783;user 0m4.088s;
../lower_bound/data_hard/05-06-0.00-7.dat;96195.76898307055;user 0m4.648s;
../lower_bound/data_hard/05-06-0.00-8.dat;88410.03760241774;user 0m4.528s;
../lower_bound/data_hard/05-06-0.00-9.dat;86930.62613482613;user 0m4.512s;
../lower_bound/data_hard/05-07-0.00-10.dat;89755.76813003335;user 0m4.568s;
../lower_bound/data_hard/05-07-0.00-1.dat;91440.76506342842;user 0m4.620s;
../lower_bound/data_hard/05-07-0.00-2.dat;87044.76416729832;user 0m4.740s;
../lower_bound/data_hard/05-07-0.00-3.dat;97627.57478663529;user 0m4.536s;
../lower_bound/data_hard/05-07-0.00-4.dat;94753.52928909956;user 0m4.920s;
../lower_bound/data_hard/05-07-0.00-5.dat;91095.76370804544;user 0m4.784s;
../lower_bound/data_hard/05-07-0.00-6.dat;87060.60657569843;user 0m4.704s;
../lower_bound/data_hard/05-07-0.00-7.dat;92884.44892440754;user 0m4.864s;
../lower_bound/data_hard/05-07-0.00-8.dat;89986.1375686784;user 0m4.808s;
../lower_bound/data_hard/05-07-0.00-9.dat;92886.81929059354;user 0m4.880s;
../lower_bound/data_hard/05-08-0.00-10.dat;84552.1077246764;user 0m4.932s;
../lower_bound/data_hard/05-08-0.00-1.dat;87550.5278415153;user 0m4.956s;
../lower_bound/data_hard/05-08-0.00-2.dat;92695.1934155597;user 0m5.072s;
../lower_bound/data_hard/05-08-0.00-3.dat;91884.75060760099;user 0m4.704s;
../lower_bound/data_hard/05-08-0.00-4.dat;94626.77921982201;user 0m4.680s;
