chub
n;m;t;i;s;opt;best;iter;time
int;int;float;int;int;float;float;int;float
100;10;0.75;5;8;60797;60803;18;0.179542
100;10;0.75;5;9;60797;60803;4;0.160353
100;10;0.75;6;0;61329;61437;36;0.209611
100;10;0.75;6;1;61336;61437;1;0.274061
100;10;0.75;6;2;61336;61437;45;0.318843
100;10;0.75;6;3;61336;61437;28;0.297288
100;10;0.75;6;4;61336;61437;27;0.327161
100;10;0.75;6;5;61336;61437;4;0.307493
100;10;0.75;6;6;61336;61437;36;0.285700
100;10;0.75;6;7;61329;61437;13;0.179730
100;10;0.75;6;8;61329;61437;17;0.200330
100;10;0.75;6;9;61336;61437;3;0.292418
100;10;0.75;7;0;56351;56377;15;0.249109
100;10;0.75;7;1;56351;56377;42;0.200287
100;10;0.75;7;2;56351;56377;46;0.204714
100;10;0.75;7;3;56351;56377;50;0.206519
100;10;0.75;7;4;56351;56377;56;0.228795
100;10;0.75;7;5;56351;56377;0;0.194119
100;10;0.75;7;6;56351;56377;48;0.220261
100;10;0.75;7;7;56351;56377;8;0.185225
100;10;0.75;7;8;56351;56377;14;0.216220
100;10;0.75;7;9;56351;56377;45;0.209188
100;10;0.75;8;0;59391;59391;53;0.281195
100;10;0.75;8;1;59391;59391;55;0.357256
100;10;0.75;8;2;59391;59391;14;0.299505
100;10;0.75;8;3;59391;59391;7;0.321303
100;10;0.75;8;4;59391;59391;12;0.295122
100;10;0.75;8;5;59330;59391;1;0.209350
100;10;0.75;8;6;59391;59391;5;0.324540
100;10;0.75;8;7;59391;59391;36;0.341365
100;10;0.75;8;8;59330;59391;12;0.217758
100;10;0.75;8;9;59391;59391;0;0.239740
100;10;0.75;9;0;60205;60205;9;0.178307
100;10;0.75;9;1;60205;60205;23;0.255023
100;10;0.75;9;2;60205;60205;13;0.231259
100;10;0.75;9;3;60205;60205;7;0.209111
100;10;0.75;9;4;60205;60205;11;0.203699
100;10;0.75;9;5;60205;60205;4;0.202037
100;10;0.75;9;6;60205;60205;7;0.205245
100;10;0.75;9;7;60205;60205;14;0.214524
100;10;0.75;9;8;60205;60205;13;0.252334
100;10;0.75;9;9;60205;60205;8;0.206277
100;10;0.75;10;0;60633;60633;4;0.214121
100;10;0.75;10;1;60633;60633;17;0.278563
100;10;0.75;10;2;60633;60633;4;0.223411
100;10;0.75;10;3;60633;60633;9;0.244438
100;10;0.75;10;4;60633;60633;9;0.250888
100;10;0.75;10;5;60626;60633;3;0.257767
100;10;0.75;10;6;60633;60633;45;0.292287
100;10;0.75;10;7;60633;60633;19;0.275367
100;10;0.75;10;8;60633;60633;0;0.233528
100;10;0.75;10;9;60633;60633;3;0.242003
100;30;0.25;1;0;21673;21946;187;0.846660
100;30;0.25;1;1;21576;21946;155;0.818558
100;30;0.25;1;2;21673;21946;125;0.836273
100;30;0.25;1;3;21479;21946;233;0.933149
100;30;0.25;1;4;21567;21946;107;0.538073
100;30;0.25;1;5;21656;21946;125;0.840017
100;30;0.25;1;6;21576;21946;202;0.666876
100;30;0.25;1;7;21673;21946;264;0.943456
100;30;0.25;1;8;21538;21946;208;0.742974
100;30;0.25;1;9;21576;21946;29;0.546098
100;30;0.25;2;0;21221;21716;293;0.990768
100;30;0.25;2;1;21300;21716;292;0.983838
100;30;0.25;2;2;21178;21716;90;0.996856
100;30;0.25;2;3;21197;21716;205;0.812343
100;30;0.25;2;4;21197;21716;192;0.756096
100;30;0.25;2;5;21191;21716;72;0.977420
100;30;0.25;2;6;21177;21716;87;0.700125
100;30;0.25;2;7;21342;21716;21;0.775503
100;30;0.25;2;8;21190;21716;208;0.914820
100;30;0.25;2;9;21125;21716;231;0.882611
100;30;0.25;3;0;20333;20754;236;1.142023
100;30;0.25;3;1;20235;20754;279;1.132120
100;30;0.25;3;2;20344;20754;129;1.061972
100;30;0.25;3;3;20377;20754;54;1.152819
100;30;0.25;3;4;20365;20754;283;1.141107
100;30;0.25;3;5;20426;20754;204;1.112052
100;30;0.25;3;6;20415;20754;138;1.278251
100;30;0.25;3;7;20266;20754;252;1.077341
100;30;0.25;3;8;20317;20754;122;1.081758
100;30;0.25;3;9;20265;20754;126;1.207525
100;30;0.25;4;0;21036;21464;79;1.075207
100;30;0.25;4;1;20920;21464;7;1.354447
100;30;0.25;4;2;21088;21464;242;1.124452
100;30;0.25;4;3;21047;21464;132;1.100211
100;30;0.25;4;4;21107;21464;254;1.074619
100;30;0.25;4;5;21067;21464;119;1.009934
100;30;0.25;4;6;21380;21464;227;1.108029
100;30;0.25;4;7;21181;21464;66;1.096514
100;30;0.25;4;8;21088;21464;143;0.920668
100;30;0.25;4;9;20964;21464;165;0.944078
100;30;0.25;5;0;21335;21844;298;1.081497
100;30;0.25;5;1;21285;21844;255;1.075439
100;30;0.25;5;2;21400;21844;274;1.111299
100;30;0.25;5;3;21456;21844;276;1.168889
100;30;0.25;5;4;21216;21844;258;1.078304
100;30;0.25;5;5;21369;21844;294;1.141622
100;30;0.25;5;6;21346;21844;20;0.940242
100;30;0.25;5;7;21206;21844;142;1.156346
100;30;0.25;5;8;21417;21844;230;1.102215
100;30;0.25;5;9;21355;21844;270;1.219608
100;30;0.25;6;0;21598;22176;243;1.352409
100;30;0.25;6;1;21781;22176;244;1.298212
100;30;0.25;6;2;21791;22176;237;1.049673
100;30;0.25;6;3;21609;22176;235;1.090043
100;30;0.25;6;4;21705;22176;164;1.063800
100;30;0.25;6;5;21926;22176;148;1.025781
100;30;0.25;6;6;21810;22176;255;1.146106
100;30;0.25;6;7;21621;22176;203;1.098218
100;30;0.25;6;8;21778;22176;13;1.076014
100;30;0.25;6;9;21846;22176;93;0.981977
100;30;0.25;7;0;21558;21799;100;1.000206
100;30;0.25;7;1;21338;21799;158;1.097215
100;30;0.25;7;2;21364;21799;274;0.998674
100;30;0.25;7;3;21295;21799;204;1.074986
100;30;0.25;7;4;21436;21799;182;0.949576
100;30;0.25;7;5;21309;21799;216;0.915917
100;30;0.25;7;6;21482;21799;13;0.957908
100;30;0.25;7;7;21385;21799;72;1.054299
100;30;0.25;7;8;21425;21799;138;1.056784
100;30;0.25;7;9;21457;21799;266;1.011577
100;30;0.25;8;0;20863;21397;91;0.936381
100;30;0.25;8;1;20847;21397;264;0.972599
100;30;0.25;8;2;21015;21397;251;0.995339
100;30;0.25;8;3;20966;21397;191;0.938781
100;30;0.25;8;4;20935;21397;251;0.866612
100;30;0.25;8;5;20930;21397;126;0.885388
100;30;0.25;8;6;20942;21397;242;0.978159
100;30;0.25;8;7;20828;21397;245;0.974109
100;30;0.25;8;8;20860;21397;269;0.965441
100;30;0.25;8;9;20917;21397;250;0.890856
100;30;0.25;9;0;22086;22525;112;1.046577
100;30;0.25;9;1;22124;22525;79;1.002435
100;30;0.25;9;2;22020;22525;25;1.038242
100;30;0.25;9;3;22191;22525;259;0.946446
100;30;0.25;9;4;22131;22525;66;0.926639
100;30;0.25;9;5;22032;22525;45;0.960103
100;30;0.25;9;6;22157;22525;90;1.025488
100;30;0.25;9;7;22027;22525;115;1.022069
100;30;0.25;9;8;22092;22525;161;0.991477
100;30;0.25;9;9;22159;22525;214;0.934867
100;30;0.25;10;0;20622;20983;240;0.949116
100;30;0.25;10;1;20488;20983;116;1.064438
100;30;0.25;10;2;20529;20983;243;1.021672
100;30;0.25;10;3;20649;20983;199;0.845402
100;30;0.25;10;4;20615;20983;268;0.838234
100;30;0.25;10;5;20644;20983;182;0.964667
100;30;0.25;10;6;20501;20983;110;1.158738
100;30;0.25;10;7;20443;20983;86;0.964461
100;30;0.25;10;8;20673;20983;49;0.886810
100;30;0.25;10;9;20647;20983;226;0.857408
100;30;0.50;1;0;40321;40767;249;1.005200
100;30;0.50;1;1;40288;40767;28;0.998390
100;30;0.50;1;2;40298;40767;139;1.009622
100;30;0.50;1;3;40593;40767;257;1.398721
100;30;0.50;1;4;40377;40767;95;1.200283
100;30;0.50;1;5;40427;40767;172;1.062255
100;30;0.50;1;6;40327;40767;125;0.968809
100;30;0.50;1;7;40514;40767;194;0.926632
100;30;0.50;1;8;40460;40767;52;0.900237
100;30;0.50;1;9;40346;40767;173;0.929151
100;30;0.50;2;0;40974;41308;206;0.975336
100;30;0.50;2;1;40852;41308;118;0.978748
100;30;0.50;2;2;41092;41308;113;0.866579
100;30;0.50;2;3;40963;41308;100;0.990735
100;30;0.50;2;4;40882;41308;179;0.935473
100;30;0.50;2;5;41022;41308;203;0.916551
100;30;0.50;2;6;40930;41308;87;0.879546
100;30;0.50;2;7;41150;41308;126;0.886435
100;30;0.50;2;8;41050;41308;206;0.892709
100;30;0.50;2;9;40928;41308;46;0.942529
100;30;0.50;3;0;41266;41630;257;0.803274
100;30;0.50;3;1;41264;41630;132;0.599788
100;30;0.50;3;2;41266;41630;197;0.667304
100;30;0.50;3;3;41268;41630;291;0.756430
100;30;0.50;3;4;41268;41630;109;0.530647
100;30;0.50;3;5;41385;41630;21;0.793379
100;30;0.50;3;6;41266;41630;190;0.664060
100;30;0.50;3;7;41264;41630;148;0.571231
100;30;0.50;3;8;41264;41630;134;0.533483
100;30;0.50;3;9;41326;41630;267;0.697111
100;30;0.50;4;0;40804;41041;126;0.431571
100;30;0.50;4;1;40769;41041;232;0.583938
100;30;0.50;4;2;40730;41041;95;0.680076
100;30;0.50;4;3;40755;41041;227;0.706424
100;30;0.50;4;4;40696;41041;79;0.585006
100;30;0.50;4;5;40614;41041;198;0.610930
100;30;0.50;4;6;40759;41041;216;0.696109
100;30;0.50;4;7;40791;41041;183;0.500909
100;30;0.50;4;8;40706;41041;155;0.457329
100;30;0.50;4;9;40709;41041;88;0.373875
100;30;0.50;5;0;40669;40889;144;0.759979
100;30;0.50;5;1;40720;40889;155;0.725252
100;30;0.50;5;2;40724;40889;208;1.078356
100;30;0.50;5;3;40709;40889;99;0.811278
100;30;0.50;5;4;40610;40889;125;1.117986
100;30;0.50;5;5;40720;40889;235;0.932380
100;30;0.50;5;6;40541;40889;59;0.589672
100;30;0.50;5;7;40669;40889;183;0.914444
100;30;0.50;5;8;40541;40889;32;0.498366
100;30;0.50;5;9;40538;40889;92;0.423114
100;30;0.50;6;0;40592;41058;182;0.852597
100;30;0.50;6;1;40812;41058;213;0.711485
100;30;0.50;6;2;40609;41058;150;0.965801
100;30;0.50;6;3;40462;41058;289;1.387144
100;30;0.50;6;4;40550;41058;9;1.365327
100;30;0.50;6;5;40663;41058;274;1.311632
100;30;0.50;6;6;40606;41058;267;1.066153
100;30;0.50;6;7;40704;41058;289;1.086247
100;30;0.50;6;8;40610;41058;265;1.362792
100;30;0.50;6;9;40744;41058;202;1.367593
100;30;0.50;7;0;40760;41062;154;0.572632
100;30;0.50;7;1;40798;41062;196;0.530034
100;30;0.50;7;2;40820;41062;252;0.780354
100;30;0.50;7;3;40822;41062;157;0.654192
100;30;0.50;7;4;40798;41062;108;0.477219
100;30;0.50;7;5;40889;41062;108;0.546925
100;30;0.50;7;6;40822;41062;179;0.602368
100;30;0.50;7;7;40820;41062;249;0.713950
100;30;0.50;7;8;40745;41062;195;0.535554
100;30;0.50;7;9;40820;41062;122;0.510826
100;30;0.50;8;0;42342;42719;138;0.780740
100;30;0.50;8;1;42360;42719;171;1.079101
100;30;0.50;8;2;42357;42719;131;0.878935
100;30;0.50;8;3;42349;42719;72;0.644818
100;30;0.50;8;4;42375;42719;90;0.865794
100;30;0.50;8;5;42328;42719;47;0.598722
100;30;0.50;8;6;42342;42719;137;0.888417
100;30;0.50;8;7;42328;42719;99;0.869187
100;30;0.50;8;8;42321;42719;57;0.672411
100;30;0.50;8;9;42336;42719;72;0.573263
100;30;0.50;9;0;41796;42230;265;0.794520
100;30;0.50;9;1;41996;42230;241;0.740224
100;30;0.50;9;2;41756;42230;247;0.680567
100;30;0.50;9;3;42080;42230;142;0.623324
100;30;0.50;9;4;41917;42230;142;0.674448
100;30;0.50;9;5;41810;42230;244;0.780143
100;30;0.50;9;6;41836;42230;99;0.705229
100;30;0.50;9;7;42080;42230;177;0.609165
100;30;0.50;9;8;41823;42230;159;0.568294
100;30;0.50;9;9;41801;42230;269;0.800892
100;30;0.50;10;0;41268;41700;128;0.500265
100;30;0.50;10;1;41577;41700;274;0.744228
100;30;0.50;10;2;41270;41700;268;0.791786
100;30;0.50;10;3;41435;41700;227;0.747776
100;30;0.50;10;4;41395;41700;137;0.665799
100;30;0.50;10;5;41475;41700;174;0.692577
100;30;0.50;10;6;41275;41700;73;0.719627
100;30;0.50;10;7;41393;41700;212;0.691712
100;30;0.50;10;8;41475;41700;111;0.560474
100;30;0.50;10;9;41538;41700;280;0.715562
100;30;0.75;1;0;57361;57494;294;0.738986
100;30;0.75;1;1;57229;57494;101;0.638794
100;30;0.75;1;2;57267;57494;269;0.828599
100;30;0.75;1;3;57267;57494;298;0.807210
100;30;0.75;1;4;57230;57494;167;0.683214
100;30;0.75;1;5;56986;57494;202;0.846026
100;30;0.75;1;6;57182;57494;276;0.848641
100;30;0.75;1;7;57377;57494;185;0.731575
100;30;0.75;1;8;57217;57494;262;0.835323
100;30;0.75;1;9;57261;57494;231;0.796041
100;30;0.75;2;0;59736;60027;150;0.783176
100;30;0.75;2;1;60027;60027;220;0.667881
100;30;0.75;2;2;59849;60027;224;0.720110
100;30;0.75;2;3;59929;60027;232;0.729443
100;30;0.75;2;4;59929;60027;266;0.787674
100;30;0.75;2;5;59732;60027;282;0.777559
100;30;0.75;2;6;59780;60027;174;0.792003
100;30;0.75;2;7;59774;60027;104;0.769126
100;30;0.75;2;8;59655;60027;192;0.699705
100;30;0.75;2;9;59835;60027;154;0.790104
100;30;0.75;3;0;57722;58052;189;0.778014
100;30;0.75;3;1;57801;58052;191;0.763796
100;30;0.75;3;2;57738;58052;61;0.692194
100;30;0.75;3;3;57684;58052;220;0.800174
100;30;0.75;3;4;57905;58052;249;0.661220
100;30;0.75;3;5;57872;58052;298;0.751668
100;30;0.75;3;6;57729;58052;183;0.780473
100;30;0.75;3;7;57803;58052;144;0.700974
100;30;0.75;3;8;57737;58052;162;0.815527
100;30;0.75;3;9;57691;58052;51;0.608463
100;30;0.75;4;0;60506;60776;59;0.378528
100;30;0.75;4;1;60663;60776;206;0.650508
100;30;0.75;4;2;60453;60776;125;0.465360
100;30;0.75;4;3;60385;60776;187;0.521685
100;30;0.75;4;4;60506;60776;55;0.653639
100;30;0.75;4;5;60472;60776;95;0.423273
100;30;0.75;4;6;60472;60776;294;0.715761
100;30;0.75;4;7;60642;60776;199;0.706719
100;30;0.75;4;8;60631;60776;110;0.638348
100;30;0.75;4;9;60600;60776;177;0.494865
100;30;0.75;5;0;58361;58884;288;0.877010
100;30;0.75;5;1;58584;58884;231;0.841203
100;30;0.75;5;2;58518;58884;298;0.827486
100;30;0.75;5;3;58542;58884;249;0.793815
100;30;0.75;5;4;58547;58884;270;0.868873
100;30;0.75;5;5;58589;58884;207;0.829686
100;30;0.75;5;6;58473;58884;295;0.847398
100;30;0.75;5;7;58647;58884;235;0.782544
100;30;0.75;5;8;58438;58884;250;0.867366
100;30;0.75;5;9;58353;58884;88;0.852771
100;30;0.75;6;0;59698;60011;252;0.808616
100;30;0.75;6;1;59553;60011;273;0.763071
100;30;0.75;6;2;59698;60011;201;0.731163
100;30;0.75;6;3;59672;60011;46;0.556289
100;30;0.75;6;4;59778;60011;197;0.623189
100;30;0.75;6;5;59621;60011;190;0.572433
100;30;0.75;6;6;59707;60011;281;0.716190
100;30;0.75;6;7;59629;60011;113;0.671772
100;30;0.75;6;8;59888;60011;245;0.744896
100;30;0.75;6;9;59614;60011;98;0.752319
100;30;0.75;7;0;57944;58132;297;0.814408
100;30;0.75;7;1;57944;58132;201;0.682572
100;30;0.75;7;2;57944;58132;117;0.572141
100;30;0.75;7;3;57933;58132;236;0.679224
100;30;0.75;7;4;57968;58132;234;0.742951
100;30;0.75;7;5;57944;58132;245;0.781472
100;30;0.75;7;6;57944;58132;277;0.810996
100;30;0.75;7;7;57970;58132;195;0.771669
100;30;0.75;7;8;57944;58132;226;0.741874
100;30;0.75;7;9;58051;58132;297;0.784307
100;30;0.75;8;0;58905;59064;228;0.804692
100;30;0.75;8;1;58775;59064;255;0.857704
100;30;0.75;8;2;58751;59064;165;0.610211
100;30;0.75;8;3;58720;59064;161;0.799374
100;30;0.75;8;4;58865;59064;229;0.775305
100;30;0.75;8;5;58817;59064;104;0.631817
100;30;0.75;8;6;58865;59064;175;0.662362
100;30;0.75;8;7;58849;59064;41;0.452882
100;30;0.75;8;8;58936;59064;120;0.825391
100;30;0.75;8;9;58879;59064;247;0.838660
100;30;0.75;9;0;58728;58975;127;0.676633
100;30;0.75;9;1;58669;58975;124;0.474287
100;30;0.75;9;2;58629;58975;109;0.647971
100;30;0.75;9;3;58671;58975;271;0.691596
100;30;0.75;9;4;58669;58975;172;0.670841
100;30;0.75;9;5;58626;58975;41;0.421448
100;30;0.75;9;6;58626;58975;76;0.438607
100;30;0.75;9;7;58707;58975;119;0.540784
100;30;0.75;9;8;58648;58975;92;0.509307
100;30;0.75;9;9;58626;58975;100;0.509308
100;30;0.75;10;0;60181;60603;201;1.357121
100;30;0.75;10;1;60204;60603;209;1.358410
100;30;0.75;10;2;60094;60603;54;1.371561
100;30;0.75;10;3;60173;60603;103;1.364110
100;30;0.75;10;4;60269;60603;298;1.299370
100;30;0.75;10;5;60088;60603;152;1.386694
100;30;0.75;10;6;60153;60603;124;1.354126
100;30;0.75;10;7;60229;60603;123;1.368623
100;30;0.75;10;8;60219;60603;226;1.303078
100;30;0.75;10;9;60194;60603;132;1.356157
250;5;0.25;1;0;59225;59312;210;0.552238
250;5;0.25;1;1;59248;59312;139;0.555865
250;5;0.25;1;2;59225;59312;271;0.538995
250;5;0.25;1;3;59207;59312;3;0.527355
250;5;0.25;1;4;59199;59312;168;0.543489
250;5;0.25;1;5;59191;59312;173;0.551790
250;5;0.25;1;6;59194;59312;47;0.541309
250;5;0.25;1;7;59227;59312;128;0.544982
250;5;0.25;1;8;59190;59312;117;0.537373
250;5;0.25;1;9;59247;59312;78;0.551141
250;5;0.25;2;0;61408;61472;106;0.530742
250;5;0.25;2;1;61385;61472;222;0.517934
250;5;0.25;2;2;61385;61472;29;0.528411
250;5;0.25;2;3;61377;61472;176;0.511154
250;5;0.25;2;4;61430;61472;89;0.525704
250;5;0.25;2;5;61371;61472;2;0.522318
250;5;0.25;2;6;61388;61472;103;0.529050
250;5;0.25;2;7;61430;61472;261;0.521162
250;5;0.25;2;8;61377;61472;11;0.520979
250;5;0.25;2;9;61424;61472;213;0.529849
250;5;0.25;3;0;61984;62130;164;0.533517
250;5;0.25;3;1;62038;62130;48;0.542243
250;5;0.25;3;2;62014;62130;156;0.529942
250;5;0.25;3;3;62050;62130;222;0.549961
250;5;0.25;3;4;61999;62130;77;0.538493
250;5;0.25;3;5;62045;62130;171;0.541771
250;5;0.25;3;6;62065;62130;38;0.540951
250;5;0.25;3;7;62011;62130;286;0.540547
250;5;0.25;3;8;61974;62130;18;0.532590
250;5;0.25;3;9;61982;62130;41;0.536596
250;5;0.25;4;0;59401;59463;60;0.505800
250;5;0.25;4;1;59355;59463;232;0.501773
250;5;0.25;4;2;59427;59463;47;0.494449
250;5;0.25;4;3;59362;59463;167;0.505817
250;5;0.25;4;4;59364;59463;171;0.506894
250;5;0.25;4;5;59385;59463;13;0.497123
250;5;0.25;4;6;59364;59463;167;0.504225
250;5;0.25;4;7;59357;59463;29;0.489167
250;5;0.25;4;8;59361;59463;131;0.501637
250;5;0.25;4;9;59427;59463;160;0.489258
250;5;0.25;5;0;58848;58951;113;0.546116
250;5;0.25;5;1;58891;58951;30;0.538328
250;5;0.25;5;2;58851;58951;107;0.552730
250;5;0.25;5;3;58893;58951;230;0.588344
250;5;0.25;5;4;58926;58951;189;0.652514
250;5;0.25;5;5;58913;58951;171;0.834238
250;5;0.25;5;6;58917;58951;84;0.836722
250;5;0.25;5;7;58873;58951;190;0.838840
250;5;0.25;5;8;58933;58951;87;0.838038
250;5;0.25;5;9;58926;58951;289;0.838795
250;5;0.25;6;0;60010;60077;11;0.384803
250;5;0.25;6;1;60006;60077;100;0.355292
250;5;0.25;6;2;60006;60077;74;0.308829
250;5;0.25;6;3;60006;60077;124;0.410772
250;5;0.25;6;4;60006;60077;108;0.390003
250;5;0.25;6;5;60006;60077;62;0.299966
250;5;0.25;6;6;60006;60077;246;0.517875
250;5;0.25;6;7;60006;60077;17;0.282255
250;5;0.25;6;8;60056;60077;27;0.470986
250;5;0.25;6;9;60006;60077;21;0.282180
250;5;0.25;7;0;60343;60414;75;0.527214
250;5;0.25;7;1;60315;60414;85;0.515854
250;5;0.25;7;2;60333;60414;143;0.521192
250;5;0.25;7;3;60315;60414;246;0.511431
250;5;0.25;7;4;60333;60414;87;0.521235
250;5;0.25;7;5;60343;60414;6;0.511987
250;5;0.25;7;6;60343;60414;52;0.513061
250;5;0.25;7;7;60348;60414;116;0.548204
250;5;0.25;7;8;60323;60414;226;0.562581
250;5;0.25;7;9;60323;60414;129;0.538809
250;5;0.25;8;0;61380;61472;95;0.550037
250;5;0.25;8;1;61380;61472;50;0.537250
250;5;0.25;8;2;61385;61472;22;0.546636
250;5;0.25;8;3;61385;61472;292;0.537353
250;5;0.25;8;4;61440;61472;189;0.540289
250;5;0.25;8;5;61405;61472;28;0.543572
250;5;0.25;8;6;61443;61472;51;0.613800
250;5;0.25;8;7;61429;61472;230;0.571280
250;5;0.25;8;8;61440;61472;93;0.555047
250;5;0.25;8;9;61411;61472;56;0.533023
250;5;0.25;9;0;61842;61885;274;0.579590
250;5;0.25;9;1;61829;61885;257;0.592797
250;5;0.25;9;2;61842;61885;163;0.581668
250;5;0.25;9;3;61812;61885;266;0.589320
250;5;0.25;9;4;61885;61885;35;0.592978
250;5;0.25;9;5;61795;61885;8;0.583629
250;5;0.25;9;6;61821;61885;42;0.583849
250;5;0.25;9;7;61842;61885;58;0.572929
250;5;0.25;9;8;61789;61885;52;0.581310
250;5;0.25;9;9;61829;61885;95;0.573224
250;5;0.25;10;0;58889;58959;181;0.547473
250;5;0.25;10;1;58869;58959;163;0.547780
250;5;0.25;10;2;58918;58959;291;0.547047
250;5;0.25;10;3;58855;58959;144;0.557627
250;5;0.25;10;4;58872;58959;176;0.549648
250;5;0.25;10;5;58849;58959;101;0.550058
250;5;0.25;10;6;58847;58959;266;0.552734
250;5;0.25;10;7;58871;58959;164;0.540771
250;5;0.25;10;8;58854;58959;132;0.552336
250;5;0.25;10;9;58893;58959;114;0.546813
250;5;0.50;1;0;109014;109109;216;0.545107
250;5;0.50;1;1;108995;109109;91;0.524298
250;5;0.50;1;2;109002;109109;152;0.538540
250;5;0.50;1;3;109036;109109;63;0.517666
250;5;0.50;1;4;108985;109109;287;0.541376
250;5;0.50;1;5;108978;109109;48;0.513782
250;5;0.50;1;6;108998;109109;263;0.527024
250;5;0.50;1;7;109047;109109;135;0.514610
250;5;0.50;1;8;108999;109109;206;0.525642
250;5;0.50;1;9;108994;109109;57;0.522515
250;5;0.50;2;0;109746;109841;252;0.559626
250;5;0.50;2;1;109746;109841;289;0.535160
250;5;0.50;2;2;109799;109841;297;0.552797
250;5;0.50;2;3;109769;109841;96;0.551725
250;5;0.50;2;4;109791;109841;248;0.550567
250;5;0.50;2;5;109722;109841;103;0.552693
250;5;0.50;2;6;109743;109841;96;0.538683
250;5;0.50;2;7;109741;109841;270;0.552971
250;5;0.50;2;8;109750;109841;275;0.541866
250;5;0.50;2;9;109757;109841;61;0.549681
250;5;0.50;3;0;108446;108508;253;0.580230
250;5;0.50;3;1;108463;108508;72;0.675889
250;5;0.50;3;2;108447;108508;11;0.815078
250;5;0.50;3;3;108455;108508;41;0.606738
250;5;0.50;3;4;108427;108508;175;0.595014
250;5;0.50;3;5;108422;108508;245;0.564346
250;5;0.50;3;6;108478;108508;112;0.567845
250;5;0.50;3;7;108472;108508;81;0.497352
250;5;0.50;3;8;108478;108508;190;0.563762
250;5;0.50;3;9;108454;108508;61;0.568452
250;5;0.50;4;0;109284;109383;138;0.478803
250;5;0.50;4;1;109358;109383;280;0.473918
250;5;0.50;4;2;109284;109383;55;0.469518
250;5;0.50;4;3;109285;109383;53;0.475548
250;5;0.50;4;4;109265;109383;120;0.463518
250;5;0.50;4;5;109263;109383;216;0.475215
250;5;0.50;4;6;109318;109383;120;0.470891
250;5;0.50;4;7;109285;109383;23;0.542382
250;5;0.50;4;8;109358;109383;253;0.538782
250;5;0.50;4;9;109278;109383;13;0.521296
250;5;0.50;5;0;110666;110720;105;0.532092
250;5;0.50;5;1;110671;110720;125;0.535680
250;5;0.50;5;2;110620;110720;60;0.533950
250;5;0.50;5;3;110683;110720;161;0.538365
250;5;0.50;5;4;110666;110720;46;0.533421
250;5;0.50;5;5;110649;110720;265;0.532997
250;5;0.50;5;6;110645;110720;76;0.534244
250;5;0.50;5;7;110664;110720;231;0.533741
250;5;0.50;5;8;110662;110720;201;0.534698
250;5;0.50;5;9;110649;110720;52;0.536338
250;5;0.50;6;0;110181;110256;225;0.559471
250;5;0.50;6;1;110193;110256;137;0.556372
250;5;0.50;6;2;110182;110256;161;0.567409
250;5;0.50;6;3;110161;110256;5;0.565435
250;5;0.50;6;4;110183;110256;93;0.600528
250;5;0.50;6;5;110215;110256;227;0.599578
250;5;0.50;6;6;110200;110256;113;0.548209
250;5;0.50;6;7;110202;110256;174;0.561067
250;5;0.50;6;8;110185;110256;52;0.550109
250;5;0.50;6;9;110196;110256;254;0.564263
250;5;0.50;7;0;109007;109040;234;0.551694
250;5;0.50;7;1;109040;109040;226;0.572088
250;5;0.50;7;2;108962;109040;24;0.562443
250;5;0.50;7;3;109007;109040;134;0.576735
250;5;0.50;7;4;108972;109040;4;0.566783
250;5;0.50;7;5;109040;109040;206;0.621652
250;5;0.50;7;6;108994;109040;288;0.601047
250;5;0.50;7;7;108952;109040;44;0.560636
250;5;0.50;7;8;108980;109040;140;0.560010
250;5;0.50;7;9;108982;109040;139;0.556610
250;5;0.50;8;0;108987;109042;269;0.545095
250;5;0.50;8;1;108947;109042;115;0.527219
250;5;0.50;8;2;108972;109042;216;0.536306
250;5;0.50;8;3;108969;109042;39;0.532255
250;5;0.50;8;4;109011;109042;184;0.527979
250;5;0.50;8;5;109014;109042;91;0.541441
250;5;0.50;8;6;109005;109042;109;0.517873
250;5;0.50;8;7;109006;109042;272;0.532288
250;5;0.50;8;8;108970;109042;185;0.517139
250;5;0.50;8;9;108958;109042;110;0.537076
250;5;0.50;9;0;109878;109971;177;0.536794
250;5;0.50;9;1;109860;109971;125;0.546619
250;5;0.50;9;2;109923;109971;142;0.537800
250;5;0.50;9;3;109858;109971;57;0.550731
250;5;0.50;9;4;109866;109971;205;0.546005
250;5;0.50;9;5;109925;109971;34;0.551765
250;5;0.50;9;6;109900;109971;266;0.542093
250;5;0.50;9;7;109889;109971;93;0.552665
250;5;0.50;9;8;109957;109971;65;0.544706
250;5;0.50;9;9;109871;109971;82;0.549317
250;5;0.50;10;0;106986;107058;84;0.583668
250;5;0.50;10;1;106982;107058;257;0.532917
250;5;0.50;10;2;107005;107058;48;0.529553
250;5;0.50;10;3;107003;107058;21;0.538007
250;5;0.50;10;4;107002;107058;296;0.537782
250;5;0.50;10;5;107033;107058;19;0.530375
250;5;0.50;10;6;106972;107058;73;0.530310
250;5;0.50;10;7;106966;107058;184;0.530281
250;5;0.50;10;8;107031;107058;196;0.536278
250;5;0.50;10;9;107030;107058;263;0.524684
250;5;0.75;1;0;149576;149665;88;0.528057
250;5;0.75;1;1;149551;149665;248;0.550239
250;5;0.75;1;2;149565;149665;273;0.537089
250;5;0.75;1;3;149579;149665;234;0.577644
250;5;0.75;1;4;149623;149665;36;0.578586
250;5;0.75;1;5;149592;149665;197;0.546083
