100;5;0.25;1;0;18336;18409;1;0.123783
100;5;0.25;1;1;18336;18409;0;0.114587
100;5;0.25;1;2;18336;18409;0;0.115202
100;5;0.25;1;3;18336;18409;0;0.114390
100;5;0.25;1;4;18336;18409;0;0.124436
100;5;0.25;1;5;18336;18409;1;0.117876
100;5;0.25;1;6;18336;18409;0;0.114051
100;5;0.25;1;7;18336;18409;4;0.121327
100;5;0.25;1;8;18336;18409;0;0.118450
100;5;0.25;1;9;18336;18409;0;0.117144
100;5;0.25;2;0;19549;19549;0;0.192826
100;5;0.25;2;1;19549;19549;0;0.176369
100;5;0.25;2;2;19549;19549;4;0.126860
100;5;0.25;2;3;19549;19549;0;0.131138
100;5;0.25;2;4;19549;19549;2;0.124767
100;5;0.25;2;5;19549;19549;1;0.130611
100;5;0.25;2;6;19549;19549;0;0.129221
100;5;0.25;2;7;19549;19549;4;0.131811
100;5;0.25;2;8;19549;19549;3;0.126960
100;5;0.25;2;9;19549;19549;3;0.118690
100;5;0.25;3;0;18723;18793;1;0.178663
100;5;0.25;3;1;18723;18793;0;0.194645
100;5;0.25;3;2;18723;18793;0;0.195440
100;5;0.25;3;3;18723;18793;1;0.196807
100;5;0.25;3;4;18723;18793;0;0.194681
100;5;0.25;3;5;18723;18793;0;0.199084
100;5;0.25;3;6;18723;18793;0;0.192776
100;5;0.25;3;7;18723;18793;0;0.194081
100;5;0.25;3;8;18723;18793;0;0.202557
100;5;0.25;3;9;18723;18793;0;0.197218
100;5;0.25;4;0;20311;20331;0;0.120900
100;5;0.25;4;1;20311;20331;0;0.121087
100;5;0.25;4;2;20311;20331;2;0.123084
100;5;0.25;4;3;20311;20331;0;0.123664
100;5;0.25;4;4;20311;20331;3;0.123565
100;5;0.25;4;5;20311;20331;0;0.119765
100;5;0.25;4;6;20311;20331;0;0.121200
100;5;0.25;4;7;20311;20331;4;0.142163
100;5;0.25;4;8;20311;20331;0;0.132344
100;5;0.25;4;9;20311;20331;0;0.132372
100;5;0.25;5;0;19391;19391;0;0.135019
100;5;0.25;5;1;19391;19391;0;0.122738
100;5;0.25;5;2;19391;19391;0;0.119374
100;5;0.25;5;3;19391;19391;0;0.125286
100;5;0.25;5;4;19391;19391;0;0.121161
100;5;0.25;5;5;19391;19391;0;0.111911
100;5;0.25;5;6;19391;19391;0;0.108654
100;5;0.25;5;7;19391;19391;0;0.108625
100;5;0.25;5;8;19391;19391;0;0.110021
100;5;0.25;5;9;19391;19391;0;0.120117
100;5;0.25;6;0;18768;18822;0;0.124333
100;5;0.25;6;1;18768;18822;2;0.126501
100;5;0.25;6;2;18768;18822;0;0.123556
100;5;0.25;6;3;18768;18822;1;0.124854
100;5;0.25;6;4;18768;18822;2;0.123979
100;5;0.25;6;5;18768;18822;1;0.124389
100;5;0.25;6;6;18768;18822;0;0.124570
100;5;0.25;6;7;18768;18822;0;0.125694
100;5;0.25;6;8;18768;18822;4;0.135813
100;5;0.25;6;9;18768;18822;0;0.133624
100;5;0.25;7;0;19226;19344;1;0.126620
100;5;0.25;7;1;19226;19344;3;0.126217
