C-500-2-1.txt;6;200;10;10;3;10;0.05;1.469;98;3.347e+10;10351375;
C-500-2-1.txt;7;200;10;10;3;10;0.05;1.462;89;3.370e+10;10494213;
A-700-2-1.txt;7;200;10;10;3;10;0.05;1.908;48;7.309e+10;10258751;
A-700-2-1.txt;2;300;10;10;3;10;0.05;2.948;69;7.352e+10;15263588;
A-700-2-1.txt;4;300;10;10;3;10;0.05;2.946;82;7.334e+10;15254293;
A-700-2-1.txt;6;300;10;10;3;10;0.05;2.958;81;7.457e+10;15187801;
D-200-2-1.txt;10;300;10;10;3;10;0.05;1.327;378;3.692e+09;18941771;
A-700-2-1.txt;10;300;10;10;3;10;0.05;2.929;71;7.400e+10;15315224;
D-200-2-1.txt;2;400;10;10;3;10;0.05;1.773;404;3.685e+09;25267319;
B-4000-2-1.txt;6;200;10;10;3;10;0.05;8.156;2;2.096e+12;11493133;
C-500-2-1.txt;1;400;10;10;3;10;0.05;3.291;315;3.382e+10;21697803;
C-500-2-1.txt;4;400;10;10;3;10;0.05;3.174;282;3.354e+10;21570867;
C-500-2-1.txt;5;400;10;10;3;10;0.05;3.162;280;3.413e+10;21558457;
A-700-2-1.txt;7;400;10;10;3;10;0.05;4.165;107;7.422e+10;20370384;
C-500-2-1.txt;2;200;10;10;5;10;0.05;1.406;106;3.399e+10;10428496;
C-500-2-1.txt;10;400;10;10;3;10;0.05;3.177;254;3.367e+10;21504220;
A-700-2-1.txt;10;400;10;10;3;10;0.05;4.119;109;7.412e+10;20400662;
D-200-2-1.txt;6;200;10;10;5;10;0.05;0.861;294;3.792e+09;12448979;
A-700-2-1.txt;6;200;10;10;5;10;0.05;1.769;43;7.305e+10;10445409;
D-200-2-1.txt;10;200;10;10;5;10;0.05;0.865;215;3.833e+09;12050320;
B-4000-2-1.txt;7;200;10;10;5;10;0.05;8.051;1;2.088e+12;11567266;
B-4000-2-1.txt;9;200;10;10;5;10;0.05;7.982;1;2.025e+12;11730952;
D-200-2-1.txt;1;400;10;10;5;10;0.05;1.763;369;3.800e+09;24756478;
D-200-2-1.txt;2;400;10;10;5;10;0.05;1.785;388;3.811e+09;25532165;
B-4000-2-1.txt;5;400;10;10;3;10;0.05;17.384;3;2.352e+12;24049894;
D-200-2-1.txt;5;400;10;10;5;10;0.05;1.777;337;3.823e+09;24964390;
A-700-2-1.txt;5;400;10;10;5;10;0.05;4.071;100;7.319e+10;20431915;
B-4000-2-1.txt;3;300;10;10;5;10;0.05;12.320;2;2.222e+12;17519467;
A-700-2-1.txt;6;400;10;10;5;10;0.05;4.042;108;7.515e+10;20456148;
C-500-2-1.txt;8;400;10;10;5;10;0.05;3.159;220;3.418e+10;20898565;
C-500-2-1.txt;1;200;20;10;3;10;0.05;3.498;178;3.464e+10;40336980;
C-500-2-1.txt;2;200;20;10;3;10;0.05;3.487;113;3.471e+10;40403998;
A-700-2-1.txt;4;200;20;10;3;10;0.05;4.291;63;7.508e+10;41153283;
C-500-2-1.txt;6;200;20;10;3;10;0.05;3.504;187;3.510e+10;40627607;
A-700-2-1.txt;10;200;20;10;3;10;0.05;4.298;59;7.455e+10;41256053;
B-4000-2-1.txt;2;200;20;10;3;10;0.05;16.927;3;2.247e+12;45272042;
D-200-2-1.txt;10;300;20;10;3;10;0.05;3.626;576;4.009e+09;69744795;
B-4000-2-1.txt;7;200;20;10;3;10;0.05;17.177;1;2.250e+12;45323109;
C-500-2-1.txt;4;400;20;10;3;10;0.05;7.614;419;3.568e+10;82037829;
B-4000-2-1.txt;1;300;20;10;3;10;0.05;28.812;5;2.517e+12;68892500;
B-4000-2-1.txt;4;300;20;10;3;10;0.05;26.309;4;2.501e+12;69336957;
D-200-2-1.txt;4;200;20;10;5;10;0.05;2.315;437;4.128e+09;44256710;
A-700-2-1.txt;10;400;20;10;3;10;0.05;9.515;166;7.583e+10;80709317;
C-500-2-1.txt;5;200;20;10;5;10;0.05;3.460;107;3.463e+10;41279875;
D-200-2-1.txt;7;200;20;10;5;10;0.05;2.369;514;4.105e+09;45178538;
C-500-2-1.txt;7;200;20;10;5;10;0.05;3.443;116;3.502e+10;41179169;
D-200-2-1.txt;10;200;20;10;5;10;0.05;2.315;425;4.098e+09;44656233;
C-500-2-1.txt;9;200;20;10;5;10;0.05;3.471;124;3.470e+10;41219209;
D-200-2-1.txt;1;300;20;10;5;10;0.05;3.616;618;4.091e+09;70197063;
D-200-2-1.txt;3;300;20;10;5;10;0.05;3.678;696;4.042e+09;70361063;
C-500-2-1.txt;3;300;20;10;5;10;0.05;5.405;204;3.517e+10;60731605;
D-200-2-1.txt;4;300;20;10;5;10;0.05;3.628;662;4.134e+09;68973298;
D-200-2-1.txt;6;300;20;10;5;10;0.05;3.625;629;4.101e+09;68851020;
C-500-2-1.txt;5;300;20;10;5;10;0.05;5.437;214;3.506e+10;60760268;
A-700-2-1.txt;7;300;20;10;5;10;0.05;6.760;102;7.654e+10;61900564;
B-4000-2-1.txt;4;400;20;10;3;10;0.05;36.105;6;2.632e+12;93758591;
A-700-2-1.txt;9;300;20;10;5;10;0.05;6.798;113;7.633e+10;62240726;
C-500-2-1.txt;5;400;20;10;5;10;0.05;7.495;273;3.508e+10;80911653;
C-500-2-1.txt;10;400;20;10;5;10;0.05;7.506;257;3.470e+10;80958098;
B-4000-2-1.txt;9;300;20;10;5;10;0.05;25.883;5;2.441e+12;69323832;
A-700-2-1.txt;6;200;30;10;3;10;0.05;7.642;67;7.549e+10;94479362;
B-4000-2-1.txt;2;400;20;10;5;10;0.05;35.568;2;2.626e+12;93786213;
B-4000-2-1.txt;3;400;20;10;5;10;0.05;35.285;2;2.592e+12;93222177;
A-700-2-1.txt;2;300;30;10;3;10;0.05;11.809;160;7.739e+10;139143666;
D-200-2-1.txt;5;300;30;10;3;10;0.05;6.938;706;4.143e+09;149619573;
A-700-2-1.txt;6;300;30;10;3;10;0.05;11.774;124;7.659e+10;140175339;
B-4000-2-1.txt;9;200;30;10;3;10;0.05;26.505;2;2.279e+12;101930910;
A-700-2-1.txt;10;300;30;10;3;10;0.05;11.793;119;7.710e+10;140319245;
A-700-2-1.txt;4;400;30;10;3;10;0.05;16.194;212;7.754e+10;182887027;
D-200-2-1.txt;10;400;30;10;3;10;0.05;9.307;948;4.100e+09;204636158;
B-4000-2-1.txt;7;300;30;10;3;10;0.05;41.727;3;2.581e+12;154380156;
D-200-2-1.txt;9;200;30;10;5;10;0.05;4.293;460;4.174e+09;93152007;
D-200-2-1.txt;2;300;30;10;5;10;0.05;6.593;697;4.205e+09;140177678;
B-4000-2-1.txt;5;200;30;10;5;10;0.05;26.383;4;2.204e+12;102105882;
A-700-2-1.txt;5;300;30;10;5;10;0.05;11.644;97;7.688e+10;142239110;
B-4000-2-1.txt;5;400;30;10;3;10;0.05;56.723;7;2.720e+12;211832507;
D-200-2-1.txt;10;300;30;10;5;10;0.05;6.768;755;4.182e+09;145045302;
B-4000-2-1.txt;7;400;30;10;3;10;0.05;56.442;2;2.728e+12;212230895;
A-700-2-1.txt;9;300;30;10;5;10;0.05;11.666;114;7.745e+10;142312862;
D-200-2-1.txt;2;400;30;10;5;10;0.05;9.198;929;4.211e+09;196931635;
D-200-2-1.txt;5;400;30;10;5;10;0.05;9.062;827;4.161e+09;194850479;
A-700-2-1.txt;5;400;30;10;5;10;0.05;16.014;176;7.756e+10;186373022;
A-700-2-1.txt;2;200;10;20;3;10;0.05;2.152;28;6.877e+10;25488490;
