A-700-2-10.txt;01;119.782;172;7.593e+10;
A-700-2-10.txt;02;115.450;194;7.597e+10;
A-700-2-10.txt;03;114.894;167;7.574e+10;
A-700-2-10.txt;04;119.577;186;7.618e+10;
A-700-2-10.txt;05;113.842;183;7.583e+10;
A-700-2-10.txt;06;115.493;187;7.574e+10;
A-700-2-10.txt;07;116.280;178;7.601e+10;
A-700-2-10.txt;08;115.513;156;7.590e+10;
A-700-2-10.txt;09;114.610;185;7.590e+10;
A-700-2-10.txt;10;114.388;168;7.603e+10;
A-700-2-1.txt;01;114.972;169;7.839e+10;
A-700-2-1.txt;02;115.106;183;7.833e+10;
A-700-2-1.txt;03;116.058;196;7.821e+10;
A-700-2-1.txt;04;114.592;188;7.817e+10;
A-700-2-1.txt;05;113.647;180;7.830e+10;
A-700-2-1.txt;06;113.444;188;7.859e+10;
A-700-2-1.txt;07;113.846;176;7.859e+10;
A-700-2-1.txt;08;113.825;178;7.832e+10;
A-700-2-1.txt;09;114.969;175;7.796e+10;
A-700-2-1.txt;10;115.626;187;7.825e+10;
A-700-2-2.txt;01;113.358;188;7.591e+10;
A-700-2-2.txt;02;114.869;176;7.614e+10;
A-700-2-2.txt;03;115.081;189;7.629e+10;
A-700-2-2.txt;04;114.340;194;7.630e+10;
A-700-2-2.txt;05;114.563;189;7.649e+10;
A-700-2-2.txt;06;114.755;208;7.626e+10;
A-700-2-2.txt;07;115.960;209;7.612e+10;
A-700-2-2.txt;08;116.297;201;7.614e+10;
A-700-2-2.txt;09;114.679;177;7.609e+10;
A-700-2-2.txt;10;115.182;188;7.624e+10;
A-700-2-3.txt;01;114.513;159;7.668e+10;
A-700-2-3.txt;02;115.307;149;7.646e+10;
A-700-2-3.txt;03;113.339;153;7.628e+10;
A-700-2-3.txt;04;113.102;157;7.655e+10;
A-700-2-3.txt;05;112.761;168;7.663e+10;
A-700-2-3.txt;06;112.157;159;7.666e+10;
A-700-2-3.txt;07;112.710;148;7.666e+10;
A-700-2-3.txt;08;113.608;150;7.619e+10;
A-700-2-3.txt;09;112.542;140;7.626e+10;
A-700-2-3.txt;10;112.132;138;7.659e+10;
A-700-2-4.txt;01;111.193;170;8.002e+10;
A-700-2-4.txt;02;111.287;161;8.009e+10;
A-700-2-4.txt;03;111.462;175;7.990e+10;
A-700-2-4.txt;04;111.728;161;8.035e+10;
A-700-2-4.txt;05;111.447;155;8.053e+10;
A-700-2-4.txt;06;111.508;166;8.033e+10;
A-700-2-4.txt;07;112.842;176;8.003e+10;
A-700-2-4.txt;08;112.841;177;8.005e+10;
A-700-2-4.txt;09;111.780;169;8.041e+10;
A-700-2-4.txt;10;111.946;151;8.008e+10;
A-700-2-5.txt;01;111.439;169;7.460e+10;
A-700-2-5.txt;02;112.518;173;7.480e+10;
A-700-2-5.txt;03;111.910;167;7.444e+10;
A-700-2-5.txt;04;111.630;213;7.477e+10;
A-700-2-5.txt;05;111.826;190;7.425e+10;
A-700-2-5.txt;06;111.912;188;7.426e+10;
A-700-2-5.txt;07;111.243;194;7.468e+10;
A-700-2-5.txt;08;111.774;190;7.481e+10;
A-700-2-5.txt;09;111.995;172;7.456e+10;
A-700-2-5.txt;10;112.112;180;7.456e+10;
A-700-2-6.txt;01;112.770;167;7.935e+10;
A-700-2-6.txt;02;111.186;179;7.961e+10;
A-700-2-6.txt;03;111.567;187;7.967e+10;
A-700-2-6.txt;04;111.962;183;7.960e+10;
A-700-2-6.txt;05;111.563;168;7.943e+10;
A-700-2-6.txt;06;111.864;177;7.973e+10;
A-700-2-6.txt;07;113.635;158;7.969e+10;
A-700-2-6.txt;08;111.870;182;7.979e+10;
A-700-2-6.txt;09;111.110;159;7.935e+10;
A-700-2-6.txt;10;110.672;167;7.972e+10;
A-700-2-7.txt;01;111.976;169;7.486e+10;
A-700-2-7.txt;02;112.529;181;7.473e+10;
A-700-2-7.txt;03;111.918;186;7.444e+10;
A-700-2-7.txt;04;111.842;182;7.430e+10;
A-700-2-7.txt;05;112.387;181;7.460e+10;
A-700-2-7.txt;06;111.511;214;7.485e+10;
A-700-2-7.txt;07;112.537;183;7.497e+10;
A-700-2-7.txt;08;113.142;197;7.448e+10;
A-700-2-7.txt;09;111.829;184;7.450e+10;
A-700-2-7.txt;10;112.590;174;7.479e+10;
A-700-2-8.txt;01;112.222;182;7.753e+10;
A-700-2-8.txt;02;111.994;189;7.732e+10;
A-700-2-8.txt;03;112.391;187;7.781e+10;
A-700-2-8.txt;04;112.262;162;7.729e+10;
A-700-2-8.txt;05;112.348;179;7.714e+10;
A-700-2-8.txt;06;112.838;155;7.752e+10;
A-700-2-8.txt;07;112.639;182;7.717e+10;
A-700-2-8.txt;08;112.229;191;7.754e+10;
A-700-2-8.txt;09;112.355;178;7.773e+10;
A-700-2-8.txt;10;112.192;174;7.762e+10;
A-700-2-9.txt;01;111.954;166;7.923e+10;
A-700-2-9.txt;02;111.379;165;7.868e+10;
A-700-2-9.txt;03;113.262;185;7.920e+10;
A-700-2-9.txt;04;112.049;176;7.919e+10;
A-700-2-9.txt;05;111.357;184;7.884e+10;
A-700-2-9.txt;06;111.131;182;7.886e+10;
A-700-2-9.txt;07;111.428;168;7.890e+10;
A-700-2-9.txt;08;111.517;181;7.883e+10;
A-700-2-9.txt;09;111.881;157;7.883e+10;
A-700-2-9.txt;10;111.105;187;7.940e+10;
B-4000-2-10.txt;01;242.687;4;2.575e+12;
B-4000-2-10.txt;02;240.507;3;2.575e+12;
B-4000-2-10.txt;03;239.003;2;2.578e+12;
B-4000-2-10.txt;04;240.310;2;2.578e+12;
B-4000-2-10.txt;05;240.690;6;2.574e+12;
B-4000-2-10.txt;06;240.637;2;2.579e+12;
B-4000-2-10.txt;07;240.705;3;2.573e+12;
B-4000-2-10.txt;08;239.873;2;2.578e+12;
B-4000-2-10.txt;09;239.777;2;2.585e+12;
B-4000-2-10.txt;10;233.782;2;2.574e+12;
B-4000-2-1.txt;01;239.815;2;2.610e+12;
B-4000-2-1.txt;02;240.279;2;2.608e+12;
B-4000-2-1.txt;03;242.466;3;2.612e+12;
B-4000-2-1.txt;04;240.473;2;2.603e+12;
B-4000-2-1.txt;05;239.670;1;2.615e+12;
B-4000-2-1.txt;06;239.685;1;2.614e+12;
B-4000-2-1.txt;07;239.736;1;2.608e+12;
B-4000-2-1.txt;08;239.615;2;2.609e+12;
B-4000-2-1.txt;09;239.911;4;2.610e+12;
B-4000-2-1.txt;10;236.193;4;2.606e+12;
B-4000-2-2.txt;01;238.424;2;2.681e+12;
B-4000-2-2.txt;02;247.011;2;2.688e+12;
B-4000-2-2.txt;03;237.662;1;2.698e+12;
B-4000-2-2.txt;04;238.993;1;2.686e+12;
B-4000-2-2.txt;05;238.962;3;2.682e+12;
B-4000-2-2.txt;06;237.924;4;2.684e+12;
B-4000-2-2.txt;07;238.592;1;2.687e+12;
B-4000-2-2.txt;08;238.185;1;2.689e+12;
B-4000-2-2.txt;09;238.108;4;2.689e+12;
B-4000-2-2.txt;10;237.590;2;2.685e+12;
B-4000-2-3.txt;01;240.700;5;2.656e+12;
B-4000-2-3.txt;02;239.827;3;2.658e+12;
B-4000-2-3.txt;03;240.041;4;2.655e+12;
B-4000-2-3.txt;04;239.725;2;2.654e+12;
B-4000-2-3.txt;05;240.027;1;2.656e+12;
B-4000-2-3.txt;06;240.029;3;2.658e+12;
B-4000-2-3.txt;07;240.394;4;2.658e+12;
B-4000-2-3.txt;08;239.713;2;2.656e+12;
B-4000-2-3.txt;09;240.062;2;2.648e+12;
B-4000-2-3.txt;10;239.956;1;2.660e+12;
B-4000-2-4.txt;01;231.892;2;2.773e+12;
B-4000-2-4.txt;02;238.012;4;2.764e+12;
B-4000-2-4.txt;03;238.678;1;2.764e+12;
B-4000-2-4.txt;04;240.840;2;2.766e+12;
B-4000-2-4.txt;05;238.682;4;2.762e+12;
B-4000-2-4.txt;06;238.542;1;2.769e+12;
B-4000-2-4.txt;07;238.562;3;2.764e+12;
B-4000-2-4.txt;08;238.116;2;2.772e+12;
B-4000-2-4.txt;09;239.466;4;2.767e+12;
B-4000-2-4.txt;10;238.237;3;2.771e+12;
B-4000-2-5.txt;01;236.051;1;2.621e+12;
B-4000-2-5.txt;02;239.768;2;2.619e+12;
